time_s	gforce_x	gforce_y	gforce_z	ang_vel_x	ang_vel_y	ang_vel_z
0.003	-0.28	0.5	0.68	-0.59	-0.14	0.38
0.003	-0.22	0.52	0.72	-0.59	-0.14	0.38
0.006	-0.22	0.52	0.72	-0.75	-0.23	0.41
0.01	-0.15	0.55	0.8	-0.75	-0.23	0.41
0.015	-0.15	0.55	0.8	-0.86	-0.25	0.4
0.019	-0.1	0.58	0.84	-0.86	-0.25	0.4
0.025	-0.1	0.58	0.84	-0.91	-0.24	0.35
0.029	-0.05	0.59	0.91	-0.91	-0.24	0.35
0.035	-0.05	0.59	0.91	-0.93	-0.19	0.24
0.039	-0.07	0.59	0.99	-0.93	-0.19	0.24
0.045	-0.07	0.59	0.99	-0.9	-0.08	0.14
0.049	-0.1	0.58	1.04	-0.9	-0.08	0.14
0.055	-0.1	0.58	1.04	-0.85	0.03	0.09
0.059	-0.12	0.54	1.07	-0.85	0.03	0.09
0.065	-0.12	0.54	1.07	-0.8	0.13	0.07
0.069	-0.14	0.5	1.08	-0.8	0.13	0.07
0.076	-0.14	0.5	1.08	-0.79	0.2	0.09
0.08	-0.17	0.49	1.09	-0.79	0.2	0.09
0.097	-0.17	0.49	1.09	-0.82	0.25	0.19
0.097	-0.23	0.52	1.05	-0.82	0.25	0.19
0.098	-0.23	0.52	1.05	-0.9	0.2	0.4
0.101	-0.28	0.54	0.97	-0.9	0.2	0.4
0.106	-0.28	0.54	0.97	-1.02	-0.04	0.71
0.11	-0.3	0.55	0.95	-1.02	-0.04	0.71
0.116	-0.3	0.55	0.95	-1.11	-0.4	1.05
0.122	-0.3	0.59	1.08	-1.11	-0.4	1.05
0.126	-0.3	0.59	1.08	-1.2	-0.48	1.38
0.129	-0.17	0.63	1.11	-1.2	-0.48	1.38
0.136	-0.17	0.63	1.11	-1.38	-0.57	1.61
0.14	0.05	0.76	1.32	-1.38	-0.57	1.61
0.146	0.05	0.76	1.32	-1.34	-0.68	1.51
0.149	0.2	0.8	1.61	-1.34	-0.68	1.51
0.156	0.2	0.8	1.61	-1.09	-0.53	1.24
0.16	0.29	0.8	1.68	-1.09	-0.53	1.24
0.165	0.29	0.8	1.68	-0.81	-0.38	0.94
0.169	0.24	0.77	1.79	-0.81	-0.38	0.94
0.176	0.24	0.77	1.79	-0.5	-0.1	0.75
0.18	0.07	0.69	1.86	-0.5	-0.1	0.75
0.196	0.07	0.69	1.86	-0.21	0.33	0.82
0.196	-0.09	0.64	1.69	-0.21	0.33	0.82
0.197	-0.09	0.64	1.69	0.11	0.7	1.11
0.199	-0.17	0.66	1.54	0.11	0.7	1.11
0.206	-0.17	0.66	1.54	0.44	0.82	1.43
0.209	-0.14	0.66	1.36	0.44	0.82	1.43
0.216	-0.14	0.66	1.36	0.72	0.82	1.68
0.224	-0.07	0.72	1.23	0.72	0.82	1.68
0.226	-0.07	0.72	1.23	0.84	0.72	1.86
0.229	0.03	0.76	1.14	0.84	0.72	1.86
0.238	0.03	0.76	1.14	0.89	0.51	2.01
0.24	0.08	0.74	1.19	0.89	0.51	2.01
0.245	0.08	0.74	1.19	0.95	0.25	2.05
0.251	0.07	0.64	1.02	0.95	0.25	2.05
0.256	0.07	0.64	1.02	0.99	0.32	2.01
0.26	0.09	0.74	0.93	0.99	0.32	2.01
0.265	0.09	0.74	0.93	0.9	0.23	2.13
0.271	0.13	0.86	0.97	0.9	0.23	2.13
0.276	0.13	0.86	0.97	0.88	-0.14	2.17
0.28	0.15	0.89	0.99	0.88	-0.14	2.17
0.286	0.15	0.89	0.99	0.99	-0.48	2.01
0.29	0.21	0.93	1.03	0.99	-0.48	2.01
0.296	0.21	0.93	1.03	1.14	-0.81	1.81
0.312	0.26	0.95	1.12	1.14	-0.81	1.81
0.313	0.26	0.95	1.12	1.34	-1.06	1.56
0.314	0.18	0.89	1.08	1.34	-1.06	1.56
0.316	0.18	0.89	1.08	1.54	-0.96	1.2
0.32	0.07	0.81	0.91	1.54	-0.96	1.2
0.326	0.07	0.81	0.91	1.63	-0.58	0.93
0.33	-0.02	0.74	0.75	1.63	-0.58	0.93
0.338	-0.02	0.74	0.75	1.59	-0.17	0.85
0.339	-0.07	0.7	0.61	1.59	-0.17	0.85
0.345	-0.07	0.7	0.61	1.5	0.09	0.91
0.351	-0.1	0.69	0.53	1.5	0.09	0.91
0.356	-0.1	0.69	0.53	1.42	0.19	1.0
0.359	-0.12	0.68	0.47	1.42	0.19	1.0
0.365	-0.12	0.68	0.47	1.35	0.2	1.07
0.369	-0.12	0.67	0.44	1.35	0.2	1.07
0.376	-0.12	0.67	0.44	1.25	0.21	1.1
0.379	-0.1	0.65	0.42	1.25	0.21	1.1
0.396	-0.1	0.65	0.42	1.08	0.28	1.13
0.397	-0.07	0.64	0.37	1.08	0.28	1.13
0.397	-0.07	0.64	0.37	0.86	0.41	1.2
0.4	-0.03	0.64	0.32	0.86	0.41	1.2
0.408	-0.03	0.64	0.32	0.65	0.49	1.27
0.41	0.0	0.63	0.27	0.65	0.49	1.27
0.418	0.0	0.63	0.27	0.52	0.46	1.29
0.419	0.01	0.57	0.19	0.52	0.46	1.29
0.426	0.01	0.57	0.19	0.42	0.32	1.28
0.429	-0.04	0.49	0.14	0.42	0.32	1.28
0.436	-0.04	0.49	0.14	0.31	0.11	1.31
0.44	-0.1	0.44	0.15	0.31	0.11	1.31
0.446	-0.1	0.44	0.15	-0.11	-0.09	1.7
0.45	-0.15	0.4	0.22	-0.11	-0.09	1.7
0.456	-0.15	0.4	0.22	-0.46	0.2	1.96
0.459	-0.14	0.38	0.2	-0.46	0.2	1.96
0.466	-0.14	0.38	0.2	-0.91	0.53	2.18
0.47	-0.08	0.38	0.15	-0.91	0.53	2.18
0.476	-0.08	0.38	0.15	-1.4	0.69	2.28
0.48	0.0	0.41	0.18	-1.4	0.69	2.28
0.485	0.0	0.41	0.18	-1.8	0.76	2.23
0.489	0.05	0.41	0.25	-1.8	0.76	2.23
0.496	0.05	0.41	0.25	-2.09	0.78	2.12
0.51	0.08	0.37	0.29	-2.09	0.78	2.12
0.511	0.08	0.37	0.29	-2.27	0.7	2.03
0.512	0.11	0.31	0.31	-2.27	0.7	2.03
0.516	0.11	0.31	0.31	-2.31	0.45	1.98
0.531	0.13	0.27	0.32	-2.31	0.45	1.98
0.532	0.13	0.27	0.32	-2.22	0.03	2.0
0.532	0.14	0.25	0.28	-2.22	0.03	2.0
0.543	0.14	0.25	0.28	-2.0	-0.72	2.06
0.544	0.19	0.23	0.36	-2.0	-0.72	2.06
0.545	0.19	0.23	0.36	-1.61	-1.55	2.15
0.555	0.26	0.22	0.41	-1.61	-1.55	2.15
0.556	0.26	0.22	0.41	-1.16	-2.4	2.22
0.56	0.33	0.25	0.55	-1.16	-2.4	2.22
0.567	0.33	0.25	0.55	-0.65	-3.07	2.16
0.569	0.35	0.33	0.73	-0.65	-3.07	2.16
0.576	0.35	0.33	0.73	-0.17	-3.44	1.94
0.579	0.34	0.36	0.83	-0.17	-3.44	1.94
0.586	0.34	0.36	0.83	0.14	-3.53	1.61
0.59	0.36	0.29	0.93	0.14	-3.53	1.61
0.596	0.36	0.29	0.93	0.21	-3.18	1.22
0.601	0.43	0.17	0.94	0.21	-3.18	1.22
0.606	0.43	0.17	0.94	-0.02	-2.4	0.78
0.609	0.43	0.05	0.77	-0.02	-2.4	0.78
0.616	0.43	0.05	0.77	-0.54	-1.55	0.41
0.631	0.32	-0.04	0.6	-0.54	-1.55	0.41
0.632	0.32	-0.04	0.6	-1.19	-0.83	0.28
0.633	0.2	-0.06	0.45	-1.19	-0.83	0.28
0.636	0.2	-0.06	0.45	-1.79	-0.52	0.36
0.64	0.07	0.0	0.47	-1.79	-0.52	0.36
0.646	0.07	0.0	0.47	-2.16	-0.55	0.48
0.653	0.05	0.02	0.5	-2.16	-0.55	0.48
0.656	0.05	0.02	0.5	-2.26	-1.01	0.55
0.66	0.07	-0.02	0.64	-2.26	-1.01	0.55
0.668	0.07	-0.02	0.64	-2.09	-1.6	0.61
0.671	0.09	-0.08	0.82	-2.09	-1.6	0.61
0.676	0.09	-0.08	0.82	-1.73	-2.04	0.74
0.68	0.13	-0.12	0.95	-1.73	-2.04	0.74
0.686	0.13	-0.12	0.95	-1.38	-2.2	0.89
0.69	0.21	-0.12	1.02	-1.38	-2.2	0.89
0.696	0.21	-0.12	1.02	-1.23	-2.07	0.95
0.717	0.28	-0.04	1.05	-1.23	-2.07	0.95
0.72	0.28	-0.04	1.05	-1.32	-1.68	0.86
0.722	0.28	0.01	1.05	-1.32	-1.68	0.86
0.722	0.28	0.01	1.05	-1.56	-1.21	0.75
0.724	0.22	-0.01	1.12	-1.56	-1.21	0.75
0.726	0.22	-0.01	1.12	-1.74	-0.72	0.72
0.73	0.18	-0.11	1.27	-1.74	-0.72	0.72
0.739	0.18	-0.11	1.27	-1.77	-0.06	0.82
0.741	0.17	-0.21	1.27	-1.77	-0.06	0.82
0.746	0.17	-0.21	1.27	-1.77	0.58	0.98
0.753	0.23	-0.33	1.54	-1.77	0.58	0.98
0.756	0.23	-0.33	1.54	-2.27	2.16	1.26
0.76	0.38	-0.2	1.71	-2.27	2.16	1.26
0.767	0.38	-0.2	1.71	-2.52	3.13	1.2
0.77	0.38	-0.03	0.99	-2.52	3.13	1.2
0.776	0.38	-0.03	0.99	-1.86	1.93	0.94
0.78	0.28	0.02	1.21	-1.86	1.93	0.94
0.786	0.28	0.02	1.21	-1.19	1.21	0.98
0.79	0.23	0.08	1.43	-1.19	1.21	0.98
0.796	0.23	0.08	1.43	-0.83	1.17	1.14
0.815	0.3	0.1	1.17	-0.83	1.17	1.14
0.818	0.3	0.1	1.17	-0.49	0.74	1.12
0.819	0.3	0.1	1.17	-0.22	0.32	1.02
0.821	0.39	0.02	1.03	-0.22	0.32	1.02
0.826	0.39	0.02	1.03	-0.14	0.16	0.93
0.83	0.39	-0.03	0.9	-0.14	0.16	0.93
0.837	0.39	-0.03	0.9	-0.15	0.08	0.87
0.84	0.35	-0.06	0.66	-0.15	0.08	0.87
0.846	0.35	-0.06	0.66	-0.24	0.08	0.89
0.851	0.31	-0.06	0.71	-0.24	0.08	0.89
0.856	0.31	-0.06	0.71	-0.37	-0.08	0.98
0.86	0.37	-0.06	0.72	-0.37	-0.08	0.98
0.867	0.37	-0.06	0.72	-0.59	-0.07	1.06
0.87	0.42	-0.04	0.75	-0.59	-0.07	1.06
0.876	0.42	-0.04	0.75	-0.81	-0.06	1.04
0.88	0.42	0.0	0.91	-0.81	-0.06	1.04
0.886	0.42	0.0	0.91	-0.95	-0.09	0.9
0.89	0.38	-0.01	1.07	-0.95	-0.09	0.9
0.896	0.38	-0.01	1.07	-1.02	0.05	0.74
0.917	0.49	0.05	1.67	-1.02	0.05	0.74
0.92	0.49	0.05	1.67	-0.74	0.7	0.59
0.921	0.19	0.03	1.02	-0.74	0.7	0.59
0.922	0.19	0.03	1.02	-0.01	0.83	0.43
0.923	0.07	0.02	0.99	-0.01	0.83	0.43
0.926	0.07	0.02	0.99	0.42	0.21	0.45
0.93	0.12	-0.08	1.0	0.42	0.21	0.45
0.941	0.12	-0.08	1.0	0.86	0.44	0.47
0.943	0.35	-0.02	0.95	0.86	0.44	0.47
0.946	0.35	-0.02	0.95	1.26	0.41	0.59
0.956	0.41	-0.11	0.93	1.26	0.41	0.59
0.957	0.41	-0.11	0.93	1.59	0.11	0.62
0.96	0.4	-0.38	1.17	1.59	0.11	0.62
0.968	0.4	-0.38	1.17	1.35	0.45	0.86
0.97	0.44	-0.17	0.94	1.35	0.45	0.86
0.976	0.44	-0.17	0.94	-0.13	1.99	1.39
0.98	0.49	-0.11	0.82	-0.13	1.99	1.39
0.986	0.49	-0.11	0.82	-0.47	2.52	1.42
0.99	0.4	-0.07	0.92	-0.47	2.52	1.42
0.996	0.4	-0.07	0.92	-0.02	1.96	1.16
1.003	0.25	-0.05	0.99	-0.02	1.96	1.16
1.023	0.25	-0.05	0.99	0.31	1.44	0.99
1.026	0.25	0.06	1.05	0.31	1.44	0.99
1.027	0.25	0.06	1.05	-0.01	1.56	0.98
1.029	0.31	0.17	0.96	-0.01	1.56	0.98
1.031	0.31	0.17	0.96	-0.3	1.81	0.92
1.033	0.25	0.22	0.93	-0.3	1.81	0.92
1.042	0.25	0.22	0.93	-0.21	1.52	0.74
1.044	0.21	0.08	0.87	-0.21	1.52	0.74
1.046	0.21	0.08	0.87	0.19	1.22	0.44
1.05	0.29	0.02	0.87	0.19	1.22	0.44
1.057	0.29	0.02	0.87	0.78	1.14	0.28
1.06	0.38	-0.01	0.94	0.78	1.14	0.28
1.07	0.38	-0.01	0.94	1.43	0.4	0.38
1.071	0.26	0.06	1.3	1.43	0.4	0.38
1.076	0.26	0.06	1.3	1.23	-0.94	0.73
1.08	0.15	0.08	0.86	1.23	-0.94	0.73
1.086	0.15	0.08	0.86	0.18	-1.18	0.96
1.089	0.17	0.13	0.98	0.18	-1.18	0.96
1.096	0.17	0.13	0.98	0.86	-0.45	1.16
1.114	0.23	0.14	1.03	0.86	-0.45	1.16
1.116	0.23	0.14	1.03	0.58	-0.31	1.2
1.117	0.22	0.13	1.02	0.58	-0.31	1.2
1.119	0.22	0.13	1.02	0.17	0.07	1.14
1.125	0.29	0.14	0.94	0.17	0.07	1.14
1.126	0.29	0.14	0.94	0.22	0.21	0.93
1.136	0.29	0.14	0.94	0.28	-0.11	0.77
1.14	0.3	0.06	0.96	0.28	-0.11	0.77
1.145	0.3	0.06	0.96	0.45	-0.31	0.62
1.15	0.13	0.09	1.08	0.45	-0.31	0.62
1.156	0.13	0.09	1.08	0.83	0.63	0.37
1.16	0.14	0.11	1.17	0.83	0.63	0.37
1.167	0.14	0.11	1.17	1.02	2.27	0.18
1.17	0.23	0.18	0.77	1.02	2.27	0.18
1.176	0.23	0.18	0.77	0.02	3.09	0.14
1.18	0.15	0.19	0.81	0.02	3.09	0.14
1.187	0.15	0.19	0.81	-0.54	3.1	0.16
1.19	0.21	0.01	1.08	-0.54	3.1	0.16
1.196	0.21	0.01	1.08	-0.31	2.97	0.33
1.201	0.08	0.08	0.84	-0.31	2.97	0.33
1.206	0.08	0.08	0.84	-0.84	2.2	0.35
1.21	0.14	0.04	1.24	-0.84	2.2	0.35
1.24	0.14	0.04	1.24	-1.09	1.88	0.12
1.242	0.09	0.01	1.04	-1.09	1.88	0.12
1.243	0.09	0.01	1.04	-0.7	1.45	-0.04
1.244	0.06	0.0	0.99	-0.7	1.45	-0.04
1.246	0.06	0.0	0.99	-0.19	0.34	-0.01
1.247	0.05	-0.04	0.9	-0.19	0.34	-0.01
1.248	0.05	-0.04	0.9	0.4	-0.75	0.08
1.25	0.06	-0.01	0.96	0.4	-0.75	0.08
1.266	0.06	-0.01	0.96	0.93	-1.66	0.15
1.271	0.11	0.02	1.21	0.93	-1.66	0.15
1.272	0.11	0.02	1.21	1.13	-1.87	0.17
1.273	0.14	0.02	1.07	1.13	-1.87	0.17
1.276	0.14	0.02	1.07	0.91	-1.41	0.08
1.28	0.17	0.03	1.1	0.91	-1.41	0.08
1.286	0.17	0.03	1.1	0.19	-0.34	0.01
1.29	0.28	0.1	0.9	0.19	-0.34	0.01
1.296	0.28	0.1	0.9	-0.22	0.51	-0.08
1.306	0.11	0.04	0.69	-0.22	0.51	-0.08
1.307	0.11	0.04	0.69	-0.53	0.74	-0.16
1.312	0.14	0.02	1.08	-0.53	0.74	-0.16
1.322	0.14	0.02	1.08	-0.51	1.19	-0.33
1.323	0.18	0.01	1.03	-0.51	1.19	-0.33
1.326	0.18	0.01	1.03	-0.21	1.92	-0.29
1.329	0.02	0.05	0.95	-0.21	1.92	-0.29
1.336	0.02	0.05	0.95	-0.46	1.06	0.22
1.34	0.11	-0.01	1.04	-0.46	1.06	0.22
1.346	0.11	-0.01	1.04	-0.46	0.56	0.4
1.35	0.11	0.0	0.94	-0.46	0.56	0.4
1.356	0.11	0.0	0.94	-0.11	0.42	0.33
1.36	0.08	0.0	1.02	-0.11	0.42	0.33
1.365	0.08	0.0	1.02	0.13	-0.27	0.08
1.369	0.07	0.01	0.95	0.13	-0.27	0.08
1.375	0.07	0.01	0.95	0.33	-0.71	-0.13
1.379	0.09	0.0	1.02	0.33	-0.71	-0.13
1.386	0.09	0.0	1.02	0.49	-0.85	-0.11
1.389	0.12	0.02	1.03	0.49	-0.85	-0.11
1.396	0.12	0.02	1.03	0.53	-0.9	0.01
1.405	0.12	0.03	0.95	0.53	-0.9	0.01
1.406	0.12	0.03	0.95	0.48	-0.76	0.06
1.412	0.11	0.02	0.97	0.48	-0.76	0.06
1.421	0.11	0.02	0.97	0.31	-0.46	0.05
1.422	0.16	0.05	0.82	0.31	-0.46	0.05
1.425	0.16	0.05	0.82	-0.12	-0.03	0.07
1.429	0.14	0.05	1.02	-0.12	-0.03	0.07
1.435	0.14	0.05	1.02	-0.23	0.14	0.23
1.439	0.09	0.01	0.99	-0.23	0.14	0.23
1.446	0.09	0.01	0.99	-0.17	0.2	0.45
1.449	0.1	0.02	0.99	-0.17	0.2	0.45
1.456	0.1	0.02	0.99	-0.03	0.04	0.68
1.459	0.08	0.04	1.01	-0.03	0.04	0.68
1.466	0.08	0.04	1.01	0.17	-0.54	0.88
1.469	0.02	0.04	1.01	0.17	-0.54	0.88
1.475	0.02	0.04	1.01	0.49	-1.06	1.06
1.479	-0.03	0.05	1.1	0.49	-1.06	1.06
1.485	-0.03	0.05	1.1	0.61	-0.79	1.24
1.49	-0.12	0.09	1.45	0.61	-0.79	1.24
1.496	-0.12	0.09	1.45	0.1	-0.14	1.32
1.504	0.21	-0.02	0.81	0.1	-0.14	1.32
1.507	0.21	-0.02	0.81	0.3	0.25	1.35
1.509	0.26	-0.05	0.89	0.3	0.25	1.35
1.526	0.26	-0.05	0.89	0.18	0.75	1.42
1.527	0.22	-0.01	1.08	0.18	0.75	1.42
1.528	0.22	-0.01	1.08	0.18	1.03	1.49
1.529	0.12	0.06	0.99	0.18	1.03	1.49
1.538	0.12	0.06	0.99	0.17	0.93	1.52
1.54	0.09	0.11	0.99	0.17	0.93	1.52
1.546	0.09	0.11	0.99	0.16	0.77	1.53
1.551	0.13	0.1	1.01	0.16	0.77	1.53
1.556	0.13	0.1	1.01	0.14	0.98	1.54
1.56	0.08	0.11	0.97	0.14	0.98	1.54
1.566	0.08	0.11	0.97	0.12	1.3	1.59
1.57	0.12	0.11	1.06	0.12	1.3	1.59
1.576	0.12	0.11	1.06	0.1	1.39	1.6
1.579	0.18	0.2	1.01	0.1	1.39	1.6
1.586	0.18	0.2	1.01	0.11	1.21	1.5
1.589	0.19	0.16	1.01	0.11	1.21	1.5
1.596	0.19	0.16	1.01	0.09	1.17	1.27
1.603	0.07	0.04	1.02	0.09	1.17	1.27
1.608	0.07	0.04	1.02	0.06	1.19	1.07
1.61	-0.04	0.01	1.03	0.06	1.19	1.07
1.619	-0.04	0.01	1.03	0.04	1.35	0.99
1.62	-0.1	-0.08	1.06	0.04	1.35	0.99
1.626	-0.1	-0.08	1.06	0.01	1.74	1.0
1.629	-0.07	-0.08	1.04	0.01	1.74	1.0
1.636	-0.07	-0.08	1.04	-0.01	1.94	1.05
1.639	-0.02	-0.06	1.03	-0.01	1.94	1.05
1.645	-0.02	-0.06	1.03	-0.01	1.82	1.0
1.649	-0.01	-0.04	0.96	-0.01	1.82	1.0
1.656	-0.01	-0.04	0.96	-0.01	1.38	0.83
1.659	-0.01	-0.03	0.92	-0.01	1.38	0.83
1.665	-0.01	-0.03	0.92	0.0	0.51	0.63
1.669	-0.03	-0.03	1.01	0.0	0.51	0.63
1.676	-0.03	-0.03	1.01	0.0	-0.13	0.47
1.679	0.01	0.0	1.04	0.0	-0.13	0.47
1.685	0.01	0.0	1.04	-0.01	-0.09	0.37
1.689	0.01	-0.02	0.99	-0.01	-0.09	0.37
1.695	0.01	-0.02	0.99	0.0	0.11	0.29
1.702	-0.01	-0.05	1.01	0.0	0.11	0.29
1.708	-0.01	-0.05	1.01	-0.01	0.22	0.21
1.713	0.02	-0.09	1.0	-0.01	0.22	0.21
1.716	0.02	-0.09	1.0	-0.01	0.25	0.05
1.726	0.02	-0.09	1.0	0.0	0.15	0.05
1.729	-0.04	0.04	1.03	0.0	0.15	0.05
1.735	-0.04	0.04	1.03	0.0	0.14	0.03
1.739	-0.03	0.03	0.96	0.0	0.14	0.03
1.745	-0.03	0.03	0.96	0.0	0.16	0.03
1.75	-0.04	0.04	0.97	0.0	0.16	0.03
1.756	-0.04	0.04	0.97	-0.01	0.05	0.03
1.759	-0.04	0.04	1.02	-0.01	0.05	0.03
1.766	-0.04	0.04	1.02	0.0	0.15	0.03
1.77	-0.02	0.03	0.99	0.0	0.15	0.03
1.776	-0.02	0.03	0.99	0.0	0.15	0.03
1.779	-0.05	0.04	0.96	0.0	0.15	0.03
1.786	-0.05	0.04	0.96	0.0	0.13	0.03
1.789	-0.04	0.03	0.99	0.0	0.13	0.03
1.795	-0.04	0.03	0.99	0.0	-0.02	0.02
1.804	-0.03	0.04	0.93	0.0	-0.02	0.02
1.808	-0.03	0.04	0.93	-0.02	-0.17	-0.03
1.81	0.03	0.09	1.01	-0.02	-0.17	-0.03
1.819	0.03	0.09	1.01	-0.01	-0.18	-0.41
1.82	0.14	0.15	1.03	-0.01	-0.18	-0.41
1.826	0.14	0.15	1.03	0.0	-0.03	-1.06
1.829	0.12	0.12	1.04	0.0	-0.03	-1.06
1.836	0.12	0.12	1.04	0.0	0.24	-1.59
1.84	0.04	0.09	1.04	0.0	0.24	-1.59
1.845	0.04	0.09	1.04	0.03	0.39	-1.77
1.849	-0.08	0.02	1.07	0.03	0.39	-1.77
1.856	-0.08	0.02	1.07	0.07	0.28	-1.52
1.859	-0.21	-0.05	0.86	0.07	0.28	-1.52
1.866	-0.21	-0.05	0.86	0.01	0.07	-0.96
1.869	-0.2	-0.14	1.02	0.01	0.07	-0.96
1.876	-0.2	-0.14	1.02	0.0	0.02	-0.31
1.881	0.02	-0.08	1.04	0.0	0.02	-0.31
1.886	0.02	-0.08	1.04	0.0	0.02	0.02
1.889	0.06	0.05	1.05	0.0	0.02	0.02
1.895	0.06	0.05	1.05	0.0	0.01	0.04
1.918	-0.01	0.09	1.04	0.0	0.01	0.04
1.92	-0.01	0.09	1.04	0.01	0.01	0.04
1.921	-0.06	0.0	0.96	0.01	0.01	0.04
1.922	-0.06	0.0	0.96	0.0	0.0	0.05
1.923	-0.01	0.02	0.99	0.0	0.0	0.05
1.926	-0.01	0.02	0.99	0.0	-0.04	0.04
1.941	0.05	0.06	1.0	0.0	-0.04	0.04
1.942	0.05	0.06	1.0	-0.01	-0.07	0.03
1.943	0.05	0.0	1.07	-0.01	-0.07	0.03
1.947	0.05	0.0	1.07	-0.01	-0.04	0.04
1.955	0.08	0.08	1.04	-0.01	-0.04	0.04
1.956	0.08	0.08	1.04	-0.01	-0.05	0.05
1.96	0.02	0.04	1.0	-0.01	-0.05	0.05
1.967	0.02	0.04	1.0	-0.01	-0.02	0.05
1.97	0.06	0.0	1.06	-0.01	-0.02	0.05
1.976	0.06	0.0	1.06	0.01	0.04	0.04
1.98	0.11	0.08	1.03	0.01	0.04	0.04
1.986	0.11	0.08	1.03	0.01	0.03	0.03
1.99	0.05	0.03	0.98	0.01	0.03	0.03
1.997	0.05	0.03	0.98	0.0	0.0	0.03
2.001	0.04	0.03	1.01	0.0	0.0	0.03
2.006	0.04	0.03	1.01	-0.01	-0.04	0.03
2.011	0.06	0.06	0.98	-0.01	-0.04	0.03
2.034	0.06	0.06	0.98	-0.01	-0.04	0.03
2.037	0.05	0.02	1.03	-0.01	-0.04	0.03
2.038	0.05	0.02	1.03	-0.01	-0.04	0.03
2.039	0.12	0.07	1.0	-0.01	-0.04	0.03
2.041	0.12	0.07	1.0	-0.01	-0.04	0.03
2.042	0.1	0.05	1.04	-0.01	-0.04	0.03
2.046	0.1	0.05	1.04	0.0	0.01	0.03
2.054	0.04	-0.01	0.96	0.0	0.01	0.03
2.057	0.04	-0.01	0.96	0.0	-0.04	0.03
2.06	0.12	0.05	1.01	0.0	-0.04	0.03
2.067	0.12	0.05	1.01	0.0	-0.04	0.03
2.07	0.14	0.02	1.01	0.0	-0.04	0.03
2.076	0.14	0.02	1.01	0.0	-0.02	0.03
2.081	0.14	0.04	1.0	0.0	-0.02	0.03
2.085	0.14	0.04	1.0	0.0	-0.03	0.03
2.089	0.12	0.09	1.0	0.0	-0.03	0.03
2.097	0.12	0.09	1.0	0.0	-0.01	0.03
2.1	0.06	0.01	0.99	0.0	-0.01	0.03
2.105	0.06	0.01	0.99	0.0	-0.01	0.03
2.11	0.07	0.02	0.98	0.0	-0.01	0.03
2.126	0.07	0.02	0.98	-0.01	-0.06	0.03
2.128	0.19	0.09	1.08	-0.01	-0.06	0.03
2.129	0.19	0.09	1.08	0.0	-0.03	0.03
2.152	0.14	0.02	1.02	0.0	-0.03	0.03
2.154	0.14	0.02	1.02	0.0	-0.01	0.03
2.154	0.14	0.02	1.02	0.0	-0.04	0.03
2.156	0.13	0.0	0.95	0.0	-0.04	0.03
2.157	0.13	0.0	0.95	0.0	-0.03	0.03
2.16	0.13	0.04	1.0	0.0	-0.03	0.03
2.166	0.13	0.04	1.0	0.0	-0.02	0.03
2.17	0.16	0.1	0.99	0.0	-0.02	0.03
2.176	0.16	0.1	0.99	0.0	-0.03	0.03
2.182	0.14	0.03	0.99	0.0	-0.03	0.03
2.186	0.14	0.03	0.99	0.0	-0.02	0.03
2.19	0.13	0.02	1.01	0.0	-0.02	0.03
2.199	0.13	0.02	1.01	0.0	-0.01	0.04
2.201	0.18	0.08	1.02	0.0	-0.01	0.04
2.206	0.18	0.08	1.02	0.0	-0.03	0.04
2.21	0.15	0.02	1.06	0.0	-0.03	0.04
2.229	0.15	0.02	1.06	0.0	-0.02	0.03
2.231	0.07	0.0	0.98	0.0	-0.02	0.03
2.232	0.07	0.0	0.98	0.0	0.0	0.04
2.233	0.16	0.08	0.98	0.0	0.0	0.04
2.236	0.16	0.08	0.98	0.0	-0.02	0.04
2.24	0.18	0.07	1.07	0.0	-0.02	0.04
2.246	0.18	0.07	1.07	0.0	-0.05	0.04
2.253	0.1	0.01	0.9	0.0	-0.05	0.04
2.256	0.1	0.01	0.9	0.0	0.01	0.03
2.26	0.14	0.06	1.03	0.0	0.01	0.03
2.267	0.14	0.06	1.03	-0.01	-0.01	0.04
2.27	0.18	0.07	0.96	-0.01	-0.01	0.04
2.276	0.18	0.07	0.96	0.0	-0.04	0.04
2.284	0.1	0.0	1.0	0.0	-0.04	0.04
2.286	0.1	0.0	1.0	0.0	0.01	0.04
2.29	0.12	0.03	0.97	0.0	0.01	0.04
2.299	0.12	0.03	0.97	0.0	0.01	0.04
2.302	0.17	0.05	1.04	0.0	0.01	0.04
2.305	0.17	0.05	1.04	0.0	-0.03	0.04
2.31	0.07	0.03	0.98	0.0	-0.03	0.04
2.33	0.07	0.03	0.98	0.01	0.01	0.04
2.332	0.1	0.02	0.99	0.01	0.01	0.04
2.333	0.1	0.02	0.99	0.01	0.01	0.04
2.333	0.14	0.02	1.01	0.01	0.01	0.04
2.336	0.14	0.02	1.01	0.0	-0.03	0.04
2.34	0.12	0.05	1.0	0.0	-0.03	0.04
2.353	0.12	0.05	1.0	0.01	0.0	0.04
2.355	0.04	0.01	0.94	0.01	0.0	0.04
2.356	0.04	0.01	0.94	0.01	0.03	0.04
2.36	0.09	0.01	1.01	0.01	0.03	0.04
2.366	0.09	0.01	1.01	0.0	-0.01	0.04
2.369	0.17	0.05	1.01	0.0	-0.01	0.04
2.376	0.17	0.05	1.01	0.0	-0.02	0.04
2.381	0.07	0.02	0.98	0.0	-0.02	0.04
