time_s,gforce_x,gforce_y,gforce_z,ang_vel_x,ang_vel_y,ang_vel_z
0.004,0.2,-0.07,0.94,-0.04,0.01,0.01
0.004,0.28,-0.07,1.05,-0.04,0.01,0.01
0.005,0.28,-0.07,1.05,0.04,-0.02,0.0
0.005,0.31,-0.02,0.94,0.04,-0.02,0.0
0.006,0.31,-0.02,0.94,0.01,0.01,-0.01
0.013,0.21,-0.05,0.9,0.01,0.01,-0.01
0.016,0.21,-0.05,0.9,0.01,0.0,0.01
0.024,0.3,-0.06,1.02,0.01,0.0,0.01
0.025,0.3,-0.06,1.02,0.02,-0.01,0.0
0.029,0.28,-0.05,0.98,0.02,-0.01,0.0
0.035,0.28,-0.05,0.98,0.01,0.02,-0.01
0.039,0.23,-0.04,0.89,0.01,0.02,-0.01
0.045,0.23,-0.04,0.89,-0.03,-0.01,0.01
0.049,0.3,-0.05,1.0,-0.03,-0.01,0.01
0.055,0.3,-0.05,1.0,0.01,-0.01,-0.01
0.058,0.27,-0.06,0.99,0.01,-0.01,-0.01
0.066,0.27,-0.06,0.99,0.01,0.01,0.0
0.069,0.24,-0.03,0.9,0.01,0.01,0.0
0.075,0.24,-0.03,0.9,-0.02,-0.01,0.01
0.078,0.3,-0.05,1.0,-0.02,-0.01,0.01
0.085,0.3,-0.05,1.0,0.0,0.0,-0.01
0.088,0.26,-0.06,0.99,0.0,0.0,-0.01
0.095,0.26,-0.06,0.99,0.01,0.01,0.0
0.106,0.25,-0.04,0.92,0.01,0.01,0.0
0.107,0.25,-0.04,0.92,-0.01,-0.01,0.0
0.109,0.29,-0.05,0.99,-0.01,-0.01,0.0
0.115,0.29,-0.05,0.99,0.0,0.01,-0.01
0.119,0.26,-0.06,0.98,0.0,0.01,-0.01
0.125,0.26,-0.06,0.98,0.01,0.0,0.0
0.129,0.26,-0.04,0.93,0.01,0.0,0.0
0.135,0.26,-0.04,0.93,-0.01,-0.01,0.0
0.139,0.29,-0.05,0.98,-0.01,-0.01,0.0
0.145,0.29,-0.05,0.98,0.0,0.01,0.0
0.149,0.25,-0.05,0.97,0.0,0.01,0.0
0.155,0.25,-0.05,0.97,0.01,0.0,0.0
0.159,0.27,-0.04,0.94,0.01,0.0,0.0
0.165,0.27,-0.04,0.94,-0.01,0.0,0.0
0.169,0.28,-0.05,0.98,-0.01,0.0,0.0
0.175,0.28,-0.05,0.98,0.0,0.01,0.0
0.178,0.25,-0.05,0.97,0.0,0.01,0.0
0.185,0.25,-0.05,0.97,0.0,-0.01,0.0
0.189,0.28,-0.04,0.95,0.0,-0.01,0.0
0.195,0.28,-0.04,0.95,0.0,0.0,0.0
0.207,0.27,-0.05,0.97,0.0,0.0,0.0
0.208,0.27,-0.05,0.97,0.0,0.0,0.0
0.208,0.26,-0.05,0.96,0.0,0.0,0.0
0.215,0.26,-0.05,0.96,0.0,-0.01,0.0
0.218,0.28,-0.04,0.96,0.0,-0.01,0.0
0.225,0.28,-0.04,0.96,0.0,0.0,0.0
0.229,0.27,-0.05,0.97,0.0,0.0,0.0
0.235,0.27,-0.05,0.97,0.0,0.0,0.0
0.239,0.26,-0.05,0.96,0.0,0.0,0.0
0.245,0.26,-0.05,0.96,0.0,-0.01,0.0
0.249,0.26,-0.05,0.97,0.0,-0.01,0.0
0.255,0.26,-0.05,0.97,0.0,0.0,0.0
0.258,0.27,-0.05,0.96,0.0,0.0,0.0
0.266,0.27,-0.05,0.96,0.0,0.0,0.0
0.268,0.28,-0.04,0.96,0.0,0.0,0.0
0.275,0.28,-0.04,0.96,0.0,0.0,0.0
0.278,0.26,-0.05,0.96,0.0,0.0,0.0
0.285,0.26,-0.05,0.96,0.0,0.0,0.0
0.289,0.27,-0.05,0.96,0.0,0.0,0.0
0.295,0.27,-0.05,0.96,0.0,0.0,0.0
0.307,0.27,-0.04,0.96,0.0,0.0,0.0
0.308,0.27,-0.04,0.96,0.0,0.0,0.0
0.308,0.26,-0.05,0.96,0.0,0.0,0.0
0.315,0.26,-0.05,0.96,0.0,0.0,0.0
0.319,0.27,-0.05,0.97,0.0,0.0,0.0
0.325,0.27,-0.05,0.97,0.0,0.0,0.0
0.328,0.27,-0.05,0.96,0.0,0.0,0.0
0.335,0.27,-0.05,0.96,0.0,0.0,0.0
0.339,0.26,-0.05,0.96,0.0,0.0,0.0
0.345,0.26,-0.05,0.96,0.0,0.0,0.0
0.349,0.28,-0.05,0.97,0.0,0.0,0.0
0.355,0.28,-0.05,0.97,0.0,0.0,0.0
0.358,0.27,-0.05,0.96,0.0,0.0,0.0
0.366,0.27,-0.05,0.96,0.0,0.0,0.0
0.369,0.27,-0.05,0.96,0.0,0.0,0.0
0.375,0.27,-0.05,0.96,0.0,0.0,0.0
0.378,0.27,-0.05,0.96,0.0,0.0,0.0
0.385,0.27,-0.05,0.96,0.0,0.0,0.0
0.389,0.27,-0.05,0.96,0.0,0.0,0.0
0.395,0.27,-0.05,0.96,0.0,0.0,0.0
0.402,0.27,-0.05,0.96,0.0,0.0,0.0
0.405,0.27,-0.05,0.96,0.0,0.0,0.0
0.409,0.27,-0.05,0.96,0.0,0.0,0.0
0.416,0.27,-0.05,0.96,0.0,0.0,0.0
0.419,0.27,-0.05,0.96,0.0,0.0,0.0
0.425,0.27,-0.05,0.96,0.0,0.0,0.0
0.428,0.27,-0.05,0.96,0.0,0.0,0.0
0.435,0.27,-0.05,0.96,0.0,0.0,0.0
0.439,0.27,-0.05,0.96,0.0,0.0,0.0
0.445,0.27,-0.05,0.96,0.0,0.0,0.0
0.45,0.27,-0.05,0.96,0.0,0.0,0.0
0.455,0.27,-0.05,0.96,0.0,0.0,0.0
0.459,0.27,-0.05,0.96,0.0,0.0,0.0
0.465,0.27,-0.05,0.96,0.0,0.0,0.0
0.468,0.27,-0.05,0.96,0.0,0.0,0.0
0.475,0.27,-0.05,0.96,0.0,0.0,0.0
0.478,0.27,-0.05,0.96,0.0,0.0,0.0
0.485,0.27,-0.05,0.96,0.0,0.0,0.0
0.488,0.27,-0.05,0.97,0.0,0.0,0.0
0.495,0.27,-0.05,0.97,0.0,0.0,0.0
0.505,0.27,-0.05,0.96,0.0,0.0,0.0
0.506,0.27,-0.05,0.96,0.0,0.0,0.0
0.509,0.27,-0.05,0.96,0.0,0.0,0.0
0.524,0.27,-0.05,0.96,0.0,0.0,0.0
0.525,0.27,-0.05,0.96,0.0,0.0,0.0
0.525,0.27,-0.05,0.96,0.0,0.0,0.0
0.528,0.27,-0.05,0.96,0.0,0.0,0.0
0.538,0.27,-0.05,0.96,0.0,0.0,0.0
0.539,0.27,-0.05,0.96,0.0,0.0,0.0
0.545,0.27,-0.05,0.96,0.0,0.0,0.0
0.549,0.27,-0.05,0.97,0.0,0.0,0.0
0.555,0.27,-0.05,0.97,0.0,0.0,0.0
0.559,0.27,-0.05,0.96,0.0,0.0,0.0
0.565,0.27,-0.05,0.96,0.0,0.0,0.0
0.569,0.27,-0.05,0.96,0.0,0.0,0.0
0.575,0.27,-0.05,0.96,0.0,0.0,0.0
0.579,0.27,-0.05,0.96,0.0,0.0,0.0
0.585,0.27,-0.05,0.96,0.0,0.0,0.0
0.588,0.27,-0.05,0.96,0.0,0.0,0.0
0.595,0.27,-0.05,0.96,0.0,0.0,0.0
0.609,0.27,-0.05,0.96,0.0,0.0,0.0
0.611,0.27,-0.05,0.96,0.0,0.0,0.0
0.612,0.26,-0.03,1.0,0.0,0.0,0.0
0.625,0.26,-0.03,1.0,0.02,0.01,0.0
0.627,0.24,-0.05,0.88,0.02,0.01,0.0
0.628,0.24,-0.05,0.88,-0.03,0.0,0.01
0.629,0.29,-0.03,1.04,-0.03,0.0,0.01
0.637,0.29,-0.03,1.04,0.01,0.0,0.0
0.639,0.23,-0.08,0.97,0.01,0.0,0.0
0.645,0.23,-0.08,0.97,0.01,0.0,0.02
0.649,0.28,-0.01,0.9,0.01,0.0,0.02
0.655,0.28,-0.01,0.9,-0.03,-0.02,0.01
0.659,0.27,-0.06,1.06,-0.03,-0.02,0.01
0.665,0.27,-0.06,1.06,0.0,0.01,0.01
0.669,0.26,-0.06,0.96,0.0,0.01,0.01
0.675,0.26,-0.06,0.96,0.01,-0.02,0.01
0.679,0.31,-0.04,0.92,0.01,-0.02,0.01
0.685,0.31,-0.04,0.92,-0.01,0.0,0.0
0.689,0.28,-0.05,0.96,-0.01,0.0,0.0
0.695,0.28,-0.05,0.96,-0.01,0.0,0.0
0.71,0.28,-0.09,0.91,-0.01,0.0,0.0
0.712,0.28,-0.09,0.91,-0.01,0.0,0.0
0.713,0.3,-0.05,1.01,-0.01,0.0,0.0
0.715,0.3,-0.05,1.01,0.02,0.0,-0.01
0.727,0.27,-0.07,0.91,0.02,0.0,-0.01
0.73,0.27,-0.07,0.91,-0.01,0.01,0.0
0.731,0.28,-0.05,0.98,-0.01,0.01,0.0
0.738,0.28,-0.05,0.98,0.01,-0.01,-0.01
0.74,0.28,-0.06,0.99,0.01,-0.01,-0.01
0.745,0.28,-0.06,0.99,0.02,0.01,-0.01
0.749,0.26,-0.05,0.88,0.02,0.01,-0.01
0.755,0.26,-0.05,0.88,-0.02,0.0,0.01
0.759,0.31,-0.19,0.94,-0.02,0.0,0.01
0.765,0.31,-0.19,0.94,0.04,0.03,-0.01
0.769,0.18,0.1,1.06,0.04,0.03,-0.01
0.775,0.18,0.1,1.06,0.04,-0.05,0.01
0.778,0.33,0.1,0.92,0.04,-0.05,0.01
0.785,0.33,0.1,0.92,-0.06,0.04,-0.01
0.789,0.25,-0.14,0.96,-0.06,0.04,-0.01
0.795,0.25,-0.14,0.96,-0.02,0.02,-0.01
0.81,0.24,-0.02,1.01,-0.02,0.02,-0.01
0.812,0.24,-0.02,1.01,0.04,-0.05,-0.03
0.814,0.3,0.04,1.03,0.04,-0.05,-0.03
0.816,0.3,0.04,1.03,-0.01,0.05,-0.06
0.826,0.24,-0.12,0.82,-0.01,0.05,-0.06
0.829,0.24,-0.12,0.82,-0.03,0.01,-0.02
0.831,0.25,-0.05,1.06,-0.03,0.01,-0.02
0.836,0.25,-0.05,1.06,0.03,-0.05,-0.01
0.839,0.3,-0.07,1.02,0.03,-0.05,-0.01
0.845,0.3,-0.07,1.02,0.0,0.06,-0.02
0.85,0.22,-0.06,0.88,0.0,0.06,-0.02
0.855,0.22,-0.06,0.88,0.0,-0.03,0.03
0.858,0.28,-0.05,0.99,0.0,-0.03,0.03
0.865,0.28,-0.05,0.99,0.02,-0.03,0.02
0.869,0.31,-0.03,0.98,0.02,-0.03,0.02
0.875,0.31,-0.03,0.98,-0.03,0.06,0.02
0.878,0.22,-0.05,0.92,-0.03,0.06,0.02
0.885,0.22,-0.05,0.92,0.01,-0.05,0.03
0.889,0.27,-0.06,1.01,0.01,-0.05,0.03
0.895,0.27,-0.06,1.01,0.0,0.0,0.03
0.91,0.21,-0.08,0.94,0.0,0.0,0.03
0.911,0.21,-0.08,0.94,-0.02,0.03,0.0
0.913,0.29,-0.06,1.01,-0.02,0.03,0.0
0.93,0.29,-0.06,1.01,0.0,-0.04,0.0
0.932,0.35,0.0,0.94,0.0,-0.04,0.0
0.933,0.35,0.0,0.94,0.0,0.01,0.0
0.936,0.17,-0.11,0.92,0.0,0.01,0.0
0.937,0.17,-0.11,0.92,0.0,0.02,-0.03
0.94,0.36,-0.03,0.99,0.0,0.02,-0.03
0.945,0.36,-0.03,0.99,-0.01,-0.03,0.03
0.95,0.27,-0.05,0.96,-0.01,-0.03,0.03
0.955,0.27,-0.05,0.96,0.01,0.01,-0.01
0.959,0.22,-0.05,0.92,0.01,0.01,-0.01
0.966,0.22,-0.05,0.92,0.0,0.03,0.0
0.969,0.34,-0.04,1.01,0.0,0.03,0.0
0.975,0.34,-0.04,1.01,-0.01,-0.03,0.01
0.978,0.23,-0.06,0.98,-0.01,-0.03,0.01
0.989,0.23,-0.06,0.98,0.0,0.03,-0.01
0.99,0.25,-0.03,0.93,0.0,0.03,-0.01
0.995,0.25,-0.03,0.93,0.01,0.0,0.0
0.999,0.31,-0.03,0.99,0.01,0.0,0.0
1.005,0.31,-0.03,0.99,0.0,-0.03,0.01
1.008,0.25,-0.04,0.95,0.0,-0.03,0.01
1.022,0.25,-0.04,0.95,-0.01,0.03,-0.01
1.025,0.23,-0.06,0.97,-0.01,0.03,-0.01
1.026,0.23,-0.06,0.97,0.0,-0.01,-0.01
1.039,0.33,-0.03,0.96,0.0,-0.01,-0.01
1.041,0.33,-0.03,0.96,0.0,-0.01,0.01
1.042,0.21,-0.06,0.96,0.0,-0.01,0.01
1.045,0.21,-0.06,0.96,-0.01,0.02,-0.01
1.05,0.27,-0.06,0.98,-0.01,0.02,-0.01
1.055,0.27,-0.06,0.98,0.0,-0.01,0.01
1.059,0.3,-0.04,0.96,0.0,-0.01,0.01
1.065,0.3,-0.04,0.96,0.0,-0.01,0.0
1.069,0.22,-0.07,0.96,0.0,-0.01,0.0
1.075,0.22,-0.07,0.96,0.0,0.02,-0.01
1.079,0.3,-0.03,0.98,0.0,0.02,-0.01
1.085,0.3,-0.03,0.98,0.0,-0.02,0.02
1.088,0.27,-0.04,0.95,0.0,-0.02,0.02
1.095,0.27,-0.04,0.95,0.01,0.0,0.0
1.106,0.24,-0.06,0.95,0.01,0.0,0.0
1.108,0.24,-0.06,0.95,-0.01,0.01,-0.01
1.11,0.29,-0.04,0.99,-0.01,0.01,-0.01
1.122,0.29,-0.04,0.99,0.0,-0.02,0.01
1.123,0.28,-0.04,0.94,0.0,-0.02,0.01
1.125,0.28,-0.04,0.94,0.0,0.01,0.0
1.13,0.24,-0.06,0.97,0.0,0.01,0.0
1.135,0.24,-0.06,0.97,0.0,-0.02,0.0
1.139,0.31,-0.05,0.97,0.0,-0.02,0.0
1.145,0.31,-0.05,0.97,0.0,0.01,-0.01
1.149,0.26,-0.06,0.95,0.0,0.01,-0.01
1.155,0.26,-0.06,0.95,0.0,0.0,0.0
1.158,0.27,-0.05,0.96,0.0,0.0,0.0
1.165,0.27,-0.05,0.96,0.0,-0.01,0.0
1.169,0.3,-0.04,0.97,0.0,-0.01,0.0
1.175,0.3,-0.04,0.97,0.0,0.01,-0.01
1.179,0.25,-0.05,0.95,0.0,0.01,-0.01
1.185,0.25,-0.05,0.95,0.0,-0.01,0.0
1.188,0.28,-0.04,0.96,0.0,-0.01,0.0
1.195,0.28,-0.04,0.96,0.0,0.0,0.0
1.206,0.28,-0.04,0.97,0.0,0.0,0.0
1.208,0.28,-0.04,0.97,0.0,0.01,0.0
1.209,0.25,-0.04,0.95,0.0,0.01,0.0
1.22,0.25,-0.04,0.95,0.0,-0.01,0.0
1.222,0.27,-0.04,0.97,0.0,-0.01,0.0
1.225,0.27,-0.04,0.97,0.0,0.0,0.0
1.231,0.28,-0.04,0.97,0.0,0.0,0.0
1.235,0.28,-0.04,0.97,0.0,0.01,-0.01
1.239,0.24,-0.05,0.95,0.0,0.01,-0.01
1.245,0.24,-0.05,0.95,0.0,-0.01,0.01
1.25,0.28,-0.04,0.97,0.0,-0.01,0.01
1.255,0.28,-0.04,0.97,0.0,0.0,0.0
1.258,0.26,-0.05,0.96,0.0,0.0,0.0
1.265,0.26,-0.05,0.96,0.0,0.0,0.0
1.269,0.25,-0.06,0.96,0.0,0.0,0.0
1.275,0.25,-0.06,0.96,0.0,-0.01,0.01
1.281,0.29,-0.04,0.97,0.0,-0.01,0.01
1.285,0.29,-0.04,0.97,0.0,0.01,0.0
1.289,0.25,-0.05,0.96,0.0,0.01,0.0
1.295,0.25,-0.05,0.96,0.0,0.0,0.01
1.299,0.27,-0.05,0.96,0.0,0.0,0.01
1.305,0.27,-0.05,0.96,0.0,-0.01,0.0
1.309,0.27,-0.06,0.98,0.0,-0.01,0.0
1.325,0.27,-0.06,0.98,0.0,0.0,0.0
1.327,0.27,-0.05,0.95,0.0,0.0,0.0
1.328,0.27,-0.05,0.95,0.0,0.0,0.0
1.33,0.27,-0.05,0.96,0.0,0.0,0.0
1.348,0.27,-0.05,0.96,0.0,0.0,0.0
1.35,0.28,-0.05,0.96,0.0,0.0,0.0
1.351,0.28,-0.05,0.96,0.0,0.0,0.0
1.352,0.26,-0.06,0.95,0.0,0.0,0.0
1.355,0.26,-0.06,0.95,0.0,0.0,0.0
1.359,0.28,-0.05,0.97,0.0,0.0,0.0
1.365,0.28,-0.05,0.97,0.0,0.0,0.0
1.369,0.28,-0.05,0.97,0.0,0.0,0.0
1.376,0.28,-0.05,0.97,0.0,0.0,0.0
1.382,0.26,-0.05,0.96,0.0,0.0,0.0
1.385,0.26,-0.05,0.96,0.0,0.0,0.0
1.389,0.28,-0.04,0.96,0.0,0.0,0.0
1.398,0.28,-0.04,0.96,0.0,0.0,0.0
1.4,0.27,-0.05,0.97,0.0,0.0,0.0
1.405,0.27,-0.05,0.97,0.0,0.0,0.0
1.409,0.27,-0.04,0.95,0.0,0.0,0.0
1.425,0.27,-0.04,0.95,0.0,0.0,0.0
1.426,0.28,-0.04,0.96,0.0,0.0,0.0
1.428,0.28,-0.04,0.96,0.0,0.0,0.0
1.43,0.27,-0.04,0.96,0.0,0.0,0.0
1.445,0.27,-0.04,0.96,0.0,0.0,0.0
1.447,0.26,-0.04,0.96,0.0,0.0,0.0
1.449,0.26,-0.04,0.96,0.0,0.0,0.0
1.45,0.28,-0.04,0.97,0.0,0.0,0.0
1.455,0.28,-0.04,0.97,0.0,0.01,0.0
1.459,0.26,-0.05,0.96,0.0,0.01,0.0
1.465,0.26,-0.05,0.96,0.0,0.0,0.0
1.469,0.27,-0.05,0.96,0.0,0.0,0.0
1.475,0.27,-0.05,0.96,0.0,0.0,0.0
1.483,0.28,-0.05,0.96,0.0,0.0,0.0
1.489,0.28,-0.05,0.96,0.0,0.0,0.0
1.49,0.26,-0.05,0.96,0.0,0.0,0.0
1.497,0.26,-0.05,0.96,0.0,0.0,0.01
1.499,0.28,-0.05,0.96,0.0,0.0,0.01
1.505,0.28,-0.05,0.96,0.0,0.0,0.0
1.509,0.27,-0.05,0.97,0.0,0.0,0.0
1.525,0.27,-0.05,0.97,0.0,0.0,0.0
1.526,0.26,-0.05,0.96,0.0,0.0,0.0
1.528,0.26,-0.05,0.96,0.0,0.0,0.0
1.529,0.28,-0.05,0.97,0.0,0.0,0.0
1.541,0.28,-0.05,0.97,0.0,0.0,0.0
1.543,0.27,-0.05,0.96,0.0,0.0,0.0
1.552,0.27,-0.05,0.96,0.0,0.0,0.0
1.553,0.28,-0.05,0.96,0.0,0.0,0.0
1.555,0.28,-0.05,0.96,0.0,0.0,0.0
1.559,0.27,-0.05,0.96,0.0,0.0,0.0
1.565,0.27,-0.05,0.96,0.0,0.0,0.0
1.569,0.27,-0.05,0.96,0.0,0.0,0.0
1.575,0.27,-0.05,0.96,0.0,0.0,0.0
1.583,0.28,-0.04,0.96,0.0,0.0,0.0
1.585,0.28,-0.04,0.96,0.0,0.0,0.0
1.589,0.26,-0.05,0.96,0.0,0.0,0.0
1.597,0.26,-0.05,0.96,0.0,0.0,0.0
1.599,0.27,-0.04,0.96,0.0,0.0,0.0
1.605,0.27,-0.04,0.96,0.0,0.0,0.0
1.609,0.27,-0.04,0.97,0.0,0.0,0.0
1.622,0.27,-0.04,0.97,0.0,0.0,0.0
1.624,0.26,-0.04,0.96,0.0,0.0,0.0
1.625,0.26,-0.04,0.96,0.0,0.0,0.0
1.638,0.27,-0.04,0.96,0.0,0.0,0.0
1.64,0.27,-0.04,0.96,0.0,0.0,0.0
1.641,0.27,-0.04,0.96,0.0,0.0,0.0
1.647,0.27,-0.04,0.96,0.0,0.0,0.0
1.649,0.27,-0.05,0.96,0.0,0.0,0.0
1.656,0.27,-0.05,0.96,0.0,0.0,0.0
1.658,0.27,-0.04,0.96,0.0,0.0,0.0
1.665,0.27,-0.04,0.96,0.0,0.0,0.0
1.669,0.27,-0.05,0.96,0.0,0.0,0.0
1.675,0.27,-0.05,0.96,0.0,0.0,0.0
1.682,0.26,-0.05,0.96,0.0,0.0,0.0
1.685,0.26,-0.05,0.96,0.0,0.0,0.0
1.689,0.28,-0.05,0.96,0.0,0.0,0.0
1.697,0.28,-0.05,0.96,0.0,0.0,0.0
1.699,0.27,-0.05,0.96,0.0,0.0,0.0
1.705,0.27,-0.05,0.96,0.0,0.0,0.0
1.709,0.27,-0.05,0.96,0.0,0.0,0.0
1.728,0.27,-0.05,0.96,0.0,0.0,0.0
1.73,0.27,-0.05,0.96,0.0,0.0,0.0
1.731,0.27,-0.05,0.96,0.0,0.0,0.0
1.733,0.27,-0.05,0.96,0.0,0.0,0.0
1.735,0.27,-0.05,0.96,0.0,0.0,0.0
1.739,0.27,-0.05,0.96,0.0,0.0,0.0
1.747,0.27,-0.05,0.96,0.0,0.0,0.0
1.749,0.27,-0.05,0.96,0.0,0.0,0.0
1.755,0.27,-0.05,0.96,0.0,0.0,0.0
1.759,0.27,-0.05,0.96,0.0,0.0,0.0
1.765,0.27,-0.05,0.96,0.0,0.0,0.0
1.77,0.27,-0.05,0.96,0.0,0.0,0.0
1.775,0.27,-0.05,0.96,0.0,0.0,0.0
1.782,0.27,-0.05,0.96,0.0,0.0,0.0
1.785,0.27,-0.05,0.96,0.0,0.0,0.0
1.789,0.27,-0.05,0.96,0.0,0.0,0.0
1.797,0.27,-0.05,0.96,0.0,0.0,0.0
1.799,0.27,-0.04,0.96,0.0,0.0,0.0
1.805,0.27,-0.04,0.96,0.0,0.0,0.0
1.809,0.27,-0.04,0.96,0.0,0.0,0.0
1.828,0.27,-0.04,0.96,0.0,0.0,0.0
1.83,0.27,-0.04,0.96,0.0,0.0,0.0
1.831,0.27,-0.04,0.96,0.0,0.0,0.0
1.832,0.27,-0.04,0.96,0.0,0.0,0.0
1.835,0.27,-0.04,0.96,0.0,0.0,0.0
1.839,0.27,-0.04,0.96,0.0,0.0,0.0
1.848,0.27,-0.04,0.96,0.0,0.0,0.0
1.85,0.27,-0.04,0.96,0.0,0.0,0.0
1.856,0.27,-0.04,0.96,0.0,0.0,0.0
1.858,0.27,-0.04,0.96,0.0,0.0,0.0
1.865,0.27,-0.04,0.96,0.0,0.0,0.0
1.869,0.27,-0.05,0.96,0.0,0.0,0.0
1.875,0.27,-0.05,0.96,0.0,0.0,0.0
1.881,0.27,-0.05,0.96,0.0,0.0,0.0
1.885,0.27,-0.05,0.96,0.0,0.0,0.0
1.889,0.27,-0.05,0.96,0.0,0.0,0.0
1.897,0.27,-0.05,0.96,0.0,0.0,0.0
1.9,0.27,-0.05,0.96,0.0,0.0,0.0
1.905,0.27,-0.05,0.96,0.0,0.0,0.0
1.909,0.27,-0.05,0.97,0.0,0.0,0.0
1.924,0.27,-0.05,0.97,0.0,0.0,0.0
1.926,0.27,-0.05,0.96,0.0,0.0,0.0
1.927,0.27,-0.05,0.96,0.0,0.0,0.0
1.946,0.27,-0.05,0.96,0.0,0.0,0.0
1.947,0.27,-0.05,0.96,0.0,0.0,0.0
1.949,0.27,-0.05,0.96,0.0,0.0,0.0
1.95,0.27,-0.05,0.96,0.0,0.0,0.0
1.951,0.27,-0.05,0.96,0.0,0.0,0.0
1.955,0.27,-0.05,0.96,0.0,0.0,0.0
1.959,0.27,-0.05,0.96,0.0,0.0,0.0
1.966,0.27,-0.05,0.96,0.0,0.0,0.0
1.969,0.27,-0.05,0.96,0.0,0.0,0.0
1.975,0.27,-0.05,0.96,0.0,0.0,0.0
1.98,0.27,-0.05,0.96,0.0,0.0,0.0
1.986,0.27,-0.05,0.96,0.0,0.0,0.0
1.989,0.27,-0.05,0.96,0.0,0.0,0.0
1.996,0.27,-0.05,0.96,0.0,0.0,0.0
2.0,0.27,-0.05,0.96,0.0,0.0,0.0
2.005,0.27,-0.05,0.96,0.0,0.0,0.0
2.009,0.27,-0.05,0.97,0.0,0.0,0.0
2.022,0.27,-0.05,0.97,0.0,0.0,0.0
2.024,0.27,-0.05,0.96,0.0,0.0,0.0
2.025,0.27,-0.05,0.96,0.0,0.0,0.0
2.039,0.27,-0.04,0.96,0.0,0.0,0.0
2.04,0.27,-0.04,0.96,0.0,0.0,0.0
2.041,0.27,-0.04,0.96,0.0,0.0,0.0
2.052,0.27,-0.04,0.96,0.0,0.0,0.0
2.053,0.27,-0.04,0.96,0.0,0.0,0.0
2.055,0.27,-0.04,0.96,0.0,0.0,0.0
2.059,0.27,-0.05,0.96,0.0,0.0,0.0
2.065,0.27,-0.05,0.96,0.0,0.0,0.0
2.069,0.27,-0.04,0.96,0.0,0.0,0.0
2.075,0.27,-0.04,0.96,0.0,0.0,0.0
2.08,0.27,-0.05,0.96,0.0,0.0,0.0
2.085,0.27,-0.05,0.96,0.0,0.0,0.0
2.088,0.27,-0.05,0.96,0.0,0.0,0.0
2.096,0.27,-0.05,0.96,0.0,0.0,0.0
2.098,0.27,-0.05,0.96,0.0,0.0,0.0
2.105,0.27,-0.05,0.96,0.0,0.0,0.0
2.109,0.27,-0.05,0.96,0.0,0.0,0.0
2.124,0.27,-0.05,0.96,0.0,0.0,0.0
2.126,0.27,-0.05,0.96,0.0,0.0,0.0
2.128,0.27,-0.05,0.96,0.0,0.0,0.0
2.133,0.27,-0.05,0.96,0.0,0.0,0.0
2.139,0.27,-0.05,0.96,0.0,0.0,0.0
2.141,0.27,-0.05,0.96,0.0,0.0,0.0
2.15,0.27,-0.05,0.96,0.0,0.0,0.0
2.152,0.27,-0.05,0.96,0.0,0.0,0.0
2.155,0.27,-0.05,0.96,0.0,0.0,0.0
2.159,0.27,-0.05,0.97,0.0,0.0,0.0
2.165,0.27,-0.05,0.97,0.0,0.0,0.0
2.169,0.27,-0.05,0.96,0.0,0.0,0.0
2.175,0.27,-0.05,0.96,0.0,0.0,0.0
2.179,0.27,-0.05,0.96,0.0,0.0,0.0
2.185,0.27,-0.05,0.96,0.0,0.0,0.0
2.189,0.27,-0.05,0.96,0.0,0.0,0.0
2.204,0.27,-0.05,0.96,0.0,0.0,0.0
2.206,0.27,-0.05,0.97,0.0,0.0,0.0
2.206,0.27,-0.05,0.97,0.0,0.0,0.0
2.209,0.27,-0.05,0.96,0.0,0.0,0.0
2.219,0.27,-0.05,0.96,0.0,0.0,0.0
2.221,0.27,-0.05,0.96,0.0,0.0,0.0
2.225,0.27,-0.05,0.96,0.0,0.0,0.0
2.229,0.27,-0.05,0.97,0.0,0.0,0.0
2.235,0.27,-0.05,0.97,0.0,0.0,0.0
2.239,0.27,-0.05,0.96,0.0,0.0,0.0
2.246,0.27,-0.05,0.96,0.0,0.0,0.0
2.249,0.27,-0.04,0.96,0.0,0.0,0.0
2.255,0.27,-0.04,0.96,0.0,0.0,0.0
2.259,0.27,-0.05,0.96,0.0,0.0,0.0
2.265,0.27,-0.05,0.96,0.0,0.0,0.0
2.269,0.27,-0.05,0.96,0.0,0.0,0.0
2.275,0.27,-0.05,0.96,0.0,0.0,0.0
2.28,0.27,-0.05,0.96,0.0,0.0,0.0
2.285,0.27,-0.05,0.96,0.0,0.0,0.0
2.289,0.27,-0.05,0.96,0.0,0.0,0.0
2.297,0.27,-0.05,0.96,0.0,0.0,0.0
2.299,0.27,-0.05,0.96,0.0,0.0,0.0
2.305,0.27,-0.05,0.96,0.0,0.0,0.0
2.31,0.27,-0.05,0.96,0.0,0.0,0.0
2.33,0.27,-0.05,0.96,0.0,0.0,0.0
2.332,0.27,-0.05,0.96,0.0,0.0,0.0
2.333,0.27,-0.05,0.96,0.0,0.0,0.0
2.334,0.27,-0.05,0.96,0.0,0.0,0.0
2.335,0.27,-0.05,0.96,0.0,0.0,0.0
2.339,0.27,-0.05,0.96,0.0,0.0,0.0
2.346,0.27,-0.05,0.96,0.0,0.0,0.0
2.349,0.27,-0.05,0.96,0.0,0.0,0.0
2.355,0.27,-0.05,0.96,0.0,0.0,0.0
