time_s	gforce_x	gforce_y	gforce_z	lin_acc_x	lin_acc_y	lin_acc_z
2.344	0.0	0.03	1.01	-0.04	-0.01	0.04
2.345	0.0	0.03	1.01	-0.04	-0.03	0.05
2.354	0.0	0.03	1.0	-0.04	-0.03	0.05
2.356	0.0	0.03	1.0	-0.04	-0.03	0.03
2.364	0.0	0.02	1.0	-0.04	-0.03	0.03
2.365	0.0	0.02	1.0	-0.02	-0.04	0.02
2.386	0.0	0.03	1.0	-0.02	-0.04	0.02
2.387	0.0	0.03	1.0	-0.02	-0.02	0.02
2.388	0.0	0.03	1.0	-0.02	-0.02	0.02
2.389	0.0	0.03	1.0	-0.03	-0.02	0.04
2.404	0.0	0.03	1.0	-0.03	-0.02	0.04
2.406	0.0	0.03	1.0	-0.04	0.0	0.03
2.407	0.0	0.03	1.01	-0.04	0.0	0.03
2.407	0.0	0.03	1.01	-0.04	0.0	0.05
2.414	0.0	0.03	1.01	-0.04	0.0	0.05
2.415	0.0	0.03	1.01	-0.02	0.0	0.07
2.425	0.0	0.03	1.01	-0.02	0.0	0.07
2.427	0.0	0.03	1.01	-0.03	0.02	0.08
2.434	0.0	0.03	1.01	-0.03	0.02	0.08
2.435	0.0	0.03	1.01	-0.03	0.04	0.07
2.445	0.0	0.03	1.0	-0.03	0.04	0.07
2.447	0.0	0.03	1.0	-0.03	0.05	0.04
2.454	0.0	0.03	1.0	-0.03	0.05	0.04
2.455	0.0	0.03	1.0	-0.03	0.03	0.02
2.464	0.0	0.03	1.0	-0.03	0.03	0.02
2.465	0.0	0.03	1.0	-0.01	0.02	0.01
2.486	0.0	0.03	1.0	-0.01	0.02	0.01
2.487	0.0	0.03	1.0	-0.02	0.0	-0.01
2.489	0.0	0.03	1.0	-0.02	0.0	-0.01
2.49	0.0	0.03	1.0	-0.03	-0.02	-0.02
2.495	0.0	0.03	1.0	-0.03	-0.02	-0.02
2.496	0.0	0.03	1.0	-0.04	-0.02	0.02
2.505	0.0	0.03	1.01	-0.04	-0.02	0.02
2.506	0.0	0.03	1.01	-0.02	0.04	0.06
2.514	0.0	0.03	1.0	-0.02	0.04	0.06
2.515	0.0	0.03	1.0	-0.01	0.05	0.04
2.524	0.0	0.04	1.0	-0.01	0.05	0.04
2.526	0.0	0.04	1.0	-0.01	0.08	0.02
2.534	0.0	0.04	1.0	-0.01	0.08	0.02
2.536	0.0	0.04	1.0	-0.02	0.08	0.02
2.544	0.0	0.04	1.0	-0.02	0.08	0.02
2.546	0.0	0.04	1.0	-0.03	0.07	0.05
2.555	0.0	0.03	1.01	-0.03	0.07	0.05
2.557	0.0	0.03	1.01	-0.05	0.05	0.06
2.564	0.0	0.03	1.01	-0.05	0.05	0.06
2.566	0.0	0.03	1.01	-0.06	0.04	0.11
2.586	0.0	0.03	1.01	-0.06	0.04	0.11
2.588	0.0	0.03	1.01	-0.05	0.03	0.13
2.589	0.0	0.03	1.01	-0.05	0.03	0.13
2.59	0.0	0.03	1.01	-0.05	0.05	0.12
2.594	0.0	0.04	1.01	-0.05	0.05	0.12
2.595	0.0	0.04	1.01	-0.03	0.07	0.1
2.604	0.0	0.04	1.01	-0.03	0.07	0.1
2.605	0.0	0.04	1.01	-0.02	0.1	0.13
2.614	0.0	0.04	1.01	-0.02	0.1	0.13
2.615	0.0	0.04	1.01	-0.04	0.09	0.07
2.624	0.0	0.04	1.01	-0.04	0.09	0.07
2.626	0.0	0.04	1.01	-0.04	0.06	0.11
2.634	0.0	0.03	1.01	-0.04	0.06	0.11
2.635	0.0	0.03	1.01	-0.03	0.05	0.12
2.644	0.0	0.04	1.01	-0.03	0.05	0.12
2.646	0.0	0.04	1.01	-0.05	0.07	0.08
2.654	0.0	0.03	1.01	-0.05	0.07	0.08
2.656	0.0	0.03	1.01	-0.05	0.05	0.13
2.664	0.0	0.04	1.01	-0.05	0.05	0.13
2.665	0.0	0.04	1.01	-0.05	0.06	0.1
2.685	0.0	0.03	1.01	-0.05	0.06	0.1
2.687	0.0	0.03	1.01	-0.05	0.05	0.12
2.692	0.0	0.03	1.02	-0.05	0.05	0.12
2.693	0.0	0.03	1.02	-0.04	0.02	0.16
2.695	0.0	0.02	1.02	-0.04	0.02	0.16
2.696	0.0	0.02	1.02	-0.06	-0.03	0.2
2.704	0.0	0.02	1.02	-0.06	-0.03	0.2
2.709	0.0	0.02	1.02	-0.07	-0.04	0.2
2.714	0.0	0.02	1.02	-0.07	-0.04	0.2
2.715	0.0	0.02	1.02	-0.07	-0.03	0.18
2.724	-0.01	0.03	1.02	-0.07	-0.03	0.18
2.726	-0.01	0.03	1.02	-0.09	0.01	0.17
2.734	0.0	0.03	1.01	-0.09	0.01	0.17
2.735	0.0	0.03	1.01	-0.06	0.04	0.13
2.744	-0.02	0.07	0.99	-0.06	0.04	0.13
2.745	-0.02	0.07	0.99	-0.21	0.41	-0.11
2.758	0.03	0.07	1.01	-0.21	0.41	-0.11
2.76	0.03	0.07	1.01	0.24	0.47	0.06
2.764	-0.01	0.03	1.03	0.24	0.47	0.06
2.765	-0.01	0.03	1.03	-0.1	0.02	0.28
2.775	-0.01	0.0	1.05	-0.1	0.02	0.28
2.776	-0.01	0.0	1.05	-0.09	-0.2	0.44
2.784	-0.02	0.03	1.01	-0.09	-0.2	0.44
2.785	-0.02	0.03	1.01	-0.13	0.08	0.11
2.8	-0.01	0.05	1.01	-0.13	0.08	0.11
2.802	-0.01	0.05	1.01	-0.07	0.28	0.05
2.806	-0.01	0.05	1.01	-0.07	0.28	0.05
2.808	-0.01	0.05	1.01	-0.05	0.33	0.06
2.818	-0.02	0.05	1.0	-0.05	0.33	0.06
2.819	-0.02	0.05	1.0	-0.13	0.28	0.01
2.828	-0.02	0.04	0.99	-0.13	0.28	0.01
2.829	-0.02	0.04	0.99	-0.12	0.19	-0.08
2.835	-0.04	0.02	1.0	-0.12	0.19	-0.08
2.836	-0.04	0.02	1.0	-0.25	0.06	-0.05
2.844	-0.03	0.05	0.97	-0.25	0.06	-0.05
2.845	-0.03	0.05	0.97	-0.2	0.28	-0.29
2.854	-0.02	0.03	0.97	-0.2	0.28	-0.29
2.858	-0.02	0.03	0.97	-0.07	0.16	-0.3
2.864	-0.03	0.02	0.98	-0.07	0.16	-0.3
2.865	-0.03	0.02	0.98	-0.1	0.1	-0.16
2.886	-0.02	0.03	1.0	-0.1	0.1	-0.16
2.889	-0.02	0.03	1.0	-0.05	0.18	-0.04
2.89	-0.03	0.04	1.0	-0.05	0.18	-0.04
2.892	-0.03	0.04	1.0	-0.08	0.22	0.04
2.895	-0.03	0.04	1.0	-0.08	0.22	0.04
2.896	-0.03	0.04	1.0	-0.1	0.24	-0.02
2.905	-0.03	0.02	1.0	-0.1	0.24	-0.02
2.906	-0.03	0.02	1.0	-0.09	0.06	-0.01
2.914	-0.04	0.03	1.05	-0.09	0.06	-0.01
2.916	-0.04	0.03	1.05	-0.18	0.2	0.45
2.924	-0.04	0.03	1.02	-0.18	0.2	0.45
2.926	-0.04	0.03	1.02	-0.2	0.23	0.24
2.934	-0.05	0.04	1.01	-0.2	0.23	0.24
2.935	-0.05	0.04	1.01	-0.29	0.32	0.11
2.944	-0.05	0.04	0.99	-0.29	0.32	0.11
2.945	-0.05	0.04	0.99	-0.2	0.36	-0.14
2.956	-0.03	0.04	0.97	-0.2	0.36	-0.14
2.958	-0.03	0.04	0.97	-0.06	0.33	-0.31
2.964	-0.03	0.03	0.97	-0.06	0.33	-0.31
2.965	-0.03	0.03	0.97	0.0	0.29	-0.25
2.975	-0.03	0.03	0.98	0.0	0.29	-0.25
2.976	-0.03	0.03	0.98	0.0	0.29	-0.16
2.984	-0.03	0.03	0.99	0.0	0.29	-0.16
2.985	-0.03	0.03	0.99	-0.05	0.27	-0.11
2.999	-0.04	0.03	1.0	-0.05	0.27	-0.11
3.001	-0.04	0.03	1.0	-0.06	0.25	-0.03
3.014	-0.03	0.03	1.0	-0.06	0.25	-0.03
3.015	-0.03	0.03	1.0	0.02	0.2	0.0
3.017	-0.04	0.03	0.99	0.02	0.2	0.0
3.018	-0.04	0.03	0.99	-0.05	0.22	-0.14
3.024	-0.03	0.03	0.99	-0.05	0.22	-0.14
3.025	-0.03	0.03	0.99	-0.01	0.27	-0.12
3.034	-0.03	0.04	1.0	-0.01	0.27	-0.12
3.035	-0.03	0.04	1.0	-0.01	0.28	-0.04
3.044	-0.04	0.02	1.0	-0.01	0.28	-0.04
3.045	-0.04	0.02	1.0	-0.04	0.16	0.05
3.059	-0.04	0.02	1.01	-0.04	0.16	0.05
3.06	-0.04	0.02	1.01	-0.03	0.15	0.14
3.063	-0.03	0.03	1.01	-0.03	0.15	0.14
3.065	-0.03	0.03	1.01	0.0	0.24	0.06
3.075	-0.03	0.04	0.99	0.0	0.24	0.06
3.076	-0.03	0.04	0.99	0.08	0.32	-0.08
3.084	-0.03	0.04	0.99	0.08	0.32	-0.08
3.085	-0.03	0.04	0.99	0.06	0.29	-0.12
3.107	-0.02	0.02	0.99	0.06	0.29	-0.12
3.11	-0.02	0.02	0.99	0.08	0.04	-0.13
3.111	-0.02	0.02	0.98	0.08	0.04	-0.13
3.113	-0.02	0.02	0.98	0.14	0.11	-0.16
3.114	-0.02	0.02	0.98	0.14	0.11	-0.16
3.116	-0.02	0.02	0.98	0.1	0.06	-0.16
3.125	-0.02	0.01	0.98	0.1	0.06	-0.16
3.126	-0.02	0.01	0.98	0.08	-0.03	-0.17
3.134	-0.02	-0.01	0.98	0.08	-0.03	-0.17
3.135	-0.02	-0.01	0.98	0.07	-0.17	-0.17
3.151	-0.02	-0.02	0.99	0.07	-0.17	-0.17
3.153	-0.02	-0.02	0.99	0.08	-0.27	-0.15
3.155	-0.01	-0.03	0.99	0.08	-0.27	-0.15
3.156	-0.01	-0.03	0.99	0.19	-0.41	-0.07
3.17	-0.01	-0.05	1.0	0.19	-0.41	-0.07
3.171	-0.01	-0.05	1.0	0.18	-0.51	-0.05
3.187	-0.01	-0.06	1.0	0.18	-0.51	-0.05
3.188	-0.01	-0.06	1.0	0.13	-0.62	0.0
3.189	-0.02	-0.07	1.01	0.13	-0.62	0.0
3.19	-0.02	-0.07	1.01	0.09	-0.68	0.08
3.204	-0.02	-0.07	1.02	0.09	-0.68	0.08
3.205	-0.02	-0.07	1.02	0.06	-0.71	0.15
3.206	-0.02	-0.07	1.02	0.06	-0.71	0.15
3.206	-0.02	-0.07	1.02	0.07	-0.71	0.2
3.214	-0.02	-0.09	1.01	0.07	-0.71	0.2
3.215	-0.02	-0.09	1.01	0.06	-0.79	0.14
3.231	-0.01	-0.1	1.01	0.06	-0.79	0.14
3.231	-0.01	-0.1	1.01	0.1	-0.9	0.08
3.234	-0.01	-0.11	1.0	0.1	-0.9	0.08
3.235	-0.01	-0.11	1.0	0.11	-0.96	-0.04
3.25	-0.02	-0.11	0.99	0.11	-0.96	-0.04
3.251	-0.02	-0.11	0.99	0.06	-0.98	-0.15
3.268	-0.03	-0.11	0.98	0.06	-0.98	-0.15
3.27	-0.03	-0.11	0.98	-0.04	-0.94	-0.22
3.271	-0.05	-0.11	0.97	-0.04	-0.94	-0.22
3.272	-0.05	-0.11	0.97	-0.28	-0.88	-0.29
3.288	-0.08	-0.07	0.97	-0.28	-0.88	-0.29
3.289	-0.08	-0.07	0.97	-0.54	-0.52	-0.27
3.291	-0.06	-0.1	0.98	-0.54	-0.52	-0.27
3.292	-0.06	-0.1	0.98	-0.35	-0.84	-0.18
3.306	-0.08	-0.12	1.02	-0.35	-0.84	-0.18
3.309	-0.08	-0.12	1.02	-0.64	-1.02	0.15
3.31	-0.1	-0.12	1.03	-0.64	-1.02	0.15
3.311	-0.1	-0.12	1.03	-0.81	-0.97	0.31
3.318	-0.1	-0.11	1.03	-0.81	-0.97	0.31
3.321	-0.1	-0.11	1.03	-0.78	-0.82	0.3
3.332	-0.09	-0.1	1.04	-0.78	-0.82	0.3
3.334	-0.09	-0.1	1.04	-0.75	-0.7	0.35
3.335	-0.09	-0.09	1.05	-0.75	-0.7	0.35
3.336	-0.09	-0.09	1.05	-0.7	-0.65	0.47
3.35	-0.08	-0.1	1.05	-0.7	-0.65	0.47
3.351	-0.08	-0.1	1.05	-0.64	-0.67	0.52
3.366	-0.08	-0.1	1.06	-0.64	-0.67	0.52
3.367	-0.08	-0.1	1.06	-0.6	-0.65	0.54
3.368	-0.08	-0.1	1.05	-0.6	-0.65	0.54
3.369	-0.08	-0.1	1.05	-0.59	-0.65	0.53
3.383	-0.09	-0.1	1.05	-0.59	-0.65	0.53
3.385	-0.09	-0.1	1.05	-0.64	-0.67	0.45
3.387	-0.1	-0.12	1.03	-0.64	-0.67	0.45
3.388	-0.1	-0.12	1.03	-0.74	-0.75	0.33
3.404	-0.11	-0.13	1.01	-0.74	-0.75	0.33
3.405	-0.11	-0.13	1.01	-0.81	-0.84	0.15
3.407	-0.11	-0.14	0.99	-0.81	-0.84	0.15
3.408	-0.11	-0.14	0.99	-0.86	-0.91	-0.08
3.414	-0.11	-0.14	0.97	-0.86	-0.91	-0.08
3.415	-0.11	-0.14	0.97	-0.82	-0.94	-0.27
3.424	-0.1	-0.14	0.96	-0.82	-0.94	-0.27
3.425	-0.1	-0.14	0.96	-0.77	-0.92	-0.43
3.433	-0.1	-0.14	0.94	-0.77	-0.92	-0.43
3.434	-0.1	-0.14	0.94	-0.73	-0.84	-0.61
3.444	-0.1	-0.13	0.92	-0.73	-0.84	-0.61
3.446	-0.1	-0.13	0.92	-0.71	-0.74	-0.75
3.455	-0.09	-0.12	0.91	-0.71	-0.74	-0.75
3.457	-0.09	-0.12	0.91	-0.63	-0.59	-0.85
3.464	-0.09	-0.11	0.91	-0.63	-0.59	-0.85
3.465	-0.09	-0.11	0.91	-0.6	-0.53	-0.84
3.474	-0.08	-0.1	0.91	-0.6	-0.53	-0.84
3.475	-0.08	-0.1	0.91	-0.56	-0.42	-0.83
3.484	-0.08	-0.09	0.92	-0.56	-0.42	-0.83
3.485	-0.08	-0.09	0.92	-0.51	-0.28	-0.8
3.504	-0.08	-0.08	0.93	-0.51	-0.28	-0.8
3.505	-0.08	-0.08	0.93	-0.51	-0.21	-0.67
3.506	-0.08	-0.08	0.95	-0.51	-0.21	-0.67
3.507	-0.08	-0.08	0.95	-0.56	-0.16	-0.49
3.514	-0.09	-0.08	0.96	-0.56	-0.16	-0.49
3.516	-0.09	-0.08	0.96	-0.61	-0.14	-0.37
3.524	-0.09	-0.08	0.97	-0.61	-0.14	-0.37
3.526	-0.09	-0.08	0.97	-0.7	-0.17	-0.24
3.534	-0.1	-0.09	0.99	-0.7	-0.17	-0.24
3.535	-0.1	-0.09	0.99	-0.75	-0.21	-0.12
3.544	-0.1	-0.09	1.0	-0.75	-0.21	-0.12
3.546	-0.1	-0.09	1.0	-0.79	-0.23	0.0
3.555	-0.1	-0.1	1.01	-0.79	-0.23	0.0
3.557	-0.1	-0.1	1.01	-0.8	-0.27	0.07
3.564	-0.1	-0.1	1.01	-0.8	-0.27	0.07
3.565	-0.1	-0.1	1.01	-0.78	-0.34	0.1
3.574	-0.1	-0.11	1.01	-0.78	-0.34	0.1
3.575	-0.1	-0.11	1.01	-0.74	-0.38	0.08
3.584	-0.09	-0.12	1.0	-0.74	-0.38	0.08
3.585	-0.09	-0.12	1.0	-0.7	-0.43	0.06
3.599	-0.1	-0.12	0.99	-0.7	-0.43	0.06
3.601	-0.1	-0.12	0.99	-0.74	-0.43	-0.12
3.614	-0.11	-0.12	0.98	-0.74	-0.43	-0.12
3.615	-0.11	-0.12	0.98	-0.79	-0.5	-0.2
3.616	-0.11	-0.13	0.98	-0.79	-0.5	-0.2
3.617	-0.11	-0.13	0.98	-0.84	-0.57	-0.22
3.624	-0.12	-0.14	0.98	-0.84	-0.57	-0.22
3.626	-0.12	-0.14	0.98	-0.88	-0.66	-0.19
3.633	-0.12	-0.15	0.99	-0.88	-0.66	-0.19
3.634	-0.12	-0.15	0.99	-0.94	-0.78	-0.11
3.644	-0.13	-0.16	1.0	-0.94	-0.78	-0.11
3.645	-0.13	-0.16	1.0	-1.01	-0.93	-0.01
3.655	-0.13	-0.18	1.01	-1.01	-0.93	-0.01
3.657	-0.13	-0.18	1.01	-1.04	-1.06	0.12
3.664	-0.13	-0.19	1.01	-1.04	-1.06	0.12
3.665	-0.13	-0.19	1.01	-1.02	-1.17	0.15
3.674	-0.13	-0.2	1.01	-1.02	-1.17	0.15
3.675	-0.13	-0.2	1.01	-1.05	-1.27	0.14
3.684	-0.14	-0.21	1.02	-1.05	-1.27	0.14
3.685	-0.14	-0.21	1.02	-1.13	-1.38	0.19
3.698	-0.14	-0.21	1.02	-1.13	-1.38	0.19
3.7	-0.14	-0.21	1.02	-1.16	-1.41	0.25
3.714	-0.14	-0.2	1.03	-1.16	-1.41	0.25
3.716	-0.14	-0.2	1.03	-1.08	-1.33	0.33
3.717	-0.14	-0.2	1.04	-1.08	-1.33	0.33
3.718	-0.14	-0.2	1.04	-1.12	-1.32	0.46
3.724	-0.15	-0.19	1.06	-1.12	-1.32	0.46
3.725	-0.15	-0.19	1.06	-1.2	-1.26	0.58
3.734	-0.16	-0.19	1.07	-1.2	-1.26	0.58
3.735	-0.16	-0.19	1.07	-1.26	-1.2	0.68
3.744	-0.17	-0.18	1.07	-1.26	-1.2	0.68
3.745	-0.17	-0.18	1.07	-1.33	-1.2	0.74
3.755	-0.18	-0.18	1.07	-1.33	-1.2	0.74
3.756	-0.18	-0.18	1.07	-1.42	-1.21	0.69
3.764	-0.19	-0.19	1.05	-1.42	-1.21	0.69
3.765	-0.19	-0.19	1.05	-1.52	-1.25	0.52
3.774	-0.2	-0.2	1.03	-1.52	-1.25	0.52
3.775	-0.2	-0.2	1.03	-1.6	-1.38	0.28
3.783	-0.21	-0.22	1.0	-1.6	-1.38	0.28
3.784	-0.21	-0.22	1.0	-1.67	-1.62	0.03
3.796	-0.22	-0.24	0.97	-1.67	-1.62	0.03
3.798	-0.22	-0.24	0.97	-1.72	-1.87	-0.26
3.813	-0.21	-0.26	0.97	-1.72	-1.87	-0.26
3.815	-0.21	-0.26	0.97	-1.68	-2.1	-0.25
3.816	-0.22	-0.26	0.99	-1.68	-2.1	-0.25
3.817	-0.22	-0.26	0.99	-1.68	-2.08	-0.12
3.824	-0.21	-0.25	1.02	-1.68	-2.08	-0.12
3.825	-0.21	-0.25	1.02	-1.6	-2.06	0.2
3.834	-0.18	-0.27	1.08	-1.6	-2.06	0.2
3.835	-0.18	-0.27	1.08	-1.37	-2.24	0.79
3.844	-0.13	-0.3	1.14	-1.37	-2.24	0.79
3.846	-0.13	-0.3	1.14	-0.84	-2.6	1.39
3.854	-0.06	-0.33	1.16	-0.84	-2.6	1.39
3.856	-0.06	-0.33	1.16	-0.09	-2.91	1.58
3.864	-0.01	-0.33	1.13	-0.09	-2.91	1.58
3.865	-0.01	-0.33	1.13	0.39	-2.95	1.26
3.874	-0.02	-0.3	1.09	0.39	-2.95	1.26
3.875	-0.02	-0.3	1.09	0.33	-2.66	0.93
3.887	-0.09	-0.28	1.11	0.33	-2.66	0.93
3.888	-0.09	-0.28	1.11	-0.38	-2.51	1.1
3.908	-0.18	-0.3	1.18	-0.38	-2.51	1.1
3.91	-0.18	-0.3	1.18	-1.25	-2.69	1.76
3.911	-0.24	-0.32	1.25	-1.25	-2.69	1.76
3.912	-0.24	-0.32	1.25	-1.79	-2.94	2.49
3.914	-0.21	-0.31	1.3	-1.79	-2.94	2.49
3.915	-0.21	-0.31	1.3	-1.52	-2.83	2.91
3.926	-0.15	-0.27	1.3	-1.52	-2.83	2.91
3.928	-0.15	-0.27	1.3	-0.82	-2.42	3.0
3.934	-0.02	-0.16	1.17	-0.82	-2.42	3.0
3.935	-0.02	-0.16	1.17	0.46	-1.38	1.69
3.944	0.06	-0.09	1.13	0.46	-1.38	1.69
3.946	0.06	-0.09	1.13	1.29	-0.73	1.25
3.955	0.11	-0.02	1.07	1.29	-0.73	1.25
3.956	0.11	-0.02	1.07	1.89	-0.02	0.68
3.964	0.12	0.03	1.05	1.89	-0.02	0.68
3.965	0.12	0.03	1.05	2.06	0.4	0.51
3.974	0.12	0.05	1.05	2.06	0.4	0.51
3.975	0.12	0.05	1.05	2.0	0.55	0.47
3.986	0.11	0.06	1.03	2.0	0.55	0.47
3.987	0.11	0.06	1.03	1.93	0.62	0.29
4.006	0.11	0.06	0.99	1.93	0.62	0.29
4.007	0.11	0.06	0.99	1.98	0.63	-0.05
4.008	0.13	0.07	0.95	1.98	0.63	-0.05
4.009	0.13	0.07	0.95	2.19	0.65	-0.46
4.014	0.15	0.07	0.89	2.19	0.65	-0.46
4.016	0.15	0.07	0.89	2.38	0.61	-1.07
4.024	0.16	0.06	0.83	2.38	0.61	-1.07
4.026	0.16	0.06	0.83	2.53	0.46	-1.59
4.034	0.17	0.04	0.8	2.53	0.46	-1.59
4.035	0.17	0.04	0.8	2.6	0.21	-1.92
4.045	0.16	-0.01	0.8	2.6	0.21	-1.92
4.046	0.16	-0.01	0.8	2.52	-0.25	-1.93
4.057	0.14	-0.07	0.84	2.52	-0.25	-1.93
4.058	0.14	-0.07	0.84	2.33	-0.86	-1.57
4.064	0.12	-0.13	0.9	2.33	-0.86	-1.57
4.065	0.12	-0.13	0.9	2.1	-1.53	-0.97
4.081	0.09	-0.2	0.97	2.1	-1.53	-0.97
4.083	0.09	-0.2	0.97	1.79	-2.19	-0.27
4.086	0.05	-0.25	1.04	1.79	-2.19	-0.27
4.087	0.05	-0.25	1.04	1.47	-2.73	0.45
4.098	0.05	-0.26	1.08	1.47	-2.73	0.45
4.1	0.05	-0.26	1.08	1.38	-2.81	0.82
4.108	0.05	-0.31	1.13	1.38	-2.81	0.82
4.111	0.05	-0.31	1.13	1.43	-3.31	1.29
4.114	0.04	-0.31	1.13	1.43	-3.31	1.29
4.116	0.04	-0.31	1.13	1.35	-3.3	1.33
4.124	0.05	-0.27	1.1	1.35	-3.3	1.33
4.129	0.05	-0.27	1.1	1.47	-2.88	1.01
4.133	0.07	-0.2	1.06	1.47	-2.88	1.01
4.135	0.07	-0.2	1.06	1.64	-2.27	0.62
4.144	0.08	-0.14	1.02	1.64	-2.27	0.62
4.146	0.08	-0.14	1.02	1.79	-1.68	0.22
4.156	0.09	-0.08	0.97	1.79	-1.68	0.22
4.158	0.09	-0.08	0.97	1.93	-1.1	-0.23
4.164	0.11	-0.03	0.93	1.93	-1.1	-0.23
4.165	0.11	-0.03	0.93	2.1	-0.62	-0.67
4.174	0.12	0.0	0.89	2.1	-0.62	-0.67
4.174	0.12	0.0	0.89	2.24	-0.33	-0.98
4.183	0.13	0.02	0.86	2.24	-0.33	-0.98
4.185	0.13	0.02	0.86	2.38	-0.12	-1.32
4.198	0.14	0.03	0.86	2.38	-0.12	-1.32
4.2	0.14	0.03	0.86	2.53	-0.08	-1.34
4.212	0.16	0.03	0.86	2.53	-0.08	-1.34
4.215	0.16	0.03	0.86	2.66	-0.07	-1.27
4.216	0.17	0.03	0.87	2.66	-0.07	-1.27
4.217	0.17	0.03	0.87	2.76	-0.06	-1.19
4.223	0.17	0.03	0.9	2.76	-0.06	-1.19
4.225	0.17	0.03	0.9	2.79	-0.05	-0.93
4.235	0.16	0.03	0.93	2.79	-0.05	-0.93
4.235	0.16	0.03	0.93	2.7	-0.06	-0.63
4.244	0.15	0.04	0.96	2.7	-0.06	-0.63
4.245	0.15	0.04	0.96	2.58	-0.04	-0.38
4.256	0.13	0.04	0.98	2.58	-0.04	-0.38
4.257	0.13	0.04	0.98	2.36	-0.03	-0.13
4.264	0.11	0.04	1.0	2.36	-0.03	-0.13
4.265	0.11	0.04	1.0	2.15	-0.06	0.09
4.277	0.09	0.03	1.02	2.15	-0.06	0.09
4.279	0.09	0.03	1.02	1.94	-0.11	0.3
4.284	0.08	0.03	1.03	1.94	-0.11	0.3
4.285	0.08	0.03	1.03	1.75	-0.17	0.39
4.293	0.06	0.03	1.04	1.75	-0.17	0.39
4.295	0.06	0.03	1.04	1.6	-0.18	0.48
4.304	0.05	0.04	1.05	1.6	-0.18	0.48
4.306	0.05	0.04	1.05	1.5	-0.1	0.54
4.314	0.05	0.05	1.05	1.5	-0.1	0.54
4.314	0.05	0.05	1.05	1.43	0.03	0.57
4.324	0.05	0.06	1.05	1.43	0.03	0.57
4.326	0.05	0.06	1.05	1.39	0.11	0.52
4.333	0.04	0.07	1.05	1.39	0.11	0.52
4.336	0.04	0.07	1.05	1.32	0.18	0.55
4.344	0.03	0.07	1.05	1.32	0.18	0.55
4.345	0.03	0.07	1.05	1.27	0.2	0.52
4.354	0.03	0.07	1.05	1.27	0.2	0.52
4.355	0.03	0.07	1.05	0.89	0.17	0.48
4.364	0.02	0.07	1.04	0.89	0.17	0.48
4.365	0.02	0.07	1.04	0.58	0.11	0.45
4.378	0.02	0.06	1.04	0.58	0.11	0.45
4.379	0.02	0.06	1.04	0.34	0.05	0.36
4.384	0.01	0.05	1.03	0.34	0.05	0.36
4.385	0.01	0.05	1.03	0.29	-0.07	0.27
4.394	0.01	0.02	1.01	0.29	-0.07	0.27
4.396	0.01	0.02	1.01	0.27	-0.3	0.12
4.405	0.01	-0.01	1.0	0.27	-0.3	0.12
4.406	0.01	-0.01	1.0	0.27	-0.57	0.01
4.414	0.02	-0.05	0.98	0.27	-0.57	0.01
4.414	0.02	-0.05	0.98	0.33	-0.9	-0.22
4.424	0.02	-0.08	0.95	0.33	-0.9	-0.22
4.426	0.02	-0.08	0.95	0.36	-1.26	-0.44
4.434	0.03	-0.12	0.94	0.36	-1.26	-0.44
4.435	0.03	-0.12	0.94	0.45	-1.54	-0.58
4.444	0.04	-0.14	0.92	0.45	-1.54	-0.58
4.445	0.04	-0.14	0.92	0.51	-1.77	-0.78
4.455	0.06	-0.16	0.92	0.51	-1.77	-0.78
4.457	0.06	-0.16	0.92	0.73	-1.87	-0.76
4.463	0.06	-0.13	0.93	0.73	-1.87	-0.76
4.465	0.06	-0.13	0.93	0.69	-1.57	-0.64
4.477	0.05	-0.09	0.95	0.69	-1.57	-0.64
4.479	0.05	-0.09	0.95	0.6	-1.14	-0.51
4.484	0.05	-0.04	0.96	0.6	-1.14	-0.51
4.486	0.05	-0.04	0.96	0.57	-0.64	-0.43
4.494	0.05	0.0	0.97	0.57	-0.64	-0.43
4.495	0.05	0.0	0.97	0.58	-0.21	-0.33
4.504	0.06	0.04	0.95	0.58	-0.21	-0.33
4.505	0.06	0.04	0.95	0.65	0.17	-0.46
4.514	0.08	0.06	0.94	0.65	0.17	-0.46
4.515	0.08	0.06	0.94	0.83	0.45	-0.56
4.524	0.1	0.09	0.91	0.83	0.45	-0.56
4.525	0.1	0.09	0.91	0.97	0.7	-0.93
4.534	0.13	0.1	0.91	0.97	0.7	-0.93
4.535	0.13	0.1	0.91	1.27	0.9	-0.87
4.544	0.14	0.12	0.9	1.27	0.9	-0.87
4.545	0.14	0.12	0.9	1.36	1.11	-1.01
4.554	0.13	0.12	0.92	1.36	1.11	-1.01
4.555	0.13	0.12	0.92	1.24	1.17	-0.79
4.564	0.1	0.12	0.94	1.24	1.17	-0.79
4.565	0.1	0.12	0.94	0.91	1.15	-0.62
4.58	0.06	0.11	1.0	0.91	1.15	-0.62
4.582	0.06	0.11	1.0	0.5	1.14	0.03
4.595	0.04	0.12	1.05	0.5	1.14	0.03
4.597	0.04	0.12	1.05	0.25	1.22	0.52
4.605	0.05	0.12	1.14	0.25	1.22	0.52
4.607	0.05	0.12	1.14	0.31	1.32	1.38
4.614	0.09	0.13	1.14	0.31	1.32	1.38
4.615	0.09	0.13	1.14	0.66	1.5	1.38
4.624	0.13	0.15	1.12	0.66	1.5	1.38
4.626	0.13	0.15	1.12	1.1	1.73	1.18
