time_s	gforce_x	gforce_y	gforce_z	ang_vel_x	ang_vel_y	ang_vel_z
0.151	-0.09	-0.05	1.0	0.0	-0.02	-0.03
0.158	-0.09	-0.05	1.0	0.01	-0.01	-0.02
0.16	-0.09	-0.05	1.01	0.01	-0.01	-0.02
0.168	-0.09	-0.05	1.01	0.01	0.0	-0.02
0.17	-0.09	-0.05	1.0	0.01	0.0	-0.02
0.178	-0.09	-0.05	1.0	0.01	0.01	-0.02
0.18	-0.08	-0.05	1.0	0.01	0.01	-0.02
0.188	-0.08	-0.05	1.0	0.01	0.01	-0.02
0.191	-0.08	-0.05	0.99	0.01	0.01	-0.02
0.198	-0.08	-0.05	0.99	0.01	0.0	-0.02
0.2	-0.08	-0.05	0.99	0.01	0.0	-0.02
0.208	-0.08	-0.05	0.99	0.01	0.0	-0.02
0.21	-0.08	-0.05	0.99	0.01	0.0	-0.02
0.218	-0.08	-0.05	0.99	0.01	0.0	-0.02
0.22	-0.09	-0.05	0.99	0.01	0.0	-0.02
0.228	-0.09	-0.05	0.99	0.01	0.0	-0.02
0.23	-0.09	-0.05	0.99	0.01	0.0	-0.02
0.238	-0.09	-0.05	0.99	0.01	0.0	-0.02
0.249	-0.09	-0.05	0.99	0.01	0.0	-0.02
0.25	-0.09	-0.05	0.99	0.0	0.0	-0.02
0.25	-0.09	-0.05	1.0	0.0	0.0	-0.02
0.258	-0.09	-0.05	1.0	0.0	0.0	-0.02
0.26	-0.09	-0.06	1.0	0.0	0.0	-0.02
0.268	-0.09	-0.06	1.0	0.0	0.0	-0.01
0.27	-0.08	-0.06	1.0	0.0	0.0	-0.01
0.278	-0.08	-0.06	1.0	0.0	0.0	-0.01
0.28	-0.08	-0.06	1.0	0.0	0.0	-0.01
0.288	-0.08	-0.06	1.0	0.0	0.01	0.0
0.29	-0.08	-0.05	1.0	0.0	0.01	0.0
0.298	-0.08	-0.05	1.0	0.0	0.01	0.0
0.3	-0.09	-0.05	0.99	0.0	0.01	0.0
0.308	-0.09	-0.05	0.99	0.0	0.01	0.0
0.31	-0.09	-0.05	0.99	0.0	0.01	0.0
0.318	-0.09	-0.05	0.99	0.0	0.0	0.0
0.32	-0.09	-0.04	0.99	0.0	0.0	0.0
0.329	-0.09	-0.04	0.99	0.0	0.0	0.0
0.33	-0.09	-0.04	0.99	0.0	0.0	0.0
0.338	-0.09	-0.04	0.99	0.0	0.0	0.0
0.35	-0.09	-0.05	0.99	0.0	0.0	0.0
0.35	-0.09	-0.05	0.99	0.0	0.0	0.0
0.351	-0.09	-0.05	0.99	0.0	0.0	0.0
0.358	-0.09	-0.05	0.99	0.0	0.0	0.0
0.36	-0.08	-0.05	0.99	0.0	0.0	0.0
0.368	-0.08	-0.05	0.99	0.0	0.0	0.0
0.37	-0.08	-0.05	0.99	0.0	0.0	0.0
0.378	-0.08	-0.05	0.99	0.0	-0.01	0.0
0.38	-0.09	-0.05	0.99	0.0	-0.01	0.0
0.388	-0.09	-0.05	0.99	0.0	-0.02	0.0
0.39	-0.09	-0.05	0.99	0.0	-0.02	0.0
0.398	-0.09	-0.05	0.99	0.0	-0.02	0.0
0.4	-0.09	-0.04	0.99	0.0	-0.02	0.0
0.408	-0.09	-0.04	0.99	0.0	-0.02	0.0
0.41	-0.08	-0.04	1.0	0.0	-0.02	0.0
0.418	-0.08	-0.04	1.0	0.0	-0.02	0.0
0.42	-0.08	-0.04	1.0	0.0	-0.02	0.0
0.428	-0.08	-0.04	1.0	0.0	-0.01	0.0
0.43	-0.08	-0.04	1.0	0.0	-0.01	0.0
0.438	-0.08	-0.04	1.0	0.0	-0.01	0.0
0.444	-0.08	-0.04	0.99	0.0	-0.01	0.0
0.448	-0.08	-0.04	0.99	0.0	-0.01	0.0
0.45	-0.08	-0.04	0.99	0.0	-0.01	0.0
0.458	-0.08	-0.04	0.99	0.0	-0.01	0.0
0.46	-0.08	-0.04	1.0	0.0	-0.01	0.0
0.468	-0.08	-0.04	1.0	0.01	-0.01	0.0
0.47	-0.09	-0.04	1.0	0.01	-0.01	0.0
0.478	-0.09	-0.04	1.0	0.01	-0.01	0.0
0.481	-0.09	-0.05	1.0	0.01	-0.01	0.0
0.488	-0.09	-0.05	1.0	0.01	-0.01	0.0
0.494	-0.09	-0.05	1.0	0.01	-0.01	0.0
0.498	-0.09	-0.05	1.0	0.01	0.0	0.0
0.5	-0.09	-0.05	1.0	0.01	0.0	0.0
0.508	-0.09	-0.05	1.0	0.01	0.0	0.01
0.51	-0.08	-0.05	0.99	0.01	0.0	0.01
0.518	-0.08	-0.05	0.99	0.01	0.0	0.01
0.52	-0.08	-0.05	0.99	0.01	0.0	0.01
0.528	-0.08	-0.05	0.99	0.01	0.0	0.01
0.53	-0.08	-0.05	0.99	0.01	0.0	0.01
0.538	-0.08	-0.05	0.99	0.01	0.0	0.01
0.547	-0.08	-0.04	0.99	0.01	0.0	0.01
0.548	-0.08	-0.04	0.99	0.01	-0.01	0.01
0.55	-0.08	-0.04	0.99	0.01	-0.01	0.01
0.561	-0.08	-0.04	0.99	0.01	-0.01	0.01
0.563	-0.08	-0.04	0.99	0.01	-0.01	0.01
0.568	-0.08	-0.04	0.99	0.01	-0.01	0.0
0.57	-0.08	-0.04	1.0	0.01	-0.01	0.0
0.578	-0.08	-0.04	1.0	0.0	0.0	0.0
0.58	-0.08	-0.04	1.0	0.0	0.0	0.0
0.588	-0.08	-0.04	1.0	0.0	0.0	0.0
0.592	-0.08	-0.04	1.0	0.0	0.0	0.0
0.598	-0.08	-0.04	1.0	0.0	0.0	0.01
0.6	-0.08	-0.04	0.99	0.0	0.0	0.01
0.609	-0.08	-0.04	0.99	0.0	0.0	0.01
0.611	-0.08	-0.04	0.99	0.0	0.0	0.01
0.618	-0.08	-0.04	0.99	0.0	0.0	0.01
0.62	-0.08	-0.05	0.99	0.0	0.0	0.01
0.628	-0.08	-0.05	0.99	0.0	0.0	0.01
0.63	-0.08	-0.04	0.99	0.0	0.0	0.01
0.638	-0.08	-0.04	0.99	0.0	0.0	0.01
0.654	-0.08	-0.04	0.99	0.0	0.0	0.01
0.656	-0.08	-0.04	0.99	0.01	0.0	0.01
0.657	-0.08	-0.04	0.99	0.01	0.0	0.01
0.658	-0.08	-0.04	0.99	0.01	0.0	0.01
0.662	-0.08	-0.04	0.99	0.01	0.0	0.01
0.668	-0.08	-0.04	0.99	0.01	0.0	0.01
0.67	-0.08	-0.04	1.0	0.01	0.0	0.01
0.678	-0.08	-0.04	1.0	0.0	0.0	0.01
0.681	-0.08	-0.04	1.0	0.0	0.0	0.01
0.688	-0.08	-0.04	1.0	0.0	0.01	0.01
0.692	-0.08	-0.04	1.0	0.0	0.01	0.01
0.698	-0.08	-0.04	1.0	0.0	0.01	0.01
0.701	-0.08	-0.04	1.0	0.0	0.01	0.01
0.708	-0.08	-0.04	1.0	0.0	0.02	0.01
0.71	-0.08	-0.04	1.0	0.0	0.02	0.01
0.718	-0.08	-0.04	1.0	0.0	0.02	0.01
0.72	-0.08	-0.04	0.99	0.0	0.02	0.01
0.729	-0.08	-0.04	0.99	0.0	0.02	0.0
0.731	-0.08	-0.04	0.99	0.0	0.02	0.0
0.74	-0.08	-0.04	0.99	0.0	0.01	0.0
0.741	-0.08	-0.04	0.99	0.0	0.01	0.0
0.749	-0.08	-0.04	0.99	0.01	0.01	0.0
0.751	-0.08	-0.04	0.99	0.01	0.01	0.0
0.77	-0.08	-0.04	0.99	0.01	0.01	0.0
0.772	-0.08	-0.04	0.99	0.01	0.01	0.0
0.773	-0.08	-0.04	0.99	0.01	0.01	0.0
0.774	-0.08	-0.04	1.0	0.01	0.01	0.0
0.779	-0.08	-0.04	1.0	0.01	0.01	0.0
0.781	-0.08	-0.04	0.99	0.01	0.01	0.0
0.788	-0.08	-0.04	0.99	0.01	0.01	0.0
0.793	-0.09	-0.04	0.99	0.01	0.01	0.0
0.798	-0.09	-0.04	0.99	0.01	0.01	0.0
0.8	-0.09	-0.04	0.99	0.01	0.01	0.0
0.811	-0.09	-0.04	0.99	0.01	0.01	0.0
0.812	-0.09	-0.04	0.99	0.01	0.01	0.0
0.818	-0.09	-0.04	0.99	0.01	0.01	0.0
0.82	-0.09	-0.04	0.99	0.01	0.01	0.0
0.828	-0.09	-0.04	0.99	0.01	0.01	0.0
0.83	-0.08	-0.04	0.99	0.01	0.01	0.0
0.838	-0.08	-0.04	0.99	0.01	0.01	0.0
0.85	-0.09	-0.04	0.99	0.01	0.01	0.0
0.851	-0.09	-0.04	0.99	0.01	0.01	-0.01
0.853	-0.09	-0.04	0.99	0.01	0.01	-0.01
0.864	-0.09	-0.04	0.99	0.01	0.01	-0.01
0.866	-0.09	-0.03	0.99	0.01	0.01	-0.01
0.868	-0.09	-0.03	0.99	0.01	0.0	-0.01
0.871	-0.09	-0.04	0.99	0.01	0.0	-0.01
0.878	-0.09	-0.04	0.99	0.01	-0.01	-0.01
0.88	-0.09	-0.04	0.99	0.01	-0.01	-0.01
0.888	-0.09	-0.04	0.99	0.02	-0.02	0.0
0.893	-0.09	-0.03	0.99	0.02	-0.02	0.0
0.898	-0.09	-0.03	0.99	0.02	-0.02	-0.01
0.9	-0.08	-0.03	0.98	0.02	-0.02	-0.01
0.909	-0.08	-0.03	0.98	0.02	-0.02	-0.01
0.911	-0.08	-0.02	1.03	0.02	-0.02	-0.01
0.918	-0.08	-0.02	1.03	0.01	-0.02	-0.01
0.92	-0.1	-0.04	1.01	0.01	-0.02	-0.01
0.928	-0.1	-0.04	1.01	0.0	0.03	-0.02
0.93	-0.09	-0.04	0.98	0.0	0.03	-0.02
0.952	-0.09	-0.04	0.98	0.01	0.03	-0.01
0.954	-0.08	-0.04	0.98	0.01	0.03	-0.01
0.959	-0.08	-0.04	0.98	0.01	0.01	-0.01
0.961	-0.08	-0.04	0.99	0.01	0.01	-0.01
0.963	-0.08	-0.04	0.99	0.01	0.0	-0.01
0.964	-0.08	-0.04	0.99	0.01	0.0	-0.01
0.969	-0.08	-0.04	0.99	0.01	-0.01	0.0
0.971	-0.09	-0.04	0.99	0.01	-0.01	0.0
0.979	-0.09	-0.04	0.99	0.01	-0.01	0.0
0.982	-0.09	-0.04	0.99	0.01	-0.01	0.0
0.99	-0.09	-0.04	0.99	0.01	-0.02	0.01
0.991	-0.09	-0.04	1.0	0.01	-0.02	0.01
0.998	-0.09	-0.04	1.0	0.01	-0.01	0.01
1.0	-0.09	-0.04	1.0	0.01	-0.01	0.01
1.008	-0.09	-0.04	1.0	0.01	-0.01	0.01
1.01	-0.09	-0.05	1.0	0.01	-0.01	0.01
1.018	-0.09	-0.05	1.0	0.0	0.0	0.02
1.02	-0.09	-0.05	1.0	0.0	0.0	0.02
1.028	-0.09	-0.05	1.0	0.0	0.01	0.02
1.03	-0.09	-0.05	1.0	0.0	0.01	0.02
1.049	-0.09	-0.05	1.0	0.0	0.01	0.03
1.051	-0.09	-0.05	0.99	0.0	0.01	0.03
1.052	-0.09	-0.05	0.99	0.0	0.01	0.05
1.053	-0.09	-0.05	0.99	0.0	0.01	0.05
1.066	-0.09	-0.05	0.99	0.0	0.01	0.06
1.068	-0.09	-0.05	0.99	0.0	0.01	0.06
1.07	-0.09	-0.05	0.99	0.0	0.01	0.07
1.075	-0.09	-0.05	1.0	0.0	0.01	0.07
1.078	-0.09	-0.05	1.0	0.0	0.0	0.08
1.08	-0.09	-0.05	1.0	0.0	0.0	0.08
1.089	-0.09	-0.05	1.0	0.0	0.01	0.09
1.091	-0.09	-0.04	1.0	0.0	0.01	0.09
1.098	-0.09	-0.04	1.0	0.0	0.01	0.1
1.1	-0.09	-0.04	0.99	0.0	0.01	0.1
1.108	-0.09	-0.04	0.99	-0.01	0.01	0.11
1.111	-0.09	-0.04	0.99	-0.01	0.01	0.11
1.118	-0.09	-0.04	0.99	-0.01	0.0	0.11
1.12	-0.09	-0.04	0.99	-0.01	0.0	0.11
1.128	-0.09	-0.04	0.99	-0.01	0.0	0.11
1.13	-0.09	-0.04	0.99	-0.01	0.0	0.11
1.148	-0.09	-0.04	0.99	-0.01	0.0	0.11
1.15	-0.09	-0.03	0.99	-0.01	0.0	0.11
1.151	-0.09	-0.03	0.99	0.0	0.0	0.12
1.152	-0.09	-0.03	0.99	0.0	0.0	0.12
1.164	-0.09	-0.03	0.99	0.0	0.0	0.12
1.165	-0.09	-0.03	0.99	0.0	0.0	0.12
1.168	-0.09	-0.03	0.99	0.0	0.0	0.13
1.17	-0.09	-0.03	0.99	0.0	0.0	0.13
1.179	-0.09	-0.03	0.99	0.0	0.0	0.13
1.18	-0.09	-0.03	0.99	0.0	0.0	0.13
1.19	-0.09	-0.03	0.99	0.0	-0.01	0.14
1.191	-0.09	-0.02	0.99	0.0	-0.01	0.14
1.198	-0.09	-0.02	0.99	0.0	-0.01	0.14
1.2	-0.08	-0.02	0.99	0.0	-0.01	0.14
1.209	-0.08	-0.02	0.99	0.0	-0.01	0.14
1.211	-0.08	-0.02	0.99	0.0	-0.01	0.14
1.218	-0.08	-0.02	0.99	0.0	-0.01	0.13
1.22	-0.08	-0.02	1.0	0.0	-0.01	0.13
1.228	-0.08	-0.02	1.0	0.0	-0.01	0.13
1.23	-0.08	-0.02	1.0	0.0	-0.01	0.13
1.251	-0.08	-0.02	1.0	0.0	-0.01	0.13
1.253	-0.08	-0.02	1.0	0.0	-0.01	0.13
1.254	-0.08	-0.02	1.0	0.0	-0.01	0.13
1.255	-0.08	-0.02	0.99	0.0	-0.01	0.13
1.27	-0.08	-0.02	0.99	0.0	-0.01	0.12
1.272	-0.08	-0.02	0.99	0.0	-0.01	0.12
1.274	-0.08	-0.02	0.99	0.0	-0.01	0.12
1.275	-0.08	-0.02	0.99	0.0	-0.01	0.12
1.278	-0.08	-0.02	0.99	0.0	-0.01	0.12
1.281	-0.08	-0.02	0.99	0.0	-0.01	0.12
1.288	-0.08	-0.02	0.99	0.0	-0.01	0.12
1.293	-0.08	-0.02	0.99	0.0	-0.01	0.12
1.298	-0.08	-0.02	0.99	0.0	-0.01	0.12
1.3	-0.08	-0.01	0.99	0.0	-0.01	0.12
1.309	-0.08	-0.01	0.99	0.01	-0.01	0.12
1.311	-0.08	-0.01	0.99	0.01	-0.01	0.12
1.318	-0.08	-0.01	0.99	0.01	-0.01	0.12
1.32	-0.08	-0.01	0.99	0.01	-0.01	0.12
1.328	-0.08	-0.01	0.99	0.01	-0.02	0.12
1.33	-0.08	-0.01	0.99	0.01	-0.02	0.12
1.348	-0.08	-0.01	0.99	0.01	-0.02	0.11
1.35	-0.08	-0.01	0.99	0.01	-0.02	0.11
1.352	-0.08	-0.01	0.99	0.01	-0.02	0.11
1.353	-0.08	-0.02	0.99	0.01	-0.02	0.11
1.364	-0.08	-0.02	0.99	0.01	-0.03	0.11
1.366	-0.07	-0.02	0.99	0.01	-0.03	0.11
1.368	-0.07	-0.02	0.99	0.01	-0.03	0.11
1.371	-0.07	-0.02	0.98	0.01	-0.03	0.11
1.378	-0.07	-0.02	0.98	0.01	-0.04	0.11
1.381	-0.07	-0.03	0.98	0.01	-0.04	0.11
1.391	-0.07	-0.03	0.98	0.01	-0.04	0.11
1.393	-0.07	-0.03	0.99	0.01	-0.04	0.11
1.398	-0.07	-0.03	0.99	0.02	-0.05	0.12
1.4	-0.07	-0.03	0.99	0.02	-0.05	0.12
1.408	-0.07	-0.03	0.99	0.02	-0.05	0.12
1.41	-0.07	-0.03	0.99	0.02	-0.05	0.12
1.418	-0.07	-0.03	0.99	0.02	-0.05	0.12
1.42	-0.07	-0.03	0.99	0.02	-0.05	0.12
1.428	-0.07	-0.03	0.99	0.02	-0.05	0.13
1.43	-0.07	-0.03	0.99	0.02	-0.05	0.13
1.456	-0.07	-0.03	0.99	0.03	-0.05	0.13
1.46	-0.08	-0.03	0.99	0.03	-0.05	0.13
1.461	-0.08	-0.03	0.99	0.03	-0.05	0.13
1.463	-0.08	-0.03	0.99	0.03	-0.05	0.13
1.464	-0.08	-0.03	0.99	0.03	-0.05	0.13
1.466	-0.08	-0.03	0.99	0.03	-0.05	0.13
1.468	-0.08	-0.03	0.99	0.03	-0.05	0.14
1.471	-0.08	-0.02	0.99	0.03	-0.05	0.14
1.478	-0.08	-0.02	0.99	0.03	-0.06	0.14
1.481	-0.07	-0.02	0.99	0.03	-0.06	0.14
1.492	-0.07	-0.02	0.99	0.03	-0.06	0.14
1.494	-0.07	-0.02	0.99	0.03	-0.06	0.14
1.499	-0.07	-0.02	0.99	0.04	-0.06	0.14
1.5	-0.07	-0.02	0.99	0.04	-0.06	0.14
1.509	-0.07	-0.02	0.99	0.04	-0.06	0.14
1.511	-0.07	-0.02	0.99	0.04	-0.06	0.14
1.518	-0.07	-0.02	0.99	0.05	-0.07	0.14
1.523	-0.07	-0.02	0.99	0.05	-0.07	0.14
1.528	-0.07	-0.02	0.99	0.05	-0.07	0.14
1.53	-0.07	-0.02	0.99	0.05	-0.07	0.14
1.542	-0.07	-0.02	0.99	0.05	-0.07	0.14
1.543	-0.07	-0.03	0.99	0.05	-0.07	0.14
1.548	-0.07	-0.03	0.99	0.06	-0.07	0.14
1.55	-0.07	-0.03	0.99	0.06	-0.07	0.14
1.568	-0.07	-0.03	0.99	0.06	-0.07	0.14
1.572	-0.07	-0.03	0.98	0.06	-0.07	0.14
1.573	-0.07	-0.03	0.98	0.06	-0.07	0.14
1.574	-0.07	-0.03	0.98	0.06	-0.07	0.14
1.585	-0.07	-0.03	0.98	0.06	-0.08	0.13
1.588	-0.07	-0.03	0.98	0.06	-0.08	0.13
1.589	-0.07	-0.03	0.98	0.06	-0.08	0.13
1.591	-0.07	-0.04	0.98	0.06	-0.08	0.13
1.598	-0.07	-0.04	0.98	0.06	-0.09	0.13
1.6	-0.07	-0.04	0.98	0.06	-0.09	0.13
1.608	-0.07	-0.04	0.98	0.06	-0.09	0.13
1.61	-0.07	-0.05	0.98	0.06	-0.09	0.13
1.618	-0.07	-0.05	0.98	0.06	-0.1	0.14
1.621	-0.07	-0.05	0.98	0.06	-0.1	0.14
1.628	-0.07	-0.05	0.98	0.06	-0.11	0.14
1.631	-0.08	-0.05	0.98	0.06	-0.11	0.14
1.655	-0.08	-0.05	0.98	0.06	-0.12	0.14
1.657	-0.08	-0.04	0.98	0.06	-0.12	0.14
1.659	-0.08	-0.04	0.98	0.06	-0.13	0.13
1.661	-0.08	-0.04	0.99	0.06	-0.13	0.13
1.663	-0.08	-0.04	0.99	0.06	-0.14	0.13
1.665	-0.09	-0.04	1.0	0.06	-0.14	0.13
1.668	-0.09	-0.04	1.0	0.06	-0.13	0.12
1.672	-0.09	-0.04	1.01	0.06	-0.13	0.12
1.678	-0.09	-0.04	1.01	0.06	-0.13	0.1
1.68	-0.09	-0.03	1.03	0.06	-0.13	0.1
1.692	-0.09	-0.03	1.03	0.07	-0.11	0.09
1.694	-0.09	-0.03	1.03	0.07	-0.11	0.09
1.698	-0.09	-0.03	1.03	0.07	-0.08	0.08
1.7	-0.09	-0.03	1.04	0.07	-0.08	0.08
1.708	-0.09	-0.03	1.04	0.07	-0.06	0.06
1.71	-0.09	-0.02	1.04	0.07	-0.06	0.06
1.718	-0.09	-0.02	1.04	0.07	-0.03	0.05
1.723	-0.09	-0.02	1.04	0.07	-0.03	0.05
1.728	-0.09	-0.02	1.04	0.07	-0.02	0.04
1.73	-0.09	-0.02	1.04	0.07	-0.02	0.04
1.738	-0.09	-0.02	1.04	0.06	0.0	0.02
1.74	-0.1	-0.03	1.03	0.06	0.0	0.02
1.749	-0.1	-0.03	1.03	0.05	0.01	0.01
1.75	-0.1	-0.03	1.03	0.05	0.01	0.01
1.763	-0.1	-0.03	1.03	0.05	0.02	0.01
1.765	-0.09	-0.04	1.02	0.05	0.02	0.01
1.769	-0.09	-0.04	1.02	0.04	0.02	0.0
1.779	-0.09	-0.04	1.01	0.04	0.02	0.0
1.781	-0.09	-0.04	1.01	0.04	0.02	-0.01
1.782	-0.09	-0.05	1.01	0.04	0.02	-0.01
1.788	-0.09	-0.05	1.01	0.03	0.01	-0.01
1.79	-0.09	-0.07	1.01	0.03	0.01	-0.01
1.798	-0.09	-0.07	1.01	0.03	0.01	-0.01
1.8	-0.09	-0.07	1.0	0.03	0.01	-0.01
1.808	-0.09	-0.07	1.0	0.02	0.0	0.0
1.811	-0.09	-0.08	1.0	0.02	0.0	0.0
1.818	-0.09	-0.08	1.0	0.02	0.0	0.01
1.825	-0.1	-0.09	0.99	0.02	0.0	0.01
1.828	-0.1	-0.09	0.99	0.01	0.0	0.02
1.83	-0.1	-0.09	0.99	0.01	0.0	0.02
1.839	-0.1	-0.09	0.99	0.01	0.0	0.03
1.841	-0.1	-0.09	0.99	0.01	0.0	0.03
1.848	-0.1	-0.09	0.99	0.01	0.0	0.05
1.85	-0.1	-0.09	0.98	0.01	0.0	0.05
1.867	-0.1	-0.09	0.98	0.01	0.0	0.06
1.868	-0.1	-0.08	0.98	0.01	0.0	0.06
1.87	-0.1	-0.08	0.98	0.02	0.0	0.07
1.871	-0.09	-0.07	0.97	0.02	0.0	0.07
1.885	-0.09	-0.07	0.97	0.02	-0.01	0.07
1.888	-0.09	-0.06	0.97	0.02	-0.01	0.07
1.889	-0.09	-0.06	0.97	0.03	-0.02	0.07
1.892	-0.08	-0.05	0.97	0.03	-0.02	0.07
1.898	-0.08	-0.05	0.97	0.03	-0.03	0.06
1.9	-0.08	-0.04	0.97	0.03	-0.03	0.06
1.908	-0.08	-0.04	0.97	0.03	-0.03	0.06
1.911	-0.08	-0.04	0.98	0.03	-0.03	0.06
1.918	-0.08	-0.04	0.98	0.03	-0.04	0.05
1.922	-0.08	-0.03	0.99	0.03	-0.04	0.05
1.928	-0.08	-0.03	0.99	0.03	-0.03	0.05
1.93	-0.08	-0.03	1.0	0.03	-0.03	0.05
1.942	-0.08	-0.03	1.0	0.04	-0.03	0.05
1.943	-0.08	-0.03	1.0	0.04	-0.03	0.05
1.948	-0.08	-0.03	1.0	0.04	-0.03	0.05
1.95	-0.08	-0.03	1.01	0.04	-0.03	0.05
1.965	-0.08	-0.03	1.01	0.04	-0.02	0.04
1.966	-0.08	-0.03	1.01	0.04	-0.02	0.04
1.968	-0.08	-0.03	1.01	0.05	-0.01	0.04
1.98	-0.08	-0.03	1.01	0.05	-0.01	0.04
1.982	-0.08	-0.03	1.01	0.05	-0.01	0.04
1.983	-0.08	-0.03	1.01	0.05	-0.01	0.04
1.996	-0.08	-0.03	1.01	0.06	0.0	0.04
1.998	-0.07	-0.03	1.01	0.06	0.0	0.04
2.003	-0.07	-0.03	1.01	0.07	0.0	0.04
2.004	-0.07	-0.03	1.01	0.07	0.0	0.04
2.009	-0.07	-0.03	1.01	0.07	0.0	0.04
2.011	-0.06	-0.04	1.01	0.07	0.0	0.04
2.018	-0.06	-0.04	1.01	0.07	0.0	0.04
2.022	-0.06	-0.04	1.01	0.07	0.0	0.04
2.028	-0.06	-0.04	1.01	0.06	0.0	0.04
2.03	-0.06	-0.04	1.0	0.06	0.0	0.04
2.038	-0.06	-0.04	1.0	0.05	0.01	0.03
2.04	-0.07	-0.04	0.99	0.05	0.01	0.03
2.048	-0.07	-0.04	0.99	0.05	0.01	0.03
2.05	-0.07	-0.05	0.99	0.05	0.01	0.03
2.059	-0.07	-0.05	0.99	0.04	0.01	0.02
2.062	-0.06	-0.05	0.99	0.04	0.01	0.02
2.068	-0.06	-0.05	0.99	0.04	0.0	0.02
2.071	-0.06	-0.05	1.0	0.04	0.0	0.02
2.084	-0.06	-0.05	1.0	0.04	-0.01	0.02
2.087	-0.06	-0.05	1.01	0.04	-0.01	0.02
2.089	-0.06	-0.05	1.01	0.04	-0.02	0.03
2.091	-0.06	-0.05	1.02	0.04	-0.02	0.03
2.099	-0.06	-0.05	1.02	0.03	-0.03	0.03
2.101	-0.06	-0.04	1.04	0.03	-0.03	0.03
2.109	-0.06	-0.04	1.04	0.01	-0.05	0.03
2.111	-0.05	-0.03	1.05	0.01	-0.05	0.03
2.118	-0.05	-0.03	1.05	-0.02	-0.06	0.04
2.121	-0.05	-0.03	1.06	-0.02	-0.06	0.04
2.128	-0.05	-0.03	1.06	-0.05	-0.06	0.05
2.13	-0.05	-0.03	1.06	-0.05	-0.06	0.05
2.146	-0.05	-0.03	1.06	-0.08	-0.05	0.06
2.148	-0.05	-0.04	1.02	-0.08	-0.05	0.06
2.15	-0.05	-0.04	1.02	-0.1	-0.03	0.07
2.151	-0.05	-0.04	1.02	-0.1	-0.03	0.07
2.162	-0.05	-0.04	1.02	-0.1	-0.01	0.09
2.163	-0.05	-0.04	0.98	-0.1	-0.01	0.09
2.168	-0.05	-0.04	0.98	-0.1	0.0	0.1
2.171	-0.05	-0.04	0.95	-0.1	0.0	0.1
2.178	-0.05	-0.04	0.95	-0.09	-0.01	0.1
2.18	-0.04	-0.04	0.92	-0.09	-0.01	0.1
2.191	-0.04	-0.04	0.92	-0.07	-0.02	0.1
2.192	-0.05	-0.02	0.92	-0.07	-0.02	0.1
2.198	-0.05	-0.02	0.92	-0.05	-0.05	0.09
2.2	-0.05	-0.01	0.94	-0.05	-0.05	0.09
2.208	-0.05	-0.01	0.94	-0.03	-0.08	0.07
2.211	-0.06	-0.01	0.96	-0.03	-0.08	0.07
2.218	-0.06	-0.01	0.96	-0.02	-0.1	0.06
2.221	-0.06	0.0	0.98	-0.02	-0.1	0.06
2.228	-0.06	0.0	0.98	-0.01	-0.11	0.04
2.23	-0.06	0.01	1.01	-0.01	-0.11	0.04
2.248	-0.06	0.01	1.01	-0.01	-0.11	0.02
2.251	-0.07	0.01	1.03	-0.01	-0.11	0.02
2.252	-0.07	0.01	1.03	-0.01	-0.09	0.0
2.254	-0.07	0.01	1.05	-0.01	-0.09	0.0
