time_s,gforce_x,gforce_y,gforce_z,ang_vel_x,ang_vel_y,ang_vel_z
0.332,0.26,-0.02,0.89,-0.03,-0.02,0.0
0.333,0.32,-0.14,1.0,-0.03,-0.02,0.0
0.35,0.32,-0.14,1.0,0.04,0.02,-0.01
0.35,0.25,-0.04,0.87,0.04,0.02,-0.01
0.352,0.25,-0.04,0.87,-0.02,-0.02,0.01
0.352,0.32,-0.06,1.08,-0.02,-0.02,0.01
0.362,0.32,-0.06,1.08,0.03,0.02,0.0
0.363,0.3,-0.07,0.94,0.03,0.02,0.0
0.372,0.3,-0.07,0.94,0.01,0.01,-0.01
0.372,0.25,-0.08,0.85,0.01,0.01,-0.01
0.382,0.25,-0.08,0.85,-0.04,-0.02,0.01
0.383,0.34,-0.11,1.09,-0.04,-0.02,0.01
0.392,0.34,-0.11,1.09,0.07,0.02,-0.01
0.393,0.25,-0.04,0.82,0.07,0.02,-0.01
0.402,0.25,-0.04,0.82,-0.05,-0.01,0.01
0.402,0.32,-0.12,1.05,-0.05,-0.01,0.01
0.412,0.32,-0.12,1.05,0.05,0.01,-0.01
0.413,0.27,-0.03,0.91,0.05,0.01,-0.01
0.422,0.27,-0.03,0.91,-0.02,-0.01,0.0
0.422,0.3,-0.13,0.99,-0.02,-0.01,0.0
0.432,0.3,-0.13,0.99,0.04,0.01,0.0
0.432,0.28,-0.01,0.91,0.04,0.01,0.0
0.445,0.28,-0.01,0.91,-0.03,-0.01,0.0
0.446,0.29,-0.11,1.04,-0.03,-0.01,0.0
0.452,0.29,-0.11,1.04,0.05,0.01,0.0
0.453,0.29,-0.03,0.85,0.05,0.01,0.0
0.462,0.29,-0.03,0.85,-0.03,-0.01,-0.01
0.463,0.26,-0.12,1.01,-0.03,-0.01,-0.01
0.472,0.26,-0.12,1.01,0.02,0.0,0.01
0.472,0.33,-0.08,0.95,0.02,0.0,0.01
0.483,0.33,-0.08,0.95,0.03,0.01,-0.01
0.484,0.27,-0.08,0.87,0.03,0.01,-0.01
0.495,0.27,-0.08,0.87,-0.03,-0.01,0.0
0.496,0.33,-0.12,1.02,-0.03,-0.01,0.0
0.502,0.33,-0.12,1.02,0.05,0.02,-0.01
0.502,0.25,-0.02,0.91,0.05,0.02,-0.01
0.512,0.25,-0.02,0.91,-0.03,-0.02,0.01
0.513,0.34,-0.12,1.03,-0.03,-0.02,0.01
0.522,0.34,-0.12,1.03,0.05,0.03,-0.01
0.522,0.25,-0.02,0.89,0.05,0.03,-0.01
0.532,0.25,-0.02,0.89,-0.04,-0.02,0.0
0.533,0.31,-0.08,1.08,-0.04,-0.02,0.0
0.55,0.31,-0.08,1.08,0.05,0.01,-0.01
0.553,0.27,-0.1,0.92,0.05,0.01,-0.01
0.554,0.27,-0.1,0.92,-0.02,0.0,-0.01
0.556,0.27,-0.1,0.99,-0.02,0.0,-0.01
0.567,0.27,-0.1,0.99,0.0,-0.01,-0.01
0.569,0.33,-0.11,0.91,0.0,-0.01,-0.01
0.572,0.33,-0.11,0.91,0.04,0.01,-0.01
0.576,0.3,-0.13,0.99,0.04,0.01,-0.01
0.582,0.3,-0.13,0.99,-0.02,0.01,-0.01
0.584,0.28,0.01,0.96,-0.02,0.01,-0.01
0.592,0.28,0.01,0.96,0.04,0.0,-0.01
0.594,0.32,-0.18,0.97,0.04,0.0,-0.01
0.602,0.32,-0.18,0.97,-0.03,0.0,0.0
0.603,0.33,0.06,1.01,-0.03,0.0,0.0
0.612,0.33,0.06,1.01,0.01,0.0,-0.01
0.614,1.02,-0.32,1.67,0.01,0.0,-0.01
0.622,1.02,-0.32,1.67,0.3,0.24,-0.12
0.628,0.12,0.21,0.41,0.3,0.24,-0.12
0.633,0.12,0.21,0.41,0.2,-0.13,-0.09
0.634,0.13,-0.03,-0.14,0.2,-0.13,-0.09
0.658,0.13,-0.03,-0.14,-0.29,-0.28,0.13
0.661,1.32,0.06,1.06,-0.29,-0.28,0.13
0.664,1.32,0.06,1.06,-0.25,0.39,-0.17
0.666,0.11,-0.44,1.8,-0.25,0.39,-0.17
0.668,0.11,-0.44,1.8,0.37,0.37,-0.08
0.669,-0.4,0.16,0.31,0.37,0.37,-0.08
0.673,-0.4,0.16,0.31,0.11,-0.2,0.02
0.674,0.14,-0.07,0.37,0.11,-0.2,0.02
0.683,0.14,-0.07,0.37,-0.44,0.04,0.05
0.685,0.36,-0.22,1.97,-0.44,0.04,0.05
0.692,0.36,-0.22,1.97,0.11,0.2,-0.02
0.694,-0.04,-0.13,1.38,0.11,0.2,-0.02
0.702,-0.04,-0.13,1.38,0.32,-0.03,-0.02
0.704,-0.13,0.04,0.32,0.32,-0.03,-0.02
0.712,-0.13,0.04,0.32,-0.23,-0.13,0.06
0.714,0.36,-0.13,1.02,-0.23,-0.13,0.06
0.722,0.36,-0.13,1.02,-0.06,-0.14,0.02
0.724,0.53,-0.17,1.44,-0.06,-0.14,0.02
0.732,0.53,-0.17,1.44,0.22,0.03,-0.03
0.733,0.37,-0.04,0.59,0.22,0.03,-0.03
0.75,0.37,-0.04,0.59,0.01,0.1,-0.03
0.753,0.19,0.14,0.52,0.01,0.1,-0.03
0.755,0.19,0.14,0.52,-0.27,-0.14,0.02
0.756,0.48,-0.4,1.64,-0.27,-0.14,0.02
0.768,0.48,-0.4,1.64,0.16,0.03,0.0
0.77,0.48,0.02,1.08,0.16,0.03,0.0
0.772,0.48,0.02,1.08,0.2,0.0,-0.04
0.773,0.31,-0.05,0.31,0.2,0.0,-0.04
0.782,0.31,-0.05,0.31,-0.09,-0.01,0.0
0.784,0.41,0.01,0.88,-0.09,-0.01,0.0
0.792,0.41,0.01,0.88,-0.12,0.06,0.0
0.793,0.36,-0.19,1.33,-0.12,0.06,0.0
0.802,0.36,-0.19,1.33,0.15,0.1,-0.02
0.803,0.12,-0.03,0.82,0.15,0.1,-0.02
0.812,0.12,-0.03,0.82,0.03,0.02,0.01
0.814,0.19,-0.01,0.76,0.03,0.02,0.01
0.826,0.19,-0.01,0.76,-0.15,-0.02,0.0
0.828,0.28,-0.19,1.43,-0.15,-0.02,0.0
0.832,0.28,-0.19,1.43,0.14,-0.02,-0.03
0.833,0.22,-0.11,0.91,0.14,-0.02,-0.03
0.842,0.22,-0.11,0.91,0.04,-0.01,0.01
0.844,0.39,0.0,0.79,0.04,-0.01,0.01
0.852,0.39,0.0,0.79,-0.01,0.0,-0.05
0.854,0.22,-0.13,0.95,-0.01,0.0,-0.05
0.868,0.22,-0.13,0.95,0.0,-0.02,-0.01
0.87,0.35,-0.1,1.06,0.0,-0.02,-0.01
0.873,0.35,-0.1,1.06,0.1,0.01,-0.02
0.874,0.37,0.03,0.76,0.1,0.01,-0.02
0.884,0.37,0.03,0.76,-0.03,0.04,-0.06
0.886,0.2,-0.07,0.97,-0.03,0.04,-0.06
0.894,0.2,-0.07,0.97,-0.02,0.02,-0.01
0.897,0.31,-0.07,1.11,-0.02,0.02,-0.01
0.903,0.31,-0.07,1.11,0.09,0.02,-0.04
0.904,0.18,-0.03,0.79,0.09,0.02,-0.04
0.913,0.18,-0.03,0.79,-0.07,-0.03,-0.02
0.914,0.3,-0.11,1.16,-0.07,-0.03,-0.02
0.922,0.3,-0.11,1.16,0.06,0.0,-0.02
0.924,0.34,-0.04,0.95,0.06,0.0,-0.02
0.932,0.34,-0.04,0.95,0.0,0.04,-0.04
0.933,0.18,-0.19,0.92,0.0,0.04,-0.04
0.95,0.18,-0.19,0.92,0.06,-0.02,0.0
0.953,0.29,-0.02,0.88,0.06,-0.02,0.0
0.954,0.29,-0.02,0.88,-0.02,-0.03,-0.01
0.956,0.37,-0.13,1.03,-0.02,-0.03,-0.01
0.967,0.37,-0.13,1.03,0.07,0.05,-0.02
0.969,0.21,-0.01,0.86,0.07,0.05,-0.02
0.973,0.21,-0.01,0.86,-0.03,-0.01,0.0
0.974,0.29,-0.13,1.0,-0.03,-0.01,0.0
0.982,0.29,-0.13,1.0,0.07,0.01,0.0
0.984,0.31,0.03,0.9,0.07,0.01,0.0
0.993,0.31,0.03,0.9,-0.04,0.02,-0.03
0.994,0.2,-0.11,1.06,-0.04,0.02,-0.03
1.002,0.2,-0.11,1.06,0.06,-0.02,0.0
1.003,0.35,-0.02,0.9,0.06,-0.02,0.0
1.012,0.35,-0.02,0.9,-0.01,0.01,-0.03
1.014,0.28,-0.1,1.03,-0.01,0.01,-0.03
1.024,0.28,-0.1,1.03,0.03,0.03,-0.02
1.026,0.19,-0.07,0.9,0.03,0.03,-0.02
1.032,0.19,-0.07,0.9,0.03,-0.04,0.0
1.033,0.31,-0.01,0.96,0.03,-0.04,0.0
1.042,0.31,-0.01,0.96,-0.02,-0.01,0.0
1.044,0.32,-0.09,1.08,-0.02,-0.01,0.0
1.052,0.32,-0.09,1.08,0.05,0.04,-0.01
1.053,0.21,-0.05,0.83,0.05,0.04,-0.01
1.068,0.21,-0.05,0.83,-0.04,-0.06,0.01
1.07,0.38,-0.1,1.11,-0.04,-0.06,0.01
1.073,0.38,-0.1,1.11,0.09,0.02,-0.01
1.074,0.29,-0.04,0.72,0.09,0.02,-0.01
1.086,0.29,-0.04,0.72,-0.04,-0.02,-0.01
1.088,0.33,-0.09,0.98,-0.04,-0.02,-0.01
1.097,0.33,-0.09,0.98,0.04,-0.01,0.0
1.099,0.38,-0.05,0.95,0.04,-0.01,0.0
1.102,0.38,-0.05,0.95,0.01,0.07,-0.02
1.103,0.21,-0.06,0.95,0.01,0.07,-0.02
1.112,0.21,-0.06,0.95,0.02,0.02,0.0
1.114,0.22,-0.08,0.92,0.02,0.02,0.0
1.125,0.22,-0.08,0.92,-0.01,-0.01,0.0
1.126,0.29,-0.03,1.13,-0.01,-0.01,0.0
1.132,0.29,-0.03,1.13,0.03,0.03,-0.01
1.133,0.19,-0.1,0.93,0.03,0.03,-0.01
1.143,0.19,-0.1,0.93,0.01,-0.02,0.01
1.144,0.26,-0.01,1.02,0.01,-0.02,0.01
1.152,0.26,-0.01,1.02,0.02,-0.03,0.0
1.153,0.29,-0.1,0.94,0.02,-0.03,0.0
1.168,0.29,-0.1,0.94,0.02,0.0,0.0
1.17,0.29,-0.07,0.88,0.02,0.0,0.0
1.186,0.29,-0.07,0.88,-0.01,-0.02,0.0
1.19,0.34,-0.09,1.0,-0.01,-0.02,0.0
1.192,0.34,-0.09,1.0,0.06,0.01,-0.01
1.194,0.31,-0.03,0.83,0.06,0.01,-0.01
1.196,0.31,-0.03,0.83,-0.05,0.03,0.0
1.197,0.28,-0.05,0.85,-0.05,0.03,0.0
1.202,0.28,-0.05,0.85,0.07,0.02,0.01
1.203,0.28,-0.05,0.85,0.07,0.02,0.01
1.212,0.28,-0.05,0.85,0.0,0.0,-0.01
1.214,0.26,-0.02,1.09,0.0,0.0,-0.01
1.225,0.26,-0.02,1.09,-0.03,0.01,0.0
1.227,0.24,-0.06,0.79,-0.03,0.01,0.0
1.232,0.24,-0.06,0.79,0.07,0.01,-0.01
1.233,0.35,-0.05,1.12,0.07,0.01,-0.01
1.243,0.35,-0.05,1.12,-0.03,-0.04,0.0
1.245,0.28,-0.05,0.8,-0.03,-0.04,0.0
1.252,0.28,-0.05,0.8,0.06,0.03,-0.01
1.253,0.28,-0.11,0.95,0.06,0.03,-0.01
1.271,0.28,-0.11,0.95,-0.02,-0.01,-0.01
1.273,0.35,-0.06,0.97,-0.02,-0.01,-0.01
1.274,0.35,-0.06,0.97,0.04,-0.01,-0.01
1.276,0.29,-0.03,0.85,0.04,-0.01,-0.01
1.282,0.29,-0.03,0.85,-0.05,0.01,-0.01
1.284,0.26,-0.14,1.11,-0.05,0.01,-0.01
1.293,0.26,-0.14,1.11,0.07,0.0,0.02
1.295,0.33,0.04,0.94,0.07,0.0,0.02
1.302,0.33,0.04,0.94,-0.02,0.01,-0.02
1.304,0.25,-0.16,0.99,-0.02,0.01,-0.02
1.312,0.25,-0.16,0.99,0.04,0.01,0.01
1.314,0.29,0.0,0.92,0.04,0.01,0.01
1.324,0.29,0.0,0.92,-0.01,-0.03,-0.01
1.326,0.33,-0.13,1.03,-0.01,-0.03,-0.01
1.332,0.33,-0.13,1.03,0.06,0.04,0.0
1.333,0.27,0.01,0.81,0.06,0.04,0.0
1.342,0.27,0.01,0.81,-0.05,-0.02,-0.01
1.344,0.29,-0.11,1.07,-0.05,-0.02,-0.01
1.352,0.29,-0.11,1.07,0.07,0.01,0.0
1.353,0.33,-0.03,0.86,0.07,0.01,0.0
1.369,0.33,-0.03,0.86,-0.01,0.01,-0.01
1.371,0.26,-0.09,0.99,-0.01,0.01,-0.01
1.373,0.26,-0.09,0.99,0.02,0.01,0.01
1.374,0.29,-0.07,0.93,0.02,0.01,0.01
1.384,0.29,-0.07,0.93,0.03,0.0,-0.01
1.386,0.26,-0.01,0.98,0.03,0.0,-0.01
1.397,0.26,-0.01,0.98,-0.01,0.0,0.0
1.398,0.28,-0.09,1.04,-0.01,0.0,0.0
1.402,0.28,-0.09,1.04,0.05,0.01,-0.01
1.406,0.26,-0.05,0.85,0.05,0.01,-0.01
1.413,0.26,-0.05,0.85,-0.03,-0.03,0.0
1.415,0.33,-0.05,1.13,-0.03,-0.03,0.0
1.424,0.33,-0.05,1.13,0.07,0.02,-0.01
1.426,0.27,-0.04,0.78,0.07,0.02,-0.01
1.433,0.27,-0.04,0.78,-0.02,-0.01,-0.01
1.434,0.28,-0.09,0.95,-0.02,-0.01,-0.01
1.442,0.28,-0.09,0.95,0.0,-0.01,0.01
1.444,0.33,-0.04,1.06,0.0,-0.01,0.01
1.452,0.33,-0.04,1.06,0.06,0.03,-0.01
1.453,0.23,-0.02,0.8,0.06,0.03,-0.01
1.466,0.23,-0.02,0.8,-0.06,-0.02,0.0
1.467,0.3,-0.11,1.11,-0.06,-0.02,0.0
1.48,0.3,-0.11,1.11,0.07,0.01,0.0
1.482,0.3,0.03,0.91,0.07,0.01,0.0
1.483,0.3,0.03,0.91,-0.03,0.0,-0.01
1.484,0.26,-0.13,0.99,-0.03,0.0,-0.01
1.494,0.26,-0.13,0.99,0.04,0.0,0.01
1.495,0.31,0.02,0.92,0.04,0.0,0.01
1.502,0.31,0.02,0.92,-0.03,-0.01,-0.01
1.503,0.29,-0.1,1.05,-0.03,-0.01,-0.01
1.513,0.29,-0.1,1.05,0.06,0.02,0.0
1.514,0.28,0.02,0.84,0.06,0.02,0.0
1.524,0.28,0.02,0.84,-0.04,-0.02,0.0
1.525,0.29,-0.09,1.03,-0.04,-0.02,0.0
1.532,0.29,-0.09,1.03,0.02,0.02,0.0
1.533,0.29,-0.06,0.93,0.02,0.02,0.0
1.542,0.29,-0.06,0.93,0.02,0.0,0.0
1.544,0.29,-0.04,0.93,0.02,0.0,0.0
1.552,0.29,-0.04,0.93,-0.01,0.0,0.0
1.553,0.28,-0.07,0.97,-0.01,0.0,0.0
1.565,0.28,-0.07,0.97,0.02,0.01,0.0
1.567,0.28,0.01,0.95,0.02,0.01,0.0
1.579,0.28,0.01,0.95,-0.02,-0.02,0.0
1.58,0.3,-0.09,1.05,-0.02,-0.02,0.0
1.582,0.3,-0.09,1.05,0.04,0.03,0.0
1.583,0.27,-0.01,0.84,0.04,0.03,0.0
1.592,0.27,-0.01,0.84,-0.06,-0.02,0.0
1.594,0.32,-0.09,1.1,-0.06,-0.02,0.0
1.602,0.32,-0.09,1.1,0.06,0.02,0.0
1.603,0.27,-0.01,0.8,0.06,0.02,0.0
1.612,0.27,-0.01,0.8,-0.05,0.0,0.0
1.614,0.28,-0.09,0.98,-0.05,0.0,0.0
1.623,0.28,-0.09,0.98,0.01,0.0,0.01
1.625,0.3,-0.05,1.0,0.01,0.0,0.01
1.632,0.3,-0.05,1.0,0.01,0.01,0.01
1.633,0.28,-0.04,0.92,0.01,0.01,0.01
1.642,0.28,-0.04,0.92,-0.03,0.01,0.01
1.643,0.28,-0.08,0.99,-0.03,0.01,0.01
1.654,0.28,-0.08,0.99,0.03,0.0,0.01
1.659,0.29,0.02,0.92,0.03,0.0,0.01
1.679,0.29,0.02,0.92,-0.05,-0.01,0.0
1.681,0.31,-0.14,1.0,-0.05,-0.01,0.0
1.684,0.31,-0.14,1.0,0.03,0.03,0.01
1.685,0.27,-0.01,0.85,0.03,0.03,0.01
1.686,0.27,-0.01,0.85,-0.04,-0.03,0.0
1.688,0.31,-0.12,1.06,-0.04,-0.03,0.0
1.7,0.31,-0.12,1.06,0.04,0.03,0.01
1.702,0.29,0.0,0.83,0.04,0.03,0.01
1.706,0.29,0.0,0.83,-0.07,-0.02,0.0
1.707,0.28,-0.11,1.08,-0.07,-0.02,0.0
1.713,0.28,-0.11,1.08,0.04,0.0,0.01
1.714,0.32,-0.03,0.89,0.04,0.0,0.01
1.726,0.32,-0.03,0.89,-0.03,-0.01,0.0
1.728,0.3,-0.08,0.96,-0.03,-0.01,0.0
1.733,0.3,-0.08,0.96,-0.01,0.0,0.01
1.734,0.3,-0.08,0.95,-0.01,0.0,0.01
1.742,0.3,-0.08,0.95,0.01,0.0,0.01
1.744,0.3,-0.04,0.92,0.01,0.0,0.01
1.752,0.3,-0.04,0.92,-0.03,-0.01,0.02
1.754,0.34,-0.09,1.05,-0.03,-0.01,0.02
1.767,0.34,-0.09,1.05,0.03,0.03,0.01
1.768,0.25,-0.07,0.84,0.03,0.03,0.01
1.784,0.25,-0.07,0.84,-0.05,-0.03,0.03
1.785,0.36,-0.1,1.12,-0.05,-0.03,0.03
1.787,0.36,-0.1,1.12,0.06,0.03,0.02
1.788,0.29,-0.05,0.8,0.06,0.03,0.02
1.795,0.29,-0.05,0.8,-0.05,0.0,0.02
1.797,0.28,-0.13,1.0,-0.05,0.0,0.02
1.802,0.28,-0.13,1.0,0.02,-0.02,0.03
1.804,0.36,-0.05,0.99,0.02,-0.02,0.03
1.812,0.36,-0.05,0.99,0.02,0.02,0.01
1.814,0.26,-0.08,0.9,0.02,0.02,0.01
1.823,0.26,-0.08,0.9,-0.02,0.0,0.02
1.825,0.3,-0.1,1.0,-0.02,0.0,0.02
1.832,0.3,-0.1,1.0,0.04,0.0,0.01
1.833,0.32,0.02,0.92,0.04,0.0,0.01
1.843,0.32,0.02,0.92,-0.02,0.01,-0.02
1.845,0.25,-0.16,0.95,-0.02,0.01,-0.02
1.852,0.25,-0.16,0.95,0.03,0.01,0.0
1.855,0.29,0.01,0.95,0.03,0.01,0.0
1.863,0.29,0.01,0.95,-0.01,-0.02,-0.01
1.864,0.28,-0.12,0.81,-0.01,-0.02,-0.01
1.884,0.28,-0.12,0.81,0.05,0.04,0.0
1.886,0.26,-0.09,1.11,0.05,0.04,0.0
1.891,0.26,-0.09,1.11,-0.05,-0.03,-0.01
1.893,0.31,0.0,0.87,-0.05,-0.03,-0.01
1.894,0.31,0.0,0.87,0.06,0.0,0.0
1.896,0.24,-0.1,1.01,0.06,0.0,0.0
1.904,0.24,-0.1,1.01,-0.04,0.01,-0.02
1.905,0.3,0.0,0.89,-0.04,0.01,-0.02
1.912,0.3,0.0,0.89,-0.04,-0.01,-0.01
1.913,0.3,-0.11,1.01,-0.04,-0.01,-0.01
1.923,0.3,-0.11,1.01,0.04,0.02,0.0
1.926,0.26,0.01,0.9,0.04,0.02,0.0
1.933,0.26,0.01,0.9,-0.04,-0.02,0.0
1.934,0.28,-0.08,1.09,-0.04,-0.02,0.0
1.942,0.28,-0.08,1.09,0.02,0.01,0.01
1.944,0.32,-0.02,0.91,0.02,0.01,0.01
1.952,0.32,-0.02,0.91,0.0,0.0,-0.01
1.954,0.25,-0.09,0.92,0.0,0.0,-0.01
1.968,0.25,-0.09,0.92,-0.02,-0.01,0.01
1.969,0.32,-0.07,1.0,-0.02,-0.01,0.01
1.986,0.32,-0.07,1.0,0.02,0.01,0.01
1.988,0.31,-0.03,0.88,0.02,0.01,0.01
1.989,0.31,-0.03,0.88,-0.03,0.01,-0.01
1.99,0.24,-0.11,1.01,-0.03,0.01,-0.01
1.994,0.24,-0.11,1.01,0.03,0.0,0.02
1.995,0.33,0.05,0.92,0.03,0.0,0.02
2.002,0.33,0.05,0.92,-0.05,-0.01,-0.01
2.004,0.29,-0.14,1.02,-0.05,-0.01,-0.01
2.012,0.29,-0.14,1.02,0.03,0.03,0.01
2.014,0.28,0.0,0.88,0.03,0.03,0.01
2.022,0.28,0.0,0.88,-0.03,-0.04,0.0
2.024,0.33,-0.09,1.02,-0.03,-0.04,0.0
2.032,0.33,-0.09,1.02,0.04,0.02,0.01
2.033,0.31,0.01,0.83,0.04,0.02,0.01
2.043,0.31,0.01,0.83,-0.08,-0.01,-0.01
2.044,0.27,-0.1,1.11,-0.08,-0.01,-0.01
2.053,0.27,-0.1,1.11,0.06,-0.01,0.02
2.054,0.38,0.03,0.87,0.06,-0.01,0.02
2.074,0.38,0.03,0.87,-0.07,0.01,-0.01
2.076,0.28,-0.12,0.99,-0.07,0.01,-0.01
2.078,0.28,-0.12,0.99,0.02,0.01,0.02
2.079,0.32,0.01,0.93,0.02,0.01,0.02
2.083,0.32,0.01,0.93,-0.05,-0.02,0.0
2.086,0.34,-0.11,1.03,-0.05,-0.02,0.0
2.092,0.34,-0.11,1.03,0.02,0.03,0.01
2.093,0.33,0.0,0.87,0.02,0.03,0.01
2.103,0.33,0.0,0.87,-0.05,-0.04,0.0
2.104,0.35,-0.08,1.07,-0.05,-0.04,0.0
2.112,0.35,-0.08,1.07,0.01,-0.01,0.02
2.113,0.45,-0.04,0.89,0.01,-0.01,0.02
2.125,0.45,-0.04,0.89,-0.02,0.0,-0.01
2.126,0.34,-0.07,0.91,-0.02,0.0,-0.01
2.132,0.34,-0.07,0.91,-0.03,-0.04,0.01
2.133,0.46,-0.06,0.96,-0.03,-0.04,0.01
2.142,0.46,-0.06,0.96,0.0,0.0,-0.01
2.143,0.38,-0.03,0.88,0.0,0.0,-0.01
2.152,0.38,-0.03,0.88,-0.05,-0.03,0.0
2.154,0.41,-0.13,1.04,-0.05,-0.03,0.0
2.166,0.41,-0.13,1.04,0.04,-0.02,0.0
2.168,0.4,0.02,0.85,0.04,-0.02,0.0
2.179,0.4,0.02,0.85,-0.05,-0.06,0.0
2.181,0.48,-0.11,1.07,-0.05,-0.06,0.0
2.182,0.48,-0.11,1.07,0.03,0.02,-0.01
2.184,0.37,-0.03,0.83,0.03,0.02,-0.01
2.192,0.37,-0.03,0.83,-0.03,-0.06,0.0
2.193,0.44,-0.09,0.96,-0.03,-0.06,0.0
2.202,0.44,-0.09,0.96,0.03,-0.03,0.01
2.203,0.46,-0.03,0.83,0.03,-0.03,0.01
2.212,0.46,-0.03,0.83,-0.07,-0.04,0.0
2.213,0.42,-0.09,1.1,-0.07,-0.04,0.0
2.222,0.42,-0.09,1.1,0.06,-0.03,0.01
2.225,0.44,-0.04,0.77,0.06,-0.03,0.01
2.232,0.44,-0.04,0.77,-0.06,-0.05,0.0
2.233,0.44,-0.12,0.96,-0.06,-0.05,0.0
2.242,0.44,-0.12,0.96,0.04,-0.02,0.01
2.244,0.41,-0.02,0.82,0.04,-0.02,0.01
2.252,0.41,-0.02,0.82,-0.04,-0.06,0.01
2.253,0.48,-0.14,0.98,-0.04,-0.06,0.01
2.264,0.48,-0.14,0.98,0.05,0.02,0.0
2.266,0.38,0.02,0.82,0.05,0.02,0.0
2.279,0.38,0.02,0.82,-0.03,-0.05,0.0
2.281,0.41,-0.14,0.92,-0.03,-0.05,0.0
2.282,0.41,-0.14,0.92,0.03,-0.02,0.02
2.284,0.48,0.01,0.85,0.03,-0.02,0.02
2.292,0.48,0.01,0.85,-0.02,-0.01,-0.01
