time;gFx;gFy;gFz;TgF
0.944565076;0.34;-0.0729;1.1421;1.2
0.956948845;0.2482;-0.0279;0.8794;0.921
0.965086191;0.3398;-0.0476;0.9296;0.997
0.97480646;0.2762;-0.0661;1.0116;1.057
0.984559076;0.2725;-0.0446;0.893;0.941
0.994319537;0.3658;-0.0572;1.0921;1.159
1.010710191;0.2084;-0.0283;0.8013;0.835
1.018435268;0.3474;-0.0937;1.1052;1.168
1.02695546;0.2833;-0.0235;0.8965;0.947
1.034518922;0.2965;-0.066;0.9401;0.994
1.044420768;0.3189;-0.068;1.0281;1.085
1.054970576;0.2571;-0.002;0.9327;0.974
1.064544653;0.3363;-0.1143;0.9439;1.014
1.074557345;0.2603;-0.016;0.9547;0.996
1.084437345;0.3299;-0.1013;1.0465;1.108
1.094280037;0.2614;0.0241;0.8412;0.887
1.10931723;0.3103;-0.0963;1.0872;1.141
1.114776076;0.2943;-0.0673;0.8931;0.949
1.124382076;0.3007;-0.0045;0.889;0.944
1.134372076;0.3027;-0.1071;1.1016;1.154
1.14444596;0.2558;-0.0131;0.8527;0.897
1.154781999;0.376;-0.0823;1.0204;1.096
1.16436396;0.1969;-0.0594;0.919;0.948
1.17450496;0.3561;-0.0557;1.0188;1.086
1.184484691;0.3012;-0.0451;0.9608;1.014
1.197826576;0.2376;-0.0667;0.8383;0.88
1.210385999;0.3847;-0.0646;1.1695;1.239
1.214520383;0.2244;-0.021;0.8108;0.848
1.224571576;0.3371;-0.1201;1.0269;1.093
1.235144729;0.2888;-0.0452;0.9414;0.992
1.244843499;0.2725;-0.0563;0.9426;0.989
1.254339653;0.3143;-0.0699;0.97;1.028
1.264818114;0.2768;-0.0385;0.9452;0.992
1.274281729;0.3358;-0.079;1.0169;1.08
1.28448796;0.2564;-0.0138;0.84;0.885
1.29448096;0.3275;-0.0966;1.13;1.187
1.304185614;0.2722;-0.036;0.8526;0.902
1.314561383;0.3318;-0.0737;0.9834;1.046
1.324770691;0.2695;-0.0945;0.9838;1.031
1.334714114;0.2879;0.0076;0.9532;1.002
1.344411806;0.342;-0.1076;0.9945;1.063
1.355864652;0.2334;-0.0514;0.8868;0.925
1.364421422;0.3731;-0.0788;1.077;1.148
1.374270576;0.2494;-0.0296;0.8188;0.863
1.384333037;0.3152;-0.1019;1.0561;1.113
1.394393075;0.3139;-0.0717;0.9282;0.988
1.40575296;0.2805;-0.0691;0.9764;1.024
1.414414768;0.2812;-0.0991;0.9781;1.029
1.424560306;0.3286;-0.1224;0.9732;1.04
1.434319037;0.2554;-0.021;0.8991;0.941
1.444304422;0.3563;-0.1156;1.0583;1.128
1.456409037;0.2636;-0.0018;0.8456;0.892
1.464287652;0.2967;-0.1167;1.0484;1.102
1.474316499;0.3205;-0.0794;0.9492;1.011
1.484939652;0.2653;-0.0319;0.8752;0.921
1.494341268;0.3292;-0.1184;1.0807;1.142
1.506392729;0.2449;-0.0126;0.8766;0.917
1.514264306;0.3668;-0.0837;0.9927;1.067
1.524855998;0.2309;-0.0446;0.9652;1.0
1.534403306;0.3076;-0.0553;0.9382;0.995
1.544278383;0.3567;-0.0574;1.0336;1.101
1.555962498;0.2022;-0.0419;0.7934;0.826
1.564815806;0.375;-0.0557;1.1956;1.26
1.574332729;0.2566;-0.0406;0.8378;0.883
1.584706075;0.3043;-0.0715;0.9505;1.007
1.594677345;0.3211;-0.0668;1.0408;1.097
1.604236652;0.2509;0.0155;0.9355;0.975
1.614428768;0.339;-0.1165;0.9522;1.023
1.624404114;0.2588;-0.0127;0.9475;0.989
1.63425046;0.3413;-0.0977;1.0059;1.072
1.644842114;0.2478;0.015;0.8425;0.885
1.654272768;0.3044;-0.0806;1.1217;1.171
1.664311537;0.2835;-0.0352;0.8611;0.913
1.674519652;0.3015;-0.0261;0.9927;1.044
1.684497614;0.2803;-0.0881;0.9478;0.998
1.694601037;0.2729;0.0145;0.9601;1.005
1.705393344;0.3406;-0.0871;1.0117;1.077
1.714165383;0.2179;-0.0508;0.8599;0.895
1.724339344;0.3706;-0.0556;1.0958;1.164
1.736761652;0.2482;-0.0606;0.8805;0.923
1.749743921;0.2961;-0.0542;0.8909;0.946
1.754479037;0.3623;-0.0636;1.1628;1.226
1.764329537;0.2081;-0.0236;0.7903;0.824
1.774428037;0.3856;-0.0947;1.0595;1.137
1.784444114;0.2671;-0.0536;0.9619;1.006
1.794512191;0.2895;-0.0277;0.8931;0.945
1.804499806;0.3417;-0.0804;1.0364;1.1
1.814347037;0.2496;-0.0534;0.8842;0.927
1.824424114;0.372;-0.0618;1.0556;1.127
1.83857846;0.2349;0.0005;0.8469;0.885
1.844304306;0.325;-0.1112;1.1003;1.159
1.854347037;0.3028;-0.0175;0.8719;0.929
1.86430896;0.283;-0.0635;0.9712;1.02
1.874354075;0.3066;-0.0941;0.9645;1.022
1.884478844;0.2742;0.0199;0.9586;1.004
1.894284806;0.3178;-0.1027;1.0006;1.061
1.907930883;0.2476;-0.0401;0.8898;0.931
1.914475229;0.3431;-0.0553;1.0865;1.147
1.924444383;0.238;-0.0534;0.8292;0.871
1.934368421;0.3194;-0.0715;0.9597;1.02
1.94436369;0.3079;-0.08;1.0867;1.139
1.954864344;0.229;-0.0265;0.7965;0.835
1.964286075;0.3749;-0.1018;1.0925;1.165
1.974234498;0.2161;-0.0771;0.9075;0.943
1.986163229;0.329;-0.0198;0.9096;0.973
1.994194537;0.3033;-0.0845;1.0457;1.098
2.008205306;0.2149;-0.0522;0.8809;0.915
2.014407844;0.4044;-0.0517;1.0694;1.15
2.02439869;0.1991;-0.0355;0.8303;0.861
2.035781921;0.3236;-0.1274;1.0906;1.151
2.044342229;0.3125;-0.0274;0.9004;0.959
2.054445152;0.2536;-0.0941;0.9156;0.961
2.06443469;0.329;-0.0887;1.0573;1.117
2.074820767;0.2565;-0.0007;0.921;0.962
2.08737196;0.3282;-0.117;0.9704;1.037
2.09506146;0.2728;-0.0068;0.9651;1.009
2.110286575;0.3331;-0.0858;1.0275;1.089
2.115233883;0.2812;-0.0089;0.8054;0.859
2.127652575;0.3127;-0.1022;1.0756;1.131
2.134884383;0.3197;-0.0869;0.9679;1.029
2.144980844;0.2621;-0.0001;0.8618;0.907
2.154632383;0.3608;-0.1306;1.1298;1.199
2.164483921;0.2345;-0.0139;0.8466;0.885
2.174622575;0.3682;-0.0776;0.9742;1.05
2.190835383;0.2884;-0.0589;0.9651;1.015
2.195068421;0.275;-0.0794;1.1109;1.154
2.205001536;0.4825;-0.0425;0.9882;1.105
2.21522446;0.8284;-0.1827;1.3753;1.62
2.229200113;0.1268;0.1151;0.6273;0.657
2.239520306;1.1782;0.0193;1.359;1.801
2.253488959;1.1782;0.0193;1.461;1.88
2.25784169;-0.0702;-0.3269;1.461;1.507
2.264845613;-0.1631;0.0581;0.8041;0.832
2.277837959;0.0588;-0.1542;1.5607;1.577
2.291768883;0.1406;-0.0586;0.9626;0.982
2.295229921;0.1281;0.0225;0.6553;0.675
2.304849844;0.148;-0.2078;1.4005;1.431
2.314765652;0.4758;-0.0652;1.0067;1.12
2.324751959;0.4494;0.0364;0.6499;0.795
2.337017806;0.118;-0.1952;1.0971;1.128
2.344730806;0.3635;0.007;1.117;1.181
2.356462613;0.5942;-0.0938;1.1948;1.342
2.364750229;0.2475;-0.1096;0.905;0.951
2.374743267;0.4269;-0.0513;0.8626;0.969
2.387065652;0.3937;-0.0034;0.7412;0.844
2.395007075;0.2923;-0.0105;0.8555;0.91
2.406458344;0.2254;-0.0903;1.2398;1.27
2.414881613;0.0783;-0.0335;0.7297;0.742
2.427185536;0.278;-0.0948;1.127;1.171
2.448568306;0.3268;-0.1019;1.0307;1.092
2.451847575;0.2963;-0.0845;0.9779;1.031
2.454375767;0.2601;0.0162;0.838;0.884
2.464405113;0.2675;-0.0662;1.1599;1.199
2.47520869;0.4088;0.0415;0.809;0.912
2.486965075;0.3218;0.007;0.9943;1.051
2.494608767;0.1964;-0.0701;0.9996;1.028
2.504944305;0.2645;-0.0237;0.9151;0.959
2.514532959;0.3525;-0.0801;1.0475;1.114
2.524523998;0.2586;-0.0803;0.9118;0.957
2.536967152;0.3049;-0.1356;1.0804;1.137
2.54486419;0.2391;-0.0425;0.8121;0.854
2.555333959;0.2403;-0.0619;0.9312;0.97
2.564794652;0.4097;-0.05;1.1549;1.232
2.574965228;0.229;0.0322;0.7252;0.767
2.58637069;0.242;-0.0453;1.1197;1.153
2.595329421;0.3296;0.0148;0.9174;0.981
2.60492819;0.2709;-0.0552;1.007;1.051
2.615370382;0.2613;0.0158;0.945;0.987
2.627766959;0.3402;-0.0715;1.0095;1.074
2.646456267;0.2402;-0.0503;0.9229;0.961
2.648111959;0.3458;-0.0518;0.9663;1.033
2.658870882;0.4092;-0.068;0.9023;0.998
2.66474719;0.2472;-0.0956;0.929;0.972
2.674610536;0.2604;-0.0579;1.0292;1.07
2.689826651;0.2693;-0.0364;0.8231;0.873
2.694384805;0.2885;-0.1215;1.1258;1.175
2.704570228;0.2424;-0.0156;0.9083;0.947
2.714894805;0.2386;-0.0193;0.9561;0.992
2.724929075;0.3335;-0.0613;1.0639;1.123
2.747011651;0.2449;-0.0748;0.7928;0.839
2.748481421;0.4233;0.0056;1.1068;1.191
2.75763169;0.273;-0.0502;0.839;0.89
2.765385421;0.2444;-0.116;0.9637;1.007
2.77472619;0.4007;-0.0188;1.0983;1.175
2.786372344;0.2322;-0.0353;0.8009;0.841
2.794614074;0.3856;-0.1258;1.1776;1.251
2.804344844;0.3428;-0.005;0.875;0.945
2.814884344;0.3237;-0.1041;0.932;0.998
2.826942613;0.3825;0.0167;0.905;0.988
2.841111267;0.3403;-0.0921;1.0111;1.077
2.844847728;0.3933;-0.0086;0.8702;0.96
2.854540267;0.2891;-0.103;0.8708;0.929
2.864550728;0.4084;-0.0858;1.0985;1.181
2.874619574;0.3112;0.0026;0.8594;0.92
2.886756459;0.347;-0.1049;1.0752;1.141
2.894975613;0.3119;-0.0341;0.8863;0.946
2.905881728;0.3566;-0.0241;0.8941;0.968
2.914864844;0.4428;-0.0827;1.0291;1.128
2.929408036;0.2981;-0.0481;0.8709;0.928
2.95501969;0.265;-0.075;0.7193;0.776
2.95778319;0.408;-0.0815;1.0187;1.106
2.964914421;0.4769;-0.0467;1.0059;1.119
2.974573921;0.2452;-0.092;0.8081;0.855
2.987190574;0.4457;-0.0717;1.0685;1.165
2.994452267;0.3036;0.0171;0.8658;0.923
3.005062151;0.3823;-0.1138;0.9685;1.053
3.014489574;0.4222;-0.0115;0.9375;1.033
3.025522113;0.3089;-0.1171;0.9634;1.024
3.039667536;0.3582;0.0159;0.8618;0.939
3.044732805;0.4066;-0.0914;1.0596;1.144
3.05485269;0.3538;-0.0448;0.9108;0.984
3.064324882;0.3728;-0.0614;0.8849;0.967
3.07478392;0.4328;-0.0225;0.9416;1.042
3.087333574;0.3134;-0.0974;1.0397;1.096
3.094357074;0.419;-0.0305;1.0397;1.127
3.104507343;0.3542;0.0233;0.7712;0.854
3.11462542;0.4509;0.0555;0.9169;1.028
3.124788843;0.2899;-0.1064;0.9019;0.959
3.140743382;0.4189;0.0165;0.9157;1.012
3.144831959;0.3678;-0.0414;1.0458;1.115
3.154879536;0.3442;-0.1171;0.9487;1.022
3.164297574;0.3737;0.1142;0.9728;1.054
3.174925074;0.3229;-0.1717;0.9188;0.994
3.187265343;0.4323;-0.0216;0.9746;1.072
3.194424651;0.3419;0.0801;1.0434;1.107
3.204534074;0.4764;-0.0812;0.8932;1.02
3.21444819;0.4455;-0.1007;0.9117;1.024
3.224841805;0.3827;0.0375;1.0678;1.141
3.242902728;0.5058;0.0953;0.9106;1.05
3.245395343;0.5124;-0.1953;0.9398;1.092
3.254952151;0.526;-0.1201;0.8967;1.05
3.264313728;0.4606;0.3028;1.1522;1.283
3.274762151;0.4647;-0.218;0.8333;0.983
3.286212036;0.623;-0.0355;0.8047;1.021
3.294590151;0.527;-0.2213;0.9758;1.135
3.304450074;0.4311;0.2967;1.0283;1.159
3.314433613;0.5014;0.0365;1.0072;1.131
3.325411343;0.6601;-0.3222;0.604;0.952
3.342507766;0.5245;0.0064;0.7831;0.946
3.347044343;0.4995;-0.0627;1.026;1.148
3.354296689;0.5483;0.2332;1.0089;1.176
3.364303728;0.3952;-0.0442;0.9795;1.062
3.374645651;0.6492;-0.2095;0.6307;0.93
3.386797266;0.562;-0.0595;0.8284;1.006
3.394663766;0.4703;-0.1358;0.9306;1.056
3.404465189;0.5374;0.161;0.8137;0.992
3.414733036;0.4268;0.076;1.0727;1.163
3.426297343;0.5992;-0.1294;0.8445;1.047
3.442232728;0.586;-0.0643;0.7426;0.951
3.446335036;0.4537;-0.1223;0.8237;0.952
3.454404574;0.5966;-0.1385;0.601;0.86
3.464854459;0.4813;0.1002;1.0153;1.133
3.474712074;0.4363;-0.012;0.9423;1.044
3.484257536;0.5631;0.0551;0.7866;0.972
3.494720459;0.4815;0.0023;1.0237;1.136
3.508782497;0.5628;-0.1101;0.8434;1.023
3.514650997;0.564;-0.0943;0.6145;0.841
3.524924112;0.3954;-0.0291;0.9288;1.015
3.534231612;0.5381;-0.0745;0.9081;1.062
3.544216459;0.4727;-0.0026;0.8209;0.952
3.55444442;0.4118;0.0996;1.1336;1.216
3.56448042;0.5643;-0.0966;0.9458;1.109
3.574525574;0.5295;-0.038;0.8361;0.994
3.584333997;0.4553;0.0028;1.0327;1.134
3.594527074;0.6519;-0.267;0.7173;1.007
3.607992612;0.5657;-0.0053;0.8399;1.016
3.61490342;0.4167;-0.0329;0.9483;1.041
3.626612689;0.6914;-0.0597;0.8334;1.087
3.634796651;0.4974;0.1077;0.9914;1.119
3.644848189;0.5075;0.0445;1.0408;1.164
3.654626112;0.6897;-0.045;0.6775;0.969
3.666588805;0.4291;-0.0326;0.8363;0.945
3.674771651;0.6236;-0.1083;0.9382;1.135
3.685208728;0.6446;-0.0734;0.6591;0.926
3.695239535;0.3374;0.0859;0.973;1.039
3.709558843;0.6557;-0.055;1.1317;1.313
3.72500092;0.3016;0.1118;0.8825;0.945
3.726992112;0.3016;0.1118;0.8825;0.945
3.734432535;0.6538;-0.2949;0.9362;1.182
3.744760074;0.6628;-0.0633;0.9709;1.181
3.754574305;0.2712;0.0421;0.7547;0.809
3.76450492;0.693;-0.0563;1.0087;1.228
3.774530266;0.543;0.1047;1.1498;1.281
3.785557612;0.3391;-0.0017;0.8329;0.905
3.794612151;0.8416;-0.1058;0.7536;1.136
3.805202074;0.5151;-0.0502;0.9721;1.106
3.814528612;0.3815;-0.1659;0.6098;0.742
3.824868843;0.7104;0.0533;0.7305;1.022
3.838984458;0.4107;0.1416;1.1918;1.275
3.84456242;0.4396;-0.089;0.8223;0.941
3.854866035;0.7286;0.0792;0.8407;1.118
3.864312689;0.4272;-0.0674;0.8717;0.978
3.874545997;0.4795;-0.243;0.5914;0.801
3.887197535;0.706;0.1186;1.1241;1.337
3.894427689;0.4098;-0.0116;0.9416;1.032
3.904782381;0.4437;-0.0401;0.8137;0.932
3.915060689;0.7235;0.0755;1.1502;1.365
3.925297804;0.4737;-0.1737;0.5176;0.725
3.945983497;0.5549;-0.1121;0.5176;0.768
3.948946266;0.6578;0.1041;1.0832;1.276
3.95488392;0.5156;-0.085;0.8781;1.026
3.964867535;0.4253;0.1744;0.8781;0.996
3.974568227;0.6119;-0.1527;0.6721;0.924
3.986491266;0.4762;-0.0964;0.95;1.072
3.994340689;0.6126;-0.0327;0.8689;1.067
4.004517535;0.3823;0.0309;0.7051;0.807
4.02710042;0.493;0.1152;1.3231;1.422
4.030747881;0.6412;-0.0344;0.9944;1.187
4.046683074;0.3834;-0.0265;0.6342;0.746
4.049476574;0.5845;-0.1614;1.0413;1.209
4.054571689;0.6979;0.0553;0.9467;1.181
4.066713074;0.3362;0.1736;0.9414;1.021
4.07473915;0.5231;0.0253;0.9346;1.076
4.085571766;0.745;-0.0352;0.8529;1.135
4.094719112;0.4559;-0.1046;0.7088;0.853
4.104764189;0.5523;-0.0922;0.6762;0.88
4.126503766;0.547;0.2039;1.1394;1.285
4.129356189;0.3904;0.1605;0.9067;1.006
4.147471766;0.6268;-0.1015;0.753;0.987
4.153381343;0.5121;-0.066;1.0773;1.199
4.154705304;0.4141;-0.2253;0.5754;0.746
4.166647266;0.5148;0.3469;1.02;1.199
4.175054958;0.5337;0.0461;1.2751;1.388
4.186760189;0.5772;-0.0746;0.8473;1.031
4.194647497;0.4678;-0.0015;0.8506;0.975
4.205628189;0.5751;-0.2592;0.746;0.979
4.225714073;0.559;0.3428;1.3243;1.483
4.228820843;0.3634;0.1829;1.1201;1.198
4.237868766;0.6966;-0.0112;0.8009;1.064
4.244773573;0.5944;-0.1758;0.8644;1.067
4.254643381;0.4733;0.0923;0.763;0.907
4.266149804;0.6175;0.4173;1.0735;1.311
4.274816535;0.5601;-0.0588;0.9741;1.129
4.285112035;0.5756;-0.0504;0.5478;0.798
4.294740881;0.4536;-0.0931;0.7398;0.877
4.306038304;0.5041;0.5338;1.2108;1.422
4.32361642;0.3768;0.1537;1.1819;1.256
4.325814343;0.5288;-0.2198;0.4887;0.754
4.334514458;0.5426;0.2256;0.9803;1.148
4.344482727;0.4117;0.2516;0.9952;1.112
4.354429535;0.6078;0.2306;1.0322;1.224
4.365624612;0.6143;-0.3161;0.4969;0.851
4.374515535;0.4911;0.4134;0.9436;1.146
4.38437015;0.4981;0.1269;0.9651;1.098
4.394525343;0.7429;0.0453;0.7096;1.03
4.404932958;0.4572;0.0192;0.7388;0.873
4.424509035;0.6152;0.2516;1.2541;1.424
4.426711496;0.7522;0.0016;0.7664;1.076
4.434470573;0.1748;-0.006;0.8298;0.855
4.444502919;0.574;0.1637;1.2482;1.389
4.45511415;0.622;0.0713;0.8913;1.093
4.468359112;0.4257;-0.0595;0.9019;1.004
4.474788035;0.787;0.2343;1.0765;1.357
4.485235227;0.5308;-0.0689;0.4937;0.729
4.494655189;0.3964;0.257;0.7887;0.924
4.504747919;0.9099;-0.0706;0.8769;1.267
4.522264073;0.4466;0.1507;0.5546;0.731
4.524970881;0.1327;0.0384;0.8935;0.911
4.542348535;0.6701;-0.0972;0.9819;1.196
4.544825419;0.1653;0.3425;0.834;0.924
4.554724881;0.1836;-0.2707;0.9289;0.991
4.565667189;0.7299;0.3033;1.0461;1.315
4.57456115;-0.0172;-0.028;0.7796;0.789
4.584399035;0.323;-0.0103;0.9513;1.011
4.594920419;0.5692;0.1849;1.114;1.269
4.606776342;0.1159;-0.0022;1.1094;1.123
4.623773727;0.4929;0.0461;0.7071;0.867
4.625743419;0.4876;0.1776;1.3099;1.415
4.634397381;0.343;-0.0536;0.9834;1.049
4.644822265;0.6414;0.1599;0.7867;1.03
4.654479112;0.5579;0.1253;1.1522;1.291
4.667257458;0.5185;0.0822;1.0078;1.141
4.674625458;0.5712;0.0457;0.7033;0.91
4.684540342;0.4964;0.3119;1.2332;1.371
4.694622881;0.3607;-0.1384;0.9096;0.993
4.705361919;0.3729;0.1164;1.061;1.137
4.719176265;0.251;0.2227;1.1259;1.182
4.725124996;0.2926;-0.0592;0.9547;1.006
4.734689612;0.4189;0.0215;1.0608;1.146
4.74435565;0.3006;0.3323;1.1242;1.217
4.754388496;0.3696;-0.0636;0.8645;0.948
4.764494342;0.5377;-0.0012;1.0165;1.154
4.774550265;0.381;0.1663;1.081;1.164
4.784559227;0.3597;0.285;1.1075;1.205
4.79489815;0.5006;-0.2679;0.8108;0.993
4.807373188;0.2894;0.2698;1.0436;1.123
4.826438381;0.2894;0.2698;1.0436;1.123
4.828140496;0.5383;-0.1092;0.7949;0.97
4.83566515;0.3197;0.3591;1.0428;1.155
4.844381342;0.4534;0.2905;1.2147;1.335
4.854550919;0.5328;-0.1728;0.6116;0.831
4.864521496;0.4235;0.0474;0.7565;0.873
4.874394073;0.4504;0.2982;1.0397;1.177
4.88433565;0.4531;0.3364;1.1606;1.296
4.894603073;0.4274;-0.3462;0.5666;0.792
4.906980804;0.465;0.2279;1.0778;1.201
4.924999035;0.2102;0.1101;1.2674;1.297
4.927077034;0.401;0.3462;1.0854;1.214
4.934364958;0.4945;0.0639;0.8523;0.992
4.944370611;0.6317;-0.1474;0.5458;0.848
4.954383996;0.4738;0.2441;1.0035;1.141
4.966746111;0.4328;0.3724;1.2167;1.35
4.974483804;0.574;0.1412;1.0748;1.231
4.984844073;0.4577;0.0809;1.1373;1.234
4.994713996;0.4332;-0.2215;0.6462;0.812
5.008558342;0.4737;0.3028;0.9813;1.136
5.028575111;0.3354;0.1649;1.2444;1.306
5.031024919;0.4931;0.199;0.9075;1.057
5.034448842;0.454;0.2557;0.8875;1.034
5.044316957;0.4725;-0.3902;0.4817;0.78
5.054592111;0.4995;0.3141;1.0107;1.175
5.064681073;0.1875;0.1975;1.2365;1.274
5.074789765;0.4711;0.0603;1.0522;1.16
5.084549765;0.3445;0.2437;1.08;1.166
5.094526573;0.2548;0.0529;1.1165;1.153
5.105863534;0.5178;0.0574;0.7791;0.941
5.12347865;0.2811;0.0922;1.2515;1.293
5.126169765;0.3695;-0.0235;0.8912;0.97
5.134588496;0.3729;0.205;0.7804;0.894
5.144478842;0.3742;0.2763;1.3505;1.435
5.154783957;0.5488;0.1333;1.1634;1.298
5.164924804;0.5265;0.2274;1.0986;1.244
5.174598688;0.3349;0.2162;1.016;1.098
5.185200842;0.4358;0.036;0.6916;0.822
5.194914073;0.5223;0.1752;1.1248;1.258
5.205234534;0.4959;0.1537;1.3207;1.425
5.21907465;0.2388;0.1182;1.0341;1.075
5.224569842;0.077;-0.0075;0.7405;0.752
5.234863188;0.436;0.372;1.2922;1.42
5.244661111;0.2041;0.0612;1.2094;1.235
5.254438419;0.258;0.0977;1.0428;1.085
5.264220688;0.3182;0.277;1.2193;1.297
5.274558073;0.1893;0.0673;1.2972;1.32
5.284813573;0.5055;0.0463;1.0809;1.199
5.303991496;0.318;0.1577;1.1973;1.255
5.306636303;0.2384;0.1;1.0744;1.112
5.32631465;0.3722;0.1085;0.9877;1.067
5.32797138;0.383;0.2442;1.1439;1.237
5.335553803;0.5176;0.2695;1.1277;1.275
5.344547957;0.4824;0.1408;1.0198;1.142
5.35469888;0.3883;0.1588;0.7172;0.836
5.364850726;0.4887;0.2935;1.0748;1.222
5.374611034;0.524;0.2296;1.2393;1.37
5.384701073;0.5282;0.1921;0.8775;1.046
5.394965303;0.3952;0.1253;0.7639;0.874
5.406542457;0.4306;0.2839;1.109;1.229
5.433317342;0.3711;0.2565;1.0875;1.183
5.435733226;0.3899;0.1137;0.9906;1.076
5.436901303;0.4376;0.1256;0.9243;1.035
5.445273457;0.312;0.313;0.8578;0.971
5.455267265;0.3397;0.2176;0.8781;0.972
5.464436419;0.576;0.0665;1.1864;1.325
5.474673573;0.4564;0.141;1.1413;1.243
5.484479688;0.3393;0.3144;1.0757;1.177
5.495588726;0.5055;0.1722;0.9167;1.065
