time;gFx;gFy;gFz;wx;wy;wz
2.246;-0.04;0.09;0.96;0.1;-0.08;-0.05
2.261;-0.04;0.09;0.96;0.14;-0.12;-0.06
2.262;-0.04;0.11;0.96;0.14;-0.12;-0.06
2.263;-0.04;0.11;0.96;0.13;-0.15;-0.1
2.278;-0.02;0.1;0.97;0.13;-0.15;-0.1
2.28;-0.02;0.1;0.97;0.12;-0.16;-0.14
2.282;0.0;0.1;0.99;0.12;-0.16;-0.14
2.283;0.0;0.1;0.99;0.1;-0.17;-0.18
2.291;0.0;0.09;1.01;0.1;-0.17;-0.18
2.293;0.0;0.09;1.01;0.09;-0.17;-0.22
2.297;0.01;0.09;1.03;0.09;-0.17;-0.22
2.302;0.01;0.09;1.03;0.09;-0.17;-0.27
2.306;0.02;0.1;1.03;0.09;-0.17;-0.27
2.31;0.02;0.1;1.03;0.11;-0.16;-0.31
2.318;0.01;0.1;1.03;0.11;-0.16;-0.31
2.321;0.01;0.1;1.03;0.12;-0.15;-0.35
2.326;0.0;0.1;1.04;0.12;-0.15;-0.35
2.33;0.0;0.1;1.04;0.13;-0.14;-0.4
2.336;-0.01;0.1;1.04;0.13;-0.14;-0.4
2.34;-0.01;0.1;1.04;0.14;-0.13;-0.45
2.346;-0.03;0.09;1.04;0.14;-0.13;-0.45
2.36;-0.03;0.09;1.04;0.15;-0.1;-0.5
2.362;-0.04;0.08;1.02;0.15;-0.1;-0.5
2.363;-0.04;0.08;1.02;0.17;-0.05;-0.54
2.374;-0.04;0.09;1.0;0.17;-0.05;-0.54
2.375;-0.04;0.09;1.0;0.18;-0.01;-0.56
2.377;-0.04;0.1;0.98;0.18;-0.01;-0.56
2.381;-0.04;0.1;0.98;0.19;0.05;-0.58
2.386;-0.05;0.12;0.94;0.19;0.05;-0.58
2.391;-0.05;0.12;0.94;0.19;0.09;-0.6
2.396;-0.05;0.13;0.93;0.19;0.09;-0.6
2.4;-0.05;0.13;0.93;0.13;0.13;-0.62
2.406;-0.09;0.16;0.92;0.13;0.13;-0.62
2.41;-0.09;0.16;0.92;0.14;0.1;-0.64
2.416;-0.1;0.18;0.96;0.14;0.1;-0.64
2.42;-0.1;0.18;0.96;0.12;0.04;-0.63
2.426;-0.1;0.2;0.98;0.12;0.04;-0.63
2.43;-0.1;0.2;0.98;0.12;-0.01;-0.6
2.436;-0.11;0.2;1.01;0.12;-0.01;-0.6
2.44;-0.11;0.2;1.01;0.1;-0.07;-0.57
2.447;-0.11;0.17;1.05;0.1;-0.07;-0.57
2.461;-0.11;0.17;1.05;0.09;-0.14;-0.52
2.462;-0.11;0.12;1.06;0.09;-0.14;-0.52
2.464;-0.11;0.12;1.06;0.1;-0.12;-0.51
2.479;-0.13;0.04;1.05;0.1;-0.12;-0.51
2.481;-0.13;0.04;1.05;0.1;-0.08;-0.51
2.482;-0.13;-0.01;1.02;0.1;-0.08;-0.51
2.483;-0.13;-0.01;1.02;0.1;-0.05;-0.51
2.492;-0.13;-0.03;0.99;0.1;-0.05;-0.51
2.494;-0.13;-0.03;0.99;0.11;-0.04;-0.5
2.497;-0.14;-0.04;0.97;0.11;-0.04;-0.5
2.506;-0.14;-0.04;0.97;0.11;-0.05;-0.5
2.508;-0.15;-0.05;0.95;0.11;-0.05;-0.5
2.512;-0.15;-0.05;0.95;0.11;-0.07;-0.48
2.517;-0.17;-0.05;0.94;0.11;-0.07;-0.48
2.521;-0.17;-0.05;0.94;0.11;-0.1;-0.43
2.527;-0.19;-0.05;0.93;0.11;-0.1;-0.43
2.532;-0.19;-0.05;0.93;0.11;-0.15;-0.37
2.537;-0.2;-0.04;0.93;0.11;-0.15;-0.37
2.542;-0.2;-0.04;0.93;0.11;-0.19;-0.3
2.547;-0.2;-0.02;0.94;0.11;-0.19;-0.3
2.55;-0.2;-0.02;0.94;0.11;-0.23;-0.22
2.556;-0.2;0.01;0.95;0.11;-0.23;-0.22
2.56;-0.2;0.01;0.95;0.12;-0.26;-0.14
2.577;-0.19;0.04;0.96;0.12;-0.26;-0.14
2.579;-0.19;0.04;0.96;0.14;-0.28;-0.07
2.58;-0.18;0.08;0.97;0.14;-0.28;-0.07
2.582;-0.18;0.08;0.97;0.16;-0.29;-0.03
2.593;-0.17;0.12;0.98;0.16;-0.29;-0.03
2.595;-0.17;0.12;0.98;0.17;-0.29;0.0
2.597;-0.17;0.16;0.98;0.17;-0.29;0.0
2.607;-0.17;0.16;0.98;0.18;-0.28;-0.01
2.609;-0.16;0.19;0.98;0.18;-0.28;-0.01
2.611;-0.16;0.19;0.98;0.17;-0.26;-0.03
2.617;-0.16;0.2;0.97;0.17;-0.26;-0.03
2.621;-0.16;0.2;0.97;0.16;-0.23;-0.06
2.626;-0.16;0.2;0.95;0.16;-0.23;-0.06
2.632;-0.16;0.2;0.95;0.14;-0.21;-0.08
2.636;-0.16;0.18;0.94;0.14;-0.21;-0.08
2.64;-0.16;0.18;0.94;0.11;-0.19;-0.09
2.647;-0.17;0.16;0.92;0.11;-0.19;-0.09
2.65;-0.17;0.16;0.92;0.07;-0.19;-0.09
2.656;-0.17;0.13;0.91;0.07;-0.19;-0.09
2.661;-0.17;0.13;0.91;0.04;-0.19;-0.07
2.685;-0.17;0.1;0.91;0.04;-0.19;-0.07
2.687;-0.17;0.1;0.91;0.02;-0.19;-0.05
2.688;-0.18;0.08;0.9;0.02;-0.19;-0.05
2.689;-0.18;0.08;0.9;0.0;-0.2;-0.02
2.69;-0.17;0.06;0.91;0.0;-0.2;-0.02
2.692;-0.17;0.06;0.91;-0.02;-0.21;0.01
2.697;-0.18;0.05;0.92;-0.02;-0.21;0.01
2.703;-0.18;0.05;0.92;-0.03;-0.22;0.03
2.707;-0.18;0.05;0.95;-0.03;-0.22;0.03
2.71;-0.18;0.05;0.95;-0.03;-0.22;0.05
2.718;-0.18;0.06;0.98;-0.03;-0.22;0.05
2.721;-0.18;0.06;0.98;-0.03;-0.22;0.06
2.727;-0.19;0.08;1.0;-0.03;-0.22;0.06
2.735;-0.19;0.08;1.0;-0.03;-0.22;0.07
2.738;-0.2;0.09;1.02;-0.03;-0.22;0.07
2.74;-0.2;0.09;1.02;-0.02;-0.2;0.07
2.747;-0.2;0.1;1.03;-0.02;-0.2;0.07
2.751;-0.2;0.1;1.03;-0.02;-0.17;0.07
2.756;-0.21;0.11;1.04;-0.02;-0.17;0.07
2.761;-0.21;0.11;1.04;-0.01;-0.13;0.08
2.776;-0.2;0.13;1.03;-0.01;-0.13;0.08
2.778;-0.2;0.13;1.03;-0.01;-0.08;0.08
2.779;-0.19;0.14;1.0;-0.01;-0.08;0.08
2.78;-0.19;0.14;1.0;-0.01;-0.04;0.09
2.792;-0.18;0.15;0.96;-0.01;-0.04;0.09
2.794;-0.18;0.15;0.96;0.0;0.0;0.09
2.802;-0.18;0.16;0.92;0.0;0.0;0.09
2.803;-0.18;0.16;0.92;-0.01;0.01;0.1
2.806;-0.18;0.16;0.89;-0.01;0.01;0.1
2.811;-0.18;0.16;0.89;-0.02;0.0;0.1
2.817;-0.18;0.15;0.88;-0.02;0.0;0.1
2.821;-0.18;0.15;0.88;-0.03;-0.03;0.12
2.826;-0.18;0.15;0.87;-0.03;-0.03;0.12
2.832;-0.18;0.15;0.87;-0.04;-0.07;0.14
2.836;-0.19;0.15;0.89;-0.04;-0.07;0.14
2.84;-0.19;0.15;0.89;-0.06;-0.11;0.16
2.849;-0.21;0.15;0.93;-0.06;-0.11;0.16
2.852;-0.21;0.15;0.93;-0.08;-0.14;0.19
2.856;-0.23;0.15;0.99;-0.08;-0.14;0.19
2.86;-0.23;0.15;0.99;-0.11;-0.15;0.21
2.875;-0.21;0.17;1.08;-0.11;-0.15;0.21
2.877;-0.21;0.17;1.08;-0.13;-0.13;0.24
2.878;-0.09;0.26;1.25;-0.13;-0.13;0.24
2.881;-0.09;0.26;1.25;-0.15;-0.08;0.25
2.89;0.08;0.42;1.43;-0.15;-0.08;0.25
2.892;0.08;0.42;1.43;-0.15;0.01;0.24
2.903;0.23;0.5;1.52;-0.15;0.01;0.24
2.904;0.23;0.5;1.52;-0.1;0.07;0.17
2.907;0.2;0.43;1.55;-0.1;0.07;0.17
2.911;0.2;0.43;1.55;-0.08;0.03;0.04
2.916;0.0;0.31;1.61;-0.08;0.03;0.04
2.921;0.0;0.31;1.61;-0.11;-0.05;-0.08
2.926;-0.14;0.23;1.69;-0.11;-0.05;-0.08
2.932;-0.14;0.23;1.69;-0.13;0.0;-0.14
2.936;-0.14;0.18;1.65;-0.13;0.0;-0.14
2.94;-0.14;0.18;1.65;-0.1;0.22;-0.16
2.948;-0.08;0.15;1.49;-0.1;0.22;-0.16
2.95;-0.08;0.15;1.49;-0.11;0.53;-0.19
2.956;0.01;0.1;1.28;-0.11;0.53;-0.19
2.96;0.01;0.1;1.28;-0.15;0.78;-0.25
2.976;0.08;0.04;1.08;-0.15;0.78;-0.25
2.978;0.08;0.04;1.08;-0.21;0.91;-0.29
2.979;0.12;-0.05;0.92;-0.21;0.91;-0.29
2.993;0.12;-0.05;0.92;-0.25;0.87;-0.3
2.995;0.13;-0.12;0.82;-0.25;0.87;-0.3
2.997;0.13;-0.12;0.82;-0.28;0.73;-0.25
2.998;0.11;-0.15;0.77;-0.28;0.73;-0.25
3.003;0.11;-0.15;0.77;-0.28;0.53;-0.15
3.009;0.1;-0.15;0.75;-0.28;0.53;-0.15
3.011;0.1;-0.15;0.75;-0.25;0.33;-0.02
3.019;0.12;-0.13;0.74;-0.25;0.33;-0.02
3.022;0.12;-0.13;0.74;-0.21;0.17;0.1
3.027;0.14;-0.09;0.77;-0.21;0.17;0.1
3.032;0.14;-0.09;0.77;-0.19;0.07;0.17
3.037;0.15;-0.04;0.82;-0.19;0.07;0.17
3.041;0.15;-0.04;0.82;-0.16;0.03;0.18
3.048;0.16;0.02;0.89;-0.16;0.03;0.18
3.051;0.16;0.02;0.89;-0.13;0.03;0.14
3.056;0.17;0.07;0.94;-0.13;0.03;0.14
3.061;0.17;0.07;0.94;-0.09;0.07;0.05
3.077;0.18;0.11;0.97;-0.09;0.07;0.05
3.08;0.18;0.11;0.97;-0.04;0.11;-0.08
3.082;0.18;0.12;0.98;-0.04;0.11;-0.08
3.083;0.18;0.12;0.98;-0.01;0.12;-0.41
3.087;0.17;0.12;0.99;-0.01;0.12;-0.41
3.091;0.17;0.12;0.99;-0.02;0.11;-0.54
3.099;0.15;0.12;0.99;-0.02;0.11;-0.54
3.102;0.15;0.12;0.99;-0.06;-0.03;-0.64
3.107;0.11;0.11;1.0;-0.06;-0.03;-0.64
3.111;0.11;0.11;1.0;-0.11;-0.13;-0.68
3.116;0.08;0.09;1.03;-0.11;-0.13;-0.68
3.121;0.08;0.09;1.03;-0.17;-0.2;-0.68
3.126;0.04;0.04;1.05;-0.17;-0.2;-0.68
3.132;0.04;0.04;1.05;-0.22;-0.2;-0.66
3.136;0.01;-0.01;1.07;-0.22;-0.2;-0.66
3.142;0.01;-0.01;1.07;-0.24;-0.15;-0.61
3.149;-0.01;-0.06;1.05;-0.24;-0.15;-0.61
3.152;-0.01;-0.06;1.05;-0.24;-0.07;-0.55
3.156;-0.01;-0.1;1.0;-0.24;-0.07;-0.55
3.16;-0.01;-0.1;1.0;-0.23;0.01;-0.49
3.175;-0.01;-0.15;0.93;-0.23;0.01;-0.49
3.178;-0.01;-0.15;0.93;-0.21;0.08;-0.45
3.179;0.0;-0.19;0.87;-0.21;0.08;-0.45
3.192;0.0;-0.19;0.87;-0.2;0.11;-0.41
3.193;0.01;-0.22;0.81;-0.2;0.11;-0.41
3.194;0.01;-0.22;0.81;-0.21;0.1;-0.37
3.204;-0.02;-0.21;0.77;-0.21;0.1;-0.37
3.206;-0.02;-0.21;0.77;-0.22;0.06;-0.33
3.207;-0.03;-0.19;0.75;-0.22;0.06;-0.33
3.211;-0.03;-0.19;0.75;-0.23;0.0;-0.29
3.218;-0.04;-0.17;0.75;-0.23;0.0;-0.29
3.221;-0.04;-0.17;0.75;-0.24;-0.05;-0.26
3.226;-0.04;-0.12;0.76;-0.24;-0.05;-0.26
3.232;-0.04;-0.12;0.76;-0.27;-0.09;-0.26
3.236;-0.05;-0.08;0.77;-0.27;-0.09;-0.26
3.24;-0.05;-0.08;0.77;-0.28;-0.12;-0.26
3.248;-0.05;-0.04;0.79;-0.28;-0.12;-0.26
3.251;-0.05;-0.04;0.79;-0.29;-0.13;-0.26
3.256;-0.05;-0.02;0.8;-0.29;-0.13;-0.26
3.261;-0.05;-0.02;0.8;-0.29;-0.14;-0.27
3.276;-0.04;0.0;0.82;-0.29;-0.14;-0.27
3.278;-0.04;0.0;0.82;-0.28;-0.14;-0.27
3.279;-0.04;0.01;0.81;-0.28;-0.14;-0.27
3.281;-0.04;0.01;0.81;-0.26;-0.14;-0.27
3.292;-0.03;0.01;0.83;-0.26;-0.14;-0.27
3.294;-0.03;0.01;0.83;-0.23;-0.16;-0.27
3.304;-0.03;0.0;0.85;-0.23;-0.16;-0.27
3.306;-0.03;0.0;0.85;-0.19;-0.18;-0.27
3.307;-0.04;-0.01;0.89;-0.19;-0.18;-0.27
3.31;-0.04;-0.01;0.89;-0.14;-0.22;-0.29
3.318;-0.05;-0.03;0.93;-0.14;-0.22;-0.29
3.321;-0.05;-0.03;0.93;-0.11;-0.24;-0.31
3.327;-0.08;-0.05;0.99;-0.11;-0.24;-0.31
3.334;-0.08;-0.05;0.99;-0.07;-0.25;-0.32
3.336;-0.11;-0.06;1.05;-0.07;-0.25;-0.32
3.341;-0.11;-0.06;1.05;-0.03;-0.25;-0.32
3.348;-0.13;-0.07;1.1;-0.03;-0.25;-0.32
3.35;-0.13;-0.07;1.1;0.02;-0.21;-0.31
3.357;-0.17;-0.11;1.17;0.02;-0.21;-0.31
3.36;-0.17;-0.11;1.17;0.06;-0.14;-0.29
3.387;-0.17;-0.13;1.16;0.06;-0.14;-0.29
3.388;-0.17;-0.13;1.16;0.07;-0.06;-0.25
3.39;-0.17;-0.14;1.13;0.07;-0.06;-0.25
3.391;-0.17;-0.14;1.13;0.08;0.03;-0.21
3.392;-0.16;-0.14;1.08;0.08;0.03;-0.21
3.394;-0.16;-0.14;1.08;0.06;0.12;-0.17
3.404;-0.14;-0.14;1.03;0.06;0.12;-0.17
3.408;-0.14;-0.14;1.03;0.04;0.19;-0.13
3.408;-0.12;-0.14;0.98;0.04;0.19;-0.13
3.411;-0.12;-0.14;0.98;0.02;0.25;-0.09
3.416;-0.1;-0.13;0.94;0.02;0.25;-0.09
3.421;-0.1;-0.13;0.94;0.01;0.27;-0.05
3.426;-0.08;-0.13;0.93;0.01;0.27;-0.05
3.433;-0.08;-0.13;0.93;0.0;0.25;-0.01
3.436;-0.08;-0.13;0.94;0.0;0.25;-0.01
3.44;-0.08;-0.13;0.94;-0.01;0.2;0.02
3.448;-0.1;-0.12;0.98;-0.01;0.2;0.02
3.45;-0.1;-0.12;0.98;-0.02;0.14;0.04
3.456;-0.14;-0.12;1.03;-0.02;0.14;0.04
3.461;-0.14;-0.12;1.03;-0.01;0.1;0.05
3.475;-0.18;-0.1;1.09;-0.01;0.1;0.05
3.477;-0.18;-0.1;1.09;-0.01;0.07;0.06
3.48;-0.22;-0.07;1.14;-0.01;0.07;0.06
3.481;-0.22;-0.07;1.14;0.0;0.08;0.06
3.491;-0.25;-0.04;1.17;0.0;0.08;0.06
3.493;-0.25;-0.04;1.17;0.01;0.11;0.04
3.501;-0.28;-0.02;1.19;0.01;0.11;0.04
3.506;-0.28;-0.02;1.19;0.03;0.15;0.01
3.507;-0.31;0.0;1.19;0.03;0.15;0.01
3.51;-0.31;0.0;1.19;0.05;0.19;-0.04
3.516;-0.32;0.01;1.17;0.05;0.19;-0.04
3.52;-0.32;0.01;1.17;0.07;0.24;-0.1
3.526;-0.33;0.03;1.17;0.07;0.24;-0.1
3.531;-0.33;0.03;1.17;0.07;0.29;-0.18
3.536;-0.32;0.03;1.19;0.07;0.29;-0.18
3.54;-0.32;0.03;1.19;0.08;0.34;-0.26
3.547;-0.25;0.0;1.25;0.08;0.34;-0.26
3.55;-0.25;0.0;1.25;0.09;0.39;-0.3
3.556;-0.12;-0.06;1.28;0.09;0.39;-0.3
3.561;-0.12;-0.06;1.28;0.11;0.43;-0.29
3.573;0.01;-0.08;1.27;0.11;0.43;-0.29
3.575;0.01;-0.08;1.27;0.1;0.4;-0.23
3.577;0.04;-0.1;1.29;0.1;0.4;-0.23
3.589;0.04;-0.1;1.29;0.01;0.27;-0.2
3.591;0.04;-0.19;1.3;0.01;0.27;-0.2
3.592;0.04;-0.19;1.3;-0.08;0.11;-0.17
3.598;0.0;-0.29;1.33;-0.08;0.11;-0.17
3.601;0.0;-0.29;1.33;-0.18;0.02;-0.13
3.606;-0.06;-0.33;1.38;-0.18;0.02;-0.13
3.61;-0.06;-0.33;1.38;-0.26;0.04;-0.09
3.616;-0.06;-0.33;1.4;-0.26;0.04;-0.09
3.62;-0.06;-0.33;1.4;-0.24;0.18;0.0
3.627;0.0;-0.29;1.32;-0.24;0.18;0.0
3.631;0.0;-0.29;1.32;-0.15;0.38;0.11
3.636;0.06;-0.22;1.15;-0.15;0.38;0.11
3.64;0.06;-0.22;1.15;-0.06;0.55;0.21
3.647;0.12;-0.14;0.97;-0.06;0.55;0.21
3.651;0.12;-0.14;0.97;0.0;0.61;0.27
3.656;0.17;-0.05;0.85;0.0;0.61;0.27
3.661;0.17;-0.05;0.85;0.01;0.58;0.25
3.674;0.2;0.05;0.73;0.01;0.58;0.25
3.675;0.2;0.05;0.73;0.0;0.53;0.19
3.677;0.22;0.12;0.64;0.0;0.53;0.19
3.691;0.22;0.12;0.64;0.0;0.47;0.1
3.692;0.23;0.18;0.56;0.0;0.47;0.1
3.694;0.23;0.18;0.56;-0.02;0.43;0.01
3.701;0.23;0.21;0.54;-0.02;0.43;0.01
3.703;0.23;0.21;0.54;-0.03;0.46;-0.07
3.706;0.18;0.21;0.45;-0.03;0.46;-0.07
3.711;0.18;0.21;0.45;-0.05;0.35;-0.13
3.716;0.13;0.24;0.49;-0.05;0.35;-0.13
3.72;0.13;0.24;0.49;-0.05;0.15;-0.13
3.726;0.09;0.26;0.53;-0.05;0.15;-0.13
3.732;0.09;0.26;0.53;-0.04;-0.02;-0.1
3.736;0.05;0.21;0.65;-0.04;-0.02;-0.1
3.74;0.05;0.21;0.65;-0.05;-0.33;0.0
3.749;0.0;0.13;0.8;-0.05;-0.33;0.0
3.75;0.0;0.13;0.8;-0.03;-0.4;0.08
3.761;0.0;0.13;0.8;0.0;-0.44;0.16
3.774;-0.08;-0.03;1.06;0.0;-0.44;0.16
3.775;-0.08;-0.03;1.06;0.03;-0.44;0.23
3.778;-0.1;-0.1;1.2;0.03;-0.44;0.23
3.791;-0.1;-0.1;1.2;0.05;-0.39;0.27
3.793;-0.1;-0.13;1.28;0.05;-0.39;0.27
3.794;-0.1;-0.13;1.28;0.07;-0.29;0.28
3.803;-0.11;-0.13;1.32;0.07;-0.29;0.28
3.804;-0.11;-0.13;1.32;0.08;-0.15;0.27
3.807;-0.1;-0.1;1.28;0.08;-0.15;0.27
3.811;-0.1;-0.1;1.28;0.09;0.01;0.24
3.816;-0.09;-0.06;1.16;0.09;0.01;0.24
3.82;-0.09;-0.06;1.16;0.08;0.13;0.21
3.826;-0.05;-0.03;1.03;0.08;0.13;0.21
3.832;-0.05;-0.03;1.03;0.05;0.21;0.16
3.836;-0.06;0.02;0.9;0.05;0.21;0.16
3.84;-0.06;0.02;0.9;0.02;0.23;0.13
3.847;-0.05;0.04;0.81;0.02;0.23;0.13
3.85;-0.05;0.04;0.81;-0.01;0.21;0.12
3.856;-0.05;0.07;0.75;-0.01;0.21;0.12
3.86;-0.05;0.07;0.75;-0.01;0.16;0.13
3.874;-0.05;0.09;0.7;-0.01;0.16;0.13
3.876;-0.05;0.09;0.7;-0.01;0.06;0.15
3.878;-0.06;0.11;0.68;-0.01;0.06;0.15
3.881;-0.06;0.11;0.68;0.01;-0.06;0.18
3.892;-0.06;0.12;0.69;0.01;-0.06;0.18
3.893;-0.06;0.12;0.69;0.05;-0.18;0.21
3.901;-0.07;0.13;0.73;0.05;-0.18;0.21
3.903;-0.07;0.13;0.73;0.1;-0.27;0.24
3.907;-0.08;0.14;0.77;0.1;-0.27;0.24
3.911;-0.08;0.14;0.77;0.14;-0.34;0.25
3.916;-0.09;0.13;0.82;0.14;-0.34;0.25
3.92;-0.09;0.13;0.82;0.17;-0.39;0.25
3.926;-0.11;0.12;0.88;0.17;-0.39;0.25
3.931;-0.11;0.12;0.88;0.18;-0.41;0.22
3.936;-0.13;0.1;0.93;0.18;-0.41;0.22
3.941;-0.13;0.1;0.93;0.17;-0.41;0.19
3.947;-0.16;0.08;0.99;0.17;-0.41;0.19
3.95;-0.16;0.08;0.99;0.15;-0.39;0.17
3.956;-0.18;0.06;1.03;0.15;-0.39;0.17
3.96;-0.18;0.06;1.03;0.12;-0.34;0.16
3.975;-0.2;0.04;1.06;0.12;-0.34;0.16
3.977;-0.2;0.04;1.06;0.08;-0.27;0.16
3.978;-0.2;0.04;1.06;0.08;-0.27;0.16
3.982;-0.2;0.04;1.06;0.03;-0.19;0.16
3.995;-0.2;0.05;1.04;0.03;-0.19;0.16
3.996;-0.2;0.05;1.04;0.0;-0.13;0.16
3.999;-0.16;0.07;0.95;0.0;-0.13;0.16
4.0;-0.16;0.07;0.95;-0.03;-0.09;0.16
4.006;-0.16;0.07;0.91;-0.03;-0.09;0.16
4.01;-0.16;0.07;0.91;-0.05;-0.08;0.16
4.017;-0.14;0.06;0.9;-0.05;-0.08;0.16
4.021;-0.14;0.06;0.9;-0.06;-0.08;0.16
4.026;-0.14;0.05;0.91;-0.06;-0.08;0.16
4.032;-0.14;0.05;0.91;-0.07;-0.1;0.16
4.036;-0.14;0.05;0.94;-0.07;-0.1;0.16
4.04;-0.14;0.05;0.94;-0.07;-0.11;0.17
4.047;-0.14;0.04;0.99;-0.07;-0.11;0.17
4.05;-0.14;0.04;0.99;-0.07;-0.11;0.16
4.056;-0.14;0.03;1.03;-0.07;-0.11;0.16
4.06;-0.14;0.03;1.03;-0.07;-0.09;0.15
4.073;-0.14;0.01;1.06;-0.07;-0.09;0.15
4.074;-0.14;0.01;1.06;-0.08;-0.07;0.13
4.076;-0.15;0.0;1.08;-0.08;-0.07;0.13
4.088;-0.15;0.0;1.08;-0.1;-0.04;0.12
4.09;-0.17;-0.01;1.11;-0.1;-0.04;0.12
4.091;-0.17;-0.01;1.11;-0.13;-0.01;0.11
4.099;-0.2;-0.01;1.13;-0.13;-0.01;0.11
4.101;-0.2;-0.01;1.13;-0.16;0.02;0.1
4.106;-0.23;0.01;1.15;-0.16;0.02;0.1
4.11;-0.23;0.01;1.15;-0.16;0.04;0.1
4.117;-0.27;0.03;1.16;-0.16;0.04;0.1
4.12;-0.27;0.03;1.16;-0.15;0.06;0.1
4.126;-0.32;0.06;1.15;-0.15;0.06;0.1
4.13;-0.32;0.06;1.15;-0.12;0.09;0.1
4.136;-0.36;0.08;1.13;-0.12;0.09;0.1
4.14;-0.36;0.08;1.13;-0.09;0.12;0.11
4.155;-0.4;0.08;1.11;-0.09;0.12;0.11
4.157;-0.4;0.08;1.11;-0.05;0.17;0.11
4.16;-0.4;0.08;1.11;-0.03;0.23;0.11
4.171;-0.4;0.08;1.1;-0.03;0.23;0.11
4.173;-0.4;0.08;1.1;-0.02;0.3;0.12
4.177;-0.31;0.11;1.17;-0.02;0.3;0.12
4.18;-0.31;0.11;1.17;-0.01;0.36;0.12
4.188;-0.15;0.19;1.29;-0.01;0.36;0.12
4.19;-0.15;0.19;1.29;0.03;0.39;0.11
4.197;0.0;0.24;1.37;0.03;0.39;0.11
4.2;0.0;0.24;1.37;0.13;0.35;0.07
4.206;0.05;0.2;1.43;0.13;0.35;0.07
4.212;0.05;0.2;1.43;0.23;0.22;0.01
4.216;0.02;0.14;1.53;0.23;0.22;0.01
4.22;0.02;0.14;1.53;0.3;0.06;-0.05
4.226;-0.01;0.07;1.58;0.3;0.06;-0.05
4.23;-0.01;0.07;1.58;0.36;-0.01;-0.09
4.236;0.02;0.07;1.58;0.36;-0.01;-0.09
4.241;0.02;0.07;1.58;0.41;0.06;-0.09
4.256;0.12;0.13;1.48;0.41;0.06;-0.09
4.258;0.12;0.13;1.48;0.4;0.22;-0.11
4.26;0.19;0.15;1.31;0.4;0.22;-0.11
4.261;0.19;0.15;1.31;0.36;0.4;-0.18
4.274;0.23;0.12;1.11;0.36;0.4;-0.18
4.277;0.23;0.12;1.11;0.31;0.53;-0.26
4.278;0.24;0.05;0.93;0.31;0.53;-0.26
4.288;0.24;0.05;0.93;0.26;0.59;-0.3
4.29;0.23;-0.03;0.77;0.26;0.59;-0.3
4.291;0.23;-0.03;0.77;0.23;0.6;-0.31
4.299;0.23;-0.09;0.73;0.23;0.6;-0.31
4.301;0.23;-0.09;0.73;0.24;0.57;-0.27
4.307;0.17;-0.15;0.46;0.24;0.57;-0.27
4.312;0.17;-0.15;0.46;0.27;0.54;-0.19
4.317;0.16;-0.21;0.46;0.27;0.54;-0.19
4.32;0.16;-0.21;0.46;0.24;0.33;-0.08
4.328;0.14;-0.25;0.46;0.24;0.33;-0.08
4.331;0.14;-0.25;0.46;0.22;0.14;0.01
4.336;0.07;-0.26;0.51;0.22;0.14;0.01
4.34;0.07;-0.26;0.51;0.2;-0.07;0.04
4.348;0.02;-0.2;0.64;0.2;-0.07;0.04
4.351;0.02;-0.2;0.64;0.16;-0.27;0.07
4.357;-0.02;-0.12;0.78;0.16;-0.27;0.07
4.378;-0.02;-0.12;0.78;0.12;-0.39;0.08
4.382;-0.05;-0.01;0.9;0.12;-0.39;0.08
4.383;-0.05;-0.01;0.9;0.09;-0.42;0.06
4.384;-0.05;0.09;1.02;0.09;-0.42;0.06
4.385;-0.05;0.09;1.02;0.02;-0.42;-0.07
4.387;-0.04;0.17;1.1;0.02;-0.42;-0.07
4.391;-0.04;0.17;1.1;-0.02;-0.38;-0.15
4.396;-0.04;0.22;1.19;-0.02;-0.38;-0.15
4.401;-0.04;0.22;1.19;-0.06;-0.36;-0.22
4.406;-0.04;0.23;1.24;-0.06;-0.36;-0.22
4.412;-0.04;0.23;1.24;-0.1;-0.28;-0.28
4.416;-0.05;0.21;1.24;-0.1;-0.28;-0.28
4.42;-0.05;0.21;1.24;-0.13;-0.14;-0.33
4.427;-0.06;0.15;1.2;-0.13;-0.14;-0.33
4.432;-0.06;0.15;1.2;-0.14;0.03;-0.36
4.436;-0.05;0.08;1.11;-0.14;0.03;-0.36
4.441;-0.05;0.08;1.11;-0.12;0.18;-0.36
4.446;-0.03;0.02;0.99;-0.12;0.18;-0.36
4.451;-0.03;0.02;0.99;-0.1;0.26;-0.35
4.457;-0.01;-0.03;0.87;-0.1;0.26;-0.35
4.476;-0.01;-0.03;0.87;-0.09;0.27;-0.36
4.482;0.01;-0.05;0.76;-0.09;0.27;-0.36
4.483;0.01;-0.05;0.76;-0.09;0.23;-0.38
4.485;0.03;-0.08;0.69;-0.09;0.23;-0.38
4.486;0.03;-0.08;0.69;-0.09;0.15;-0.41
4.487;-0.01;-0.11;0.63;-0.09;0.15;-0.41
4.49;-0.01;-0.11;0.63;-0.11;0.05;-0.41
4.498;-0.01;-0.13;0.61;-0.11;0.05;-0.41
4.5;-0.01;-0.13;0.61;-0.14;-0.06;-0.42
4.506;-0.02;-0.16;0.61;-0.14;-0.06;-0.42
4.511;-0.02;-0.16;0.61;-0.17;-0.16;-0.41
4.516;-0.04;-0.17;0.64;-0.17;-0.16;-0.41
4.52;-0.04;-0.17;0.64;-0.2;-0.26;-0.39
4.528;-0.07;-0.18;0.7;-0.2;-0.26;-0.39
