time;gFx;gFy;gFz;TgF
1.604973962;0.0606;0.0216;0.998;0.987
1.607083389;0.0566;0.0255;0.9941;0.983
1.611938441;0.0566;0.0216;0.996;0.985
1.615481411;0.0586;0.0236;0.9941;0.983
1.620955942;0.0566;0.0255;0.996;0.985
1.623094588;0.0547;0.0216;0.998;0.987
1.628262245;0.0547;0.0236;0.9941;0.983
1.632077506;0.0586;0.0216;0.9921;0.981
1.636788184;0.0586;0.0236;0.9941;0.983
1.639229069;0.0566;0.0236;0.996;0.985
1.643875163;0.0586;0.0255;0.9941;0.983
1.647965997;0.0606;0.0236;0.9902;0.98
1.653802248;0.0566;0.0236;0.996;0.985
1.655347977;0.0566;0.0236;0.9941;0.983
1.659959019;0.0566;0.0216;0.998;0.987
1.664055061;0.0547;0.0236;0.996;0.985
1.667129489;0.0586;0.0236;0.996;0.985
1.673957146;0.0566;0.0197;0.996;0.985
1.675287354;0.0566;0.0216;0.9921;0.981
1.680600063;0.0586;0.0197;0.996;0.985
1.702456315;0.0606;0.0216;0.9921;0.982
1.703544857;0.0586;0.0216;0.998;0.987
1.704287669;0.0606;0.0236;0.9921;0.982
1.704819128;0.0606;0.0236;0.9941;0.984
1.705438399;0.0566;0.0236;0.996;0.985
1.705918034;0.0586;0.0216;0.9941;0.983
1.708038191;0.0586;0.0197;0.9941;0.983
1.711734962;0.0586;0.0236;0.996;0.985
1.71611741;0.0566;0.0236;0.996;0.985
1.719671161;0.0625;0.0216;0.998;0.988
1.723428348;0.0625;0.0197;0.996;0.986
1.728321161;0.0566;0.0216;0.9941;0.983
1.73165163;0.0586;0.0216;0.9941;0.983
1.739582881;0.0606;0.0236;0.9941;0.984
1.740594496;0.0566;0.0236;0.996;0.985
1.744527725;0.0586;0.0216;0.996;0.985
1.748443038;0.0586;0.0216;0.996;0.985
1.754045904;0.0606;0.0255;0.9941;0.984
1.755311477;0.0586;0.0236;0.996;0.985
1.760426425;0.0586;0.0236;0.9921;0.981
1.764312259;0.0586;0.0216;0.9941;0.983
1.773823145;0.0566;0.0216;0.9921;0.981
1.774847416;0.0566;0.0236;0.9941;0.983
1.775446947;0.0566;0.0216;0.996;0.985
1.779426948;0.0586;0.0236;0.998;0.987
1.801539971;0.0606;0.0216;0.996;0.985
1.802566065;0.0547;0.0216;0.9921;0.981
1.803346221;0.0566;0.0236;0.996;0.985
1.8041707;0.0547;0.0216;0.996;0.985
1.804804606;0.0586;0.0255;0.9902;0.979
1.805309659;0.0586;0.0255;0.9941;0.983
1.808107263;0.0566;0.0236;0.996;0.985
1.811778566;0.0606;0.0236;0.9941;0.984
1.816758306;0.0586;0.0236;0.996;0.985
1.82004815;0.0586;0.0216;0.9941;0.983
1.823825181;0.0606;0.0275;0.9921;0.982
1.828537578;0.0606;0.0236;0.996;0.985
1.831922422;0.0586;0.0255;0.996;0.985
1.839652891;0.0606;0.0216;0.9941;0.984
1.84078211;0.0547;0.0216;0.9921;0.981
1.844869506;0.0566;0.0216;0.9941;0.983
1.8487606;0.0586;0.0216;0.996;0.985
1.853715393;0.0527;0.0216;0.996;0.985
1.856121382;0.0586;0.0236;0.9902;0.979
1.860398518;0.0566;0.0236;0.998;0.987
1.863741956;0.0606;0.0216;0.996;0.985
1.867401592;0.0566;0.0197;0.996;0.985
1.875294978;0.0606;0.0236;0.9921;0.982
1.875987009;0.0547;0.0236;0.9941;0.983
1.880338624;0.0566;0.0255;0.9902;0.979
1.88365326;0.0586;0.0216;0.996;0.985
1.901929043;0.0566;0.0216;0.996;0.985
1.902750137;0.0586;0.0255;0.9921;0.981
1.903398418;0.0566;0.0236;0.996;0.985
1.90400571;0.0586;0.0236;0.9941;0.983
1.904439564;0.0625;0.0216;0.996;0.986
1.912311857;0.0625;0.0236;0.9941;0.984
1.912954253;0.0606;0.0236;0.998;0.987
1.916631284;0.0586;0.0236;0.996;0.985
1.94067863;0.0547;0.0255;0.9921;0.981
1.941433631;0.0566;0.0255;0.996;0.985
1.941868474;0.0547;0.0275;0.9921;0.981
1.942434933;0.0586;0.0216;0.9941;0.983
1.942880922;0.0586;0.0236;0.9941;0.983
1.943357954;0.0586;0.0236;0.9999;0.989
1.943978995;0.0547;0.0255;0.9941;0.983
1.957860663;0.0586;0.0216;0.996;0.985
1.958770403;0.0566;0.0236;0.996;0.985
1.959356809;0.0586;0.0236;0.9921;0.981
1.959912174;0.0586;0.0236;0.996;0.985
1.974465509;0.0586;0.0216;0.9941;0.983
1.976133061;0.0547;0.0255;0.996;0.985
1.976625353;0.0606;0.0255;0.996;0.985
1.977299415;0.0586;0.0255;0.9941;0.983
2.005024939;0.0566;0.0236;0.9941;0.983
2.005899522;0.0566;0.0216;0.9921;0.981
2.006421449;0.0606;0.0236;0.996;0.985
2.007595668;0.0547;0.0255;0.9902;0.979
2.008384262;0.0547;0.0236;0.996;0.985
2.009107648;0.0547;0.0255;0.996;0.985
2.009623221;0.0566;0.0216;0.996;0.985
2.010097596;0.0586;0.0255;0.996;0.985
2.019075045;0.0586;0.0216;0.996;0.985
2.020705149;0.0606;0.0216;0.9941;0.984
2.022877389;0.0586;0.0255;0.998;0.987
2.02390593;0.0586;0.0236;0.9941;0.983
2.040114317;0.0566;0.0236;0.9921;0.981
2.040938745;0.0547;0.0216;0.998;0.987
2.041336713;0.0566;0.0236;0.9902;0.979
2.041702443;0.0527;0.0197;0.996;0.985
2.058488226;0.0625;0.0236;0.9999;0.99
2.059216351;0.0566;0.0236;0.9882;0.977
2.059713799;0.0586;0.0236;0.9882;0.978
2.060119215;0.0566;0.0197;0.998;0.987
2.060579632;0.0606;0.0236;0.996;0.985
2.073298227;0.0547;0.0216;0.9902;0.979
2.074037446;0.0566;0.0236;0.9941;0.983
2.074514373;0.0527;0.0236;0.996;0.985
2.103000001;0.0566;0.0236;0.996;0.985
2.104017032;0.0606;0.0236;0.9921;0.982
2.104613647;0.0566;0.0255;0.9902;0.979
2.10513948;0.0566;0.0197;0.996;0.985
2.105645574;0.0566;0.0197;0.9999;0.989
2.106106616;0.0547;0.0255;0.9941;0.983
2.106711668;0.0586;0.0236;0.9882;0.978
2.107394064;0.0606;0.0177;0.996;0.986
2.107994064;0.0606;0.0255;0.998;0.987
2.1163362;0.0625;0.0216;0.998;0.988
2.117210783;0.0547;0.0216;0.9921;0.981
2.141973182;0.0547;0.0255;0.9941;0.983
2.142819432;0.0606;0.0275;0.998;0.987
2.143459588;0.0566;0.0236;0.9941;0.983
2.144213182;0.0606;0.0255;0.9863;0.976
2.144773286;0.0606;0.0216;0.9941;0.984
2.14523714;0.0625;0.0236;0.998;0.988
2.145693703;0.0586;0.0236;0.9941;0.983
2.158977819;0.0586;0.0216;0.9941;0.983
2.159846673;0.0527;0.0216;0.9902;0.979
2.160404329;0.0606;0.0236;0.9902;0.98
2.160836882;0.0586;0.0216;0.9941;0.983
2.164903236;0.0547;0.0216;1.0019;0.991
2.176655789;0.0625;0.0255;0.9941;0.984
2.177588862;0.0566;0.0236;0.9823;0.972
2.178040269;0.0606;0.0236;0.9882;0.978
2.18128579;0.0566;0.0255;0.9999;0.989
2.185509957;0.0625;0.0236;0.9999;0.99
2.199153917;0.0566;0.0216;0.9863;0.975
2.199990219;0.0566;0.0236;0.9941;0.983
2.200675479;0.0547;0.0236;0.9999;0.989
2.201356417;0.0586;0.0216;0.996;0.985
2.217128137;0.0625;0.0236;0.9902;0.98
2.218083502;0.0586;0.0236;0.9921;0.981
2.218888189;0.0566;0.0236;1.0038;0.993
2.220072929;0.0606;0.0216;0.9999;0.989
2.220787981;0.0566;0.0255;0.996;0.985
2.227874805;0.0586;0.0236;0.9941;0.983
2.228684128;0.0606;0.0236;0.9941;0.984
2.232362045;0.0586;0.0275;0.9999;0.989
