time;gFx;gFy;gFz;TgF
22.15889502;0.1587;-0.1364;1.9689;1.98
22.16092641;0.0307;-0.041;2.0577;2.058
22.16237252;-0.0062;-0.0114;2.0183;2.018
22.16429964;0.0374;-0.0687;1.6588;1.661
22.16720933;0.1335;-0.0561;1.2176;1.226
22.18012875;0.273;0.0331;0.8397;0.884
22.18726664;0.4077;0.1429;0.5402;0.692
22.19712441;0.4562;0.2421;0.3397;0.618
22.20738114;0.4058;0.3131;0.313;0.601
22.21874975;0.2807;0.2907;0.484;0.631
22.25207891;0.1589;0.1958;0.6991;0.743
22.25422368;-0.0105;0.0563;0.9282;0.93
22.25525006;-0.1275;-0.0862;1.1203;1.131
22.2573156;-0.1725;-0.1705;1.1911;1.216
22.26717568;-0.2248;-0.2132;1.2638;1.301
22.27847029;-0.2061;-0.2145;1.2326;1.268
22.28715945;-0.1964;-0.1874;1.198;1.228
22.29714175;-0.1672;-0.1342;1.1259;1.146
22.30700887;-0.1647;-0.1018;1.0462;1.064
22.31771233;-0.1438;-0.07;0.8236;0.839
22.35603868;-0.1355;-0.0539;0.8236;0.836
22.35824452;-0.0558;0.0696;0.5047;0.513
22.35943448;-0.0075;0.1204;0.4383;0.455
22.37154241;0.02;0.1603;0.359;0.394
22.38331641;0.0159;0.1821;0.3312;0.378
22.38695075;0.0151;0.2075;0.3511;0.408
22.39713329;-0.127;0.1891;0.4214;0.479
22.40732641;-0.1923;0.215;0.5349;0.608
22.41997291;-0.2652;0.2383;0.6406;0.733
22.44993629;-0.2839;0.2283;0.6727;0.765
22.45139852;-0.2569;0.1918;0.6727;0.745
22.45239948;-0.2113;0.1352;0.6657;0.711
22.45703979;-0.1816;0.0548;0.7202;0.745
22.46713448;-0.1461;-0.015;0.7835;0.797
22.47698145;-0.1466;-0.0748;0.8664;0.882
22.49319422;-0.1847;-0.1268;0.9985;1.023
22.50701095;-0.2415;-0.1726;1.296;1.33
22.51696733;-0.2604;-0.151;1.3785;1.411
22.53512645;-0.2744;-0.0599;1.4225;1.45
22.53741245;-0.2959;0.0741;1.4512;1.483
22.57267668;-0.3389;0.219;1.4642;1.519
22.57470033;-0.4251;0.3218;1.4839;1.577
22.57622422;-0.5217;0.3908;1.491;1.627
22.57886902;-0.5788;0.3977;1.434;1.597
22.5872161;-0.6042;0.3878;1.3368;1.517
22.59853175;-0.5901;0.354;1.2159;1.397
22.61999002;-0.4349;0.2217;1.0169;1.128
22.62189787;-0.3401;0.2821;1.2758;1.35
22.65966964;0.0475;0.2289;1.3538;1.374
22.66103064;0.3778;0.3434;1.3747;1.466
22.66226891;0.4501;0.2812;1.5379;1.627
22.66309318;0.3529;0.111;1.7436;1.782
22.66713748;0.2548;-0.0705;1.7506;1.77
22.67830956;0.195;-0.1943;1.5978;1.621
22.68726772;0.1816;-0.2414;1.3825;1.415
22.69714372;0.1978;-0.214;1.1337;1.171
22.70866929;0.204;-0.2081;0.8867;0.933
22.71710098;0.1997;-0.2736;0.7209;0.797
22.73630375;0.1531;-0.4035;0.6298;0.763
22.73856929;0.069;-0.4749;0.6533;0.811
22.77373841;-0.1025;-0.5148;0.8118;0.967
22.77574645;-0.2132;-0.3676;0.9638;1.053
22.77787787;-0.2553;-0.1874;1.0834;1.129
22.77886283;-0.2419;-0.0329;1.1541;1.18
22.78708056;-0.173;0.0843;1.1894;1.205
22.79713398;-0.1628;0.1361;1.1738;1.193
22.8071741;-0.089;0.168;1.0834;1.1
22.81700602;-0.0693;0.1885;0.966;0.987
22.84764495;-0.0059;0.2044;0.8378;0.862
22.8494081;0.0033;0.2237;0.6899;0.725
22.85036545;0.0335;0.2256;0.5672;0.611
22.85702752;0.0643;0.2263;0.4923;0.546
22.86713818;0.0759;0.2083;0.4306;0.484
22.87795706;0.0854;0.1614;0.3915;0.432
22.8870151;0.0603;0.1176;0.3484;0.373
22.8968766;0.0365;0.0485;0.3533;0.358
22.90708652;-0.0167;-0.0231;0.3575;0.359
22.91703229;-0.0845;-0.0955;0.4051;0.425
22.94676964;-0.1382;-0.1385;0.4934;0.531
22.94800852;-0.194;-0.1681;0.6131;0.665
22.94889387;-0.2336;-0.179;0.7278;0.785
22.95683225;-0.2788;-0.1879;0.8409;0.906
22.96734333;-0.3174;-0.1726;0.9475;1.014
22.97724764;-0.3413;-0.1373;1.0173;1.082
22.98687864;-0.3402;-0.0898;1.0548;1.112
22.9969611;-0.3046;-0.0478;1.047;1.091
23.00705806;-0.2558;-0.0128;1.0095;1.041
23.01995537;-0.2064;0.0021;0.9748;0.996
23.05033429;-0.1857;-0.0032;0.9593;0.977
23.05186945;-0.1654;-0.0362;1.0527;1.066
23.05284052;-0.1857;-0.0942;1.153;1.172
23.05720756;-0.2805;-0.1746;1.2849;1.327
23.06734475;-0.4267;-0.2342;1.4514;1.531
23.07849202;-0.5746;-0.2428;1.5871;1.705
23.08697929;-0.6773;-0.2024;1.6445;1.79
23.09697237;-0.7209;-0.1483;1.6062;1.767
23.10714083;-0.6878;-0.1211;1.5253;1.678
23.11878448;-0.4209;-0.1411;1.461;1.527
23.15067148;-0.0342;-0.2652;1.3594;1.385
23.15287041;0.1564;-0.2935;1.4217;1.46
23.15385168;0.1124;-0.2729;1.6239;1.651
23.16136587;0.1022;-0.2438;1.7842;1.804
23.16716741;0.0342;-0.1349;1.8391;1.844
23.17706914;-0.0479;-0.0584;1.8024;1.804
23.18707822;-0.0358;-0.0644;1.6215;1.623
23.19719414;0.0491;-0.0324;1.2805;1.282
23.21749456;0.1892;0.0537;0.9483;0.968
23.21895383;0.3431;0.1526;0.6341;0.737
23.24949779;0.4523;0.235;0.3976;0.646
23.25092091;0.472;0.283;0.3039;0.629
23.25194179;0.3798;0.2715;0.3575;0.588
23.25999333;0.365;0.2586;0.429;0.62
23.26701214;0.2003;0.1733;0.644;0.696
23.27767587;0.0099;0.0622;0.885;0.887
23.28697448;-0.1137;-0.0462;1.0688;1.076
23.29707256;-0.1609;-0.119;1.1424;1.16
23.31426864;-0.2376;-0.1534;1.2297;1.262
23.31713814;-0.2158;-0.1517;1.2355;1.263
23.34238483;-0.1853;-0.1298;1.2174;1.238
23.34381706;-0.1516;-0.0954;1.1612;1.175
23.34701498;-0.1502;-0.0588;1.085;1.097
23.36118045;-0.119;-0.0257;0.9677;0.975
23.36707918;-0.1037;-0.0081;0.8398;0.846
23.37767225;-0.0699;0.0247;0.7147;0.719
23.38714433;-0.0366;0.0517;0.5948;0.598
23.39745291;-0.0048;0.0726;0.5056;0.511
23.41410756;-0.0087;0.077;0.4277;0.435
23.41694779;0.001;0.0803;0.398;0.406
23.44602379;-0.0271;0.0685;0.3987;0.405
23.44827021;-0.0867;0.0491;0.4676;0.478
23.44951356;-0.2016;0.0536;0.5932;0.629
23.4588141;-0.3231;0.119;0.7614;0.836
23.46707995;-0.3899;0.2174;0.8837;0.99
23.47786433;-0.4002;0.2487;0.9192;1.033
23.48697548;-0.3556;0.2422;0.8701;0.971
23.49716633;-0.2919;0.2092;0.793;0.871
23.51392006;-0.2157;0.1513;0.7514;0.796
23.51693368;-0.1159;0.0875;0.7141;0.729
23.54816733;-0.0644;0.0342;0.7109;0.715
23.54984175;-0.0608;-0.0326;0.7746;0.778
23.55069268;-0.1008;-0.085;0.9143;0.924
23.55814737;-0.1587;-0.1044;1.109;1.125
23.56712021;-0.2135;-0.0854;1.2664;1.287
23.57784768;-0.265;-0.0226;1.3442;1.37
23.58691898;-0.3027;0.0812;1.3824;1.417
23.59739525;-0.3472;0.2057;1.3701;1.428
23.61407875;-0.408;0.2805;1.3351;1.424
23.61723014;-0.4754;0.3332;1.3135;1.436
23.64804495;-0.5449;0.3276;1.3299;1.474
23.64934045;-0.5392;0.2866;1.3326;1.466
23.65071241;-0.4054;0.2393;1.3968;1.474
23.65911879;-0.1344;0.2844;1.5439;1.576
23.66706906;0.1727;0.3731;1.6597;1.71
23.67890548;0.2706;0.3065;1.7811;1.827
23.68709468;0.1956;0.1779;1.9839;2.001
23.69779356;0.0958;0.0579;1.9734;1.977
23.7172311;0.0351;-0.0187;1.7834;1.784
23.71907479;0.0088;-0.087;1.5383;1.541
23.75680645;-0.0087;-0.171;1.2736;1.285
23.75875721;-0.032;-0.3749;0.6804;0.777
23.76026641;0.0346;-0.423;0.4961;0.653
23.7614936;0.0533;-0.4481;0.3196;0.553
23.76701041;0.1719;-0.4947;0.28;0.594
23.77707698;0.186;-0.5047;0.2849;0.609
23.78758214;0.0895;-0.4042;0.4443;0.607
23.79715991;-0.0147;-0.1896;0.653;0.68
23.81467768;-0.0573;-0.0112;0.8058;0.808
23.81723195;-0.0781;0.1383;0.9847;0.997
23.85250033;-0.1036;0.2298;1.1182;1.146
23.85400937;-0.1393;0.2802;1.2089;1.249
23.85488564;-0.1606;0.2773;1.2629;1.303
23.86405221;-0.1609;0.2514;1.2237;1.26
23.86717937;-0.1555;0.2542;1.1347;1.173
23.87691398;-0.1096;0.2639;0.9909;1.031
23.88713906;-0.0672;0.2336;0.8396;0.874
23.89687475;-0.0652;0.1983;0.6775;0.709
23.91268425;-0.009;0.1289;0.5525;0.567
23.91723206;-0.0167;0.0321;0.4164;0.418
23.94367718;-0.0347;-0.0708;0.3286;0.338
23.94481056;-0.0702;-0.1444;0.2917;0.333
23.94680179;-0.1236;-0.1902;0.3433;0.411
23.95872825;-0.183;-0.2118;0.4503;0.53
23.96687418;-0.2415;-0.2081;0.6114;0.69
23.97686602;-0.2855;-0.1785;0.7515;0.823
23.98761829;-0.3147;-0.1457;0.8736;0.94
23.99681418;-0.3512;-0.1328;0.9565;1.028
24.01236133;-0.2751;-0.0829;0.9534;0.996
24.01701187;-0.3574;-0.1046;1.0155;1.082
24.04168071;-0.2784;-0.0777;1.066;1.105
24.04296925;-0.2239;-0.0121;1.0901;1.113
24.04686975;-0.1779;0.0485;1.1056;1.121
24.05690845;-0.1301;0.1098;1.139;1.152
24.06688783;-0.1345;0.1362;1.1817;1.197
24.07694633;-0.1644;0.0903;1.2392;1.253
24.08702106;-0.2652;-0.0144;1.3083;1.335
24.09682868;-0.3965;-0.1327;1.3849;1.447
24.11276925;-0.532;-0.2309;1.4485;1.56
24.11687252;-0.6249;-0.2748;1.4916;1.64
24.14693268;-0.6491;-0.2613;1.4513;1.611
24.14902321;-0.6541;-0.2083;1.3541;1.518
24.15034298;-0.6187;-0.1319;1.2208;1.375
24.15717606;-0.5172;-0.0519;1.1071;1.223
24.16694106;-0.2348;0.057;1.0742;1.101
24.17710725;0.1303;0.0687;1.0528;1.063
24.18777895;0.4362;0.0054;1.1969;1.274
24.19682183;0.3622;-0.0909;1.5458;1.59
24.21263664;0.2298;-0.0528;1.7883;1.804
24.21706652;0.0926;0.014;1.913;1.915
24.24555621;0.0154;-0.0024;1.8467;1.847
24.24722087;0.0717;-0.0187;1.6152;1.617
24.24835764;0.1687;0.0321;1.2099;1.222
24.25980314;0.2218;0.1158;0.7974;0.836
24.26731237;0.2482;0.1875;0.5177;0.604
24.27748783;0.2708;0.2367;0.3815;0.524
24.28699895;0.2465;0.2626;0.4225;0.555
24.29719052;0.1584;0.2637;0.5823;0.659
24.31485398;0.0915;0.2503;0.7962;0.84
24.31721998;-0.0365;0.1699;0.9857;1.001
24.34814179;-0.1294;0.0765;1.1008;1.111
24.34953856;-0.1529;-0.0012;1.1404;1.151
24.35072587;-0.1892;-0.0492;1.1416;1.158
24.36035914;-0.1404;-0.0319;1.0846;1.094
24.36703879;-0.1075;-0.0358;0.9894;0.996
24.37707233;-0.1021;-0.05;0.906;0.913
24.38696006;-0.0898;-0.0663;0.8177;0.825
24.39701175;-0.0788;-0.0693;0.74;0.747
24.40831137;-0.0826;-0.0564;0.5719;0.581
24.4169606;-0.0712;-0.0529;0.5719;0.579
24.43045121;-0.0793;-0.0307;0.5051;0.512
24.43690337;-0.0911;0.012;0.4289;0.439
24.46206837;-0.081;0.0283;0.4283;0.437
24.46363764;-0.101;0.0375;0.4536;0.466
24.46724268;-0.118;0.0534;0.5159;0.532
24.47693452;-0.1667;0.091;0.6083;0.637
24.48711029;-0.2122;0.1598;0.7286;0.776
24.49685448;-0.2307;0.218;0.8256;0.885
24.50789083;-0.2359;0.2361;0.89;0.951
24.51692098;-0.2315;0.221;0.9464;0.999
24.52942883;-0.2187;0.1825;0.9698;1.011
24.53773068;-0.2085;0.1253;0.9952;1.024
24.56330294;-0.1953;0.0867;1.0291;1.051
24.56471364;-0.2119;0.0519;1.0697;1.092
24.56725718;-0.2376;0.0298;1.1122;1.138
24.57715875;-0.2477;0.0125;1.1509;1.177
24.58742129;-0.243;-0.0011;1.1625;1.188
24.59714341;-0.2413;-0.0001;1.1338;1.159
24.60701206;-0.2386;0.0463;1.1149;1.141
24.61712756;-0.2604;0.1191;1.1115;1.148
24.62987479;-0.3271;0.1978;1.1484;1.21
24.63716421;-0.4185;0.2586;1.2162;1.312
24.67154644;-0.5088;0.2824;1.2991;1.423
24.67291521;-0.5878;0.2913;1.3861;1.533
24.67414902;-0.6153;0.2614;1.399;1.551
24.67723902;-0.6055;0.2177;1.3977;1.539
24.68841464;-0.4369;0.1761;1.4348;1.51
24.69735106;-0.1212;0.2189;1.5234;1.544
24.70777579;0.1599;0.3848;1.6737;1.725
24.71691137;0.2435;0.2951;1.7133;1.756
24.73265741;0.1888;0.1926;1.8203;1.84
24.76912837;0.1423;0.0987;1.7237;1.732
24.77475991;0.0904;0.0054;1.5722;1.575
24.77650002;0.0906;-0.0704;1.3763;1.381
24.77806183;0.0917;-0.1053;1.1728;1.181
24.77925744;0.1037;-0.1441;0.9775;0.993
24.78980606;0.0941;-0.1979;0.7593;0.79
24.79707991;0.1063;-0.2647;0.6009;0.665
24.80895194;0.0349;-0.3586;0.4466;0.574
24.81708002;0.061;-0.4352;0.4366;0.619
24.82706075;0.0324;-0.4823;0.5218;0.711
24.83806856;-0.0722;-0.3831;0.6875;0.79
24.84832575;-0.1389;-0.2246;0.8435;0.884
24.89559629;-0.1728;-0.0839;0.9543;0.973
24.89794606;-0.1571;0.1097;1.0819;1.099
24.89900302;-0.1716;0.0503;1.1752;1.189
24.89991106;-0.2025;0.1027;1.2362;1.257
24.90087452;-0.1781;0.1555;1.1972;1.22
24.90741429;-0.1345;0.1744;1.0935;1.115
24.91711441;-0.1063;0.1807;0.9469;0.97
24.92729025;-0.075;0.1813;0.7984;0.822
24.93817991;-0.0451;0.1708;0.6762;0.699
24.94810941;0.0107;0.1428;0.5731;0.591
24.99692979;0.032;0.0909;0.4722;0.482
24.99956179;-0.0005;0.0288;0.399;0.4
25.00102691;-0.0075;-0.0149;0.3626;0.363
25.0026721;-0.0136;-0.0535;0.334;0.338
25.0049311;-0.0577;-0.0893;0.3395;0.356
25.00965548;-0.1308;-0.1193;0.4245;0.46
25.01746268;-0.2135;-0.125;0.5325;0.587
25.02814218;-0.2896;-0.1055;0.686;0.752
25.04812091;-0.3475;-0.0871;0.8228;0.897
25.05008364;-0.3655;-0.0811;0.9411;1.013
25.0830201;-0.3469;-0.0738;1.0271;1.087
25.08514468;-0.297;-0.048;1.0901;1.131
25.08744968;-0.2411;-0.0087;1.1184;1.144
25.08825429;-0.2025;0.041;1.1583;1.177
25.09698052;-0.2031;0.0729;1.2072;1.226
25.10700725;-0.2167;0.0782;1.2529;1.274
25.11685498;-0.2395;0.0789;1.2936;1.318
25.12887694;-0.2606;0.0332;1.3058;1.332
25.16924368;-0.3044;-0.0677;1.2765;1.314
25.17076871;-0.3843;-0.1748;1.2782;1.346
25.17181514;-0.4787;-0.2133;1.3089;1.41
25.17309329;-0.5705;-0.1837;1.3593;1.486
25.1770981;-0.6276;-0.1101;1.3627;1.504
25.19062041;-0.6286;-0.0486;1.3583;1.498
25.19680256;-0.3753;-0.0409;1.3073;1.361
25.20684521;-0.1068;-0.1397;1.3185;1.33
25.21676298;0.0762;-0.1815;1.3944;1.408
25.22910602;0.0633;-0.1766;1.5505;1.562
25.27287379;0.1251;-0.134;1.6412;1.651
25.27420714;0.1104;-0.1158;1.5841;1.592
25.27502533;0.1533;-0.1643;1.4827;1.5
25.27573268;0.202;-0.2509;1.2742;1.314
25.27698414;0.2196;-0.2582;1.0354;1.089
25.28768337;0.2581;-0.1991;0.857;0.917
25.29676168;0.3038;-0.1094;0.7233;0.792
25.30706994;0.3271;0.0004;0.6694;0.745
25.31707775;0.2935;0.0958;0.7255;0.788
25.33067656;0.2056;0.1507;0.8766;0.913
25.37306479;0.0509;0.1264;1.0558;1.065
25.3745041;-0.0875;0.0577;1.2013;1.206
25.37569968;-0.1895;-0.0364;1.2753;1.29
25.37684494;-0.2325;-0.0974;1.2737;1.298
25.37818891;-0.2246;-0.1064;1.219;1.244
25.38790102;-0.1732;-0.0777;1.1126;1.129
25.39691814;-0.1178;-0.039;0.9832;0.991
25.4069171;-0.0788;-0.0159;0.8567;0.86
25.41688641;-0.0445;-0.0049;0.7398;0.741
25.43019175;-0.0337;0.0037;0.6478;0.649
25.47736791;-0.0156;0.011;0.5598;0.56
25.47879221;0.0024;0.0194;0.492;0.492
25.4795876;0.0156;0.0461;0.4406;0.443
25.48054879;0.0071;0.0733;0.3702;0.377
25.48154464;0.018;0.1033;0.3678;0.382
25.48860225;-0.0128;0.1248;0.3647;0.386
25.49693417;-0.0526;0.136;0.4063;0.432
25.50692994;-0.1345;0.1594;0.481;0.524
25.51699291;-0.2351;0.1936;0.6082;0.68
25.52679744;-0.2808;0.2232;0.738;0.821
25.56299271;-0.2886;0.2212;0.8171;0.894
25.56441014;-0.2684;0.1924;0.8683;0.929
25.56521537;-0.2332;0.1394;0.8967;0.937
25.56697144;-0.2005;0.0755;0.9304;0.955
25.57701098;-0.1918;0.009;0.9661;0.985
25.58877591;-0.2036;-0.0386;1.0192;1.04
25.59677033;-0.2328;-0.0601;1.068;1.095
25.60683883;-0.2698;-0.0585;1.1094;1.143
25.61690902;-0.2818;-0.0351;1.1296;1.165
25.62796767;-0.2714;0.012;1.1236;1.156
25.67003452;-0.2601;0.0876;1.1209;1.154
25.67125644;-0.2662;0.1969;1.1391;1.186
25.67189237;-0.2882;0.3218;1.1992;1.275
25.67273137;-0.3393;0.4214;1.2607;1.372
25.67696529;-0.4244;0.474;1.3345;1.478
25.68698341;-0.5149;0.4858;1.4045;1.573
25.69694929;-0.579;0.4463;1.423;1.6
25.70697187;-0.6157;0.3711;1.3725;1.549
25.71715029;-0.622;0.2856;1.2831;1.454
25.72761802;-0.5182;0.1815;1.2572;1.372
25.76401814;-0.2047;0.0986;1.3591;1.378
25.76525091;0.2432;0.2002;1.5434;1.575
25.7662386;0.6549;0.2844;1.4964;1.658
25.76725552;0.4296;0.1415;1.6937;1.753
25.77684221;0.2177;-0.0101;1.765;1.778
25.79027556;0.0976;-0.1356;1.6168;1.625
25.79675156;0.0412;-0.1992;1.3853;1.4
25.80683879;0.007;-0.2471;1.1403;1.167
25.81799625;-0.0264;-0.3078;0.8618;0.915
25.82703248;0.0371;-0.4952;0.5226;0.721
25.84357052;0.0492;-0.5534;0.4902;0.741
25.84699737;0.0678;-0.4385;0.6023;0.748
25.88193367;-0.0246;-0.4941;0.7316;0.883
25.88441725;-0.1391;-0.3092;0.9307;0.991
25.88517437;-0.1643;-0.1174;1.0465;1.066
25.89584098;-0.1545;0.0142;1.1247;1.135
25.89717156;-0.1401;0.1295;1.1629;1.178
25.90805429;-0.1466;0.2007;1.1799;1.206
25.91733325;-0.1422;0.2601;1.1369;1.175
25.92681764;-0.1127;0.2985;1.0554;1.103
25.94341756;-0.0788;0.3227;0.9602;1.016
25.94690498;-0.0683;0.3177;0.8178;0.88
25.98127787;-0.0213;0.2999;0.7272;0.787
25.98324521;-0.005;0.262;0.6241;0.677
25.98426291;0.0162;0.1987;0.5431;0.579
25.99344044;-0.0023;0.127;0.4566;0.474
25.99687329;-0.0276;0.0691;0.4225;0.429
26.00684656;-0.0429;-0.0032;0.4041;0.406
26.01683264;-0.0746;-0.0707;0.3819;0.395
26.02979829;-0.1156;-0.1226;0.4301;0.462
26.06400283;-0.1565;-0.1448;0.5058;0.549
26.06540748;-0.198;-0.1377;0.619;0.664
26.06645141;-0.2233;-0.125;0.7391;0.782
26.06752875;-0.2485;-0.1157;0.8359;0.88
26.07702748;-0.256;-0.0941;0.911;0.951
26.08749514;-0.2566;-0.0551;0.9462;0.982
26.09698917;-0.2564;-0.0088;0.9609;0.995
26.10708429;-0.2488;0.0476;1.0028;1.034
26.11699925;-0.254;0.0938;1.044;1.079
26.12984464;-0.2526;0.1141;1.1027;1.137
26.16642171;-0.2558;0.1171;1.1591;1.193
26.16840267;-0.2378;0.0911;1.1907;1.218
26.16943625;-0.2268;0.0178;1.2149;1.236
26.17046337;-0.2579;-0.1082;1.2274;1.259
26.17697541;-0.3572;-0.2373;1.264;1.335
26.18868641;-0.4659;-0.3238;1.325;1.441
26.19721117;-0.5557;-0.3411;1.3923;1.537
26.20697783;-0.6198;-0.2889;1.4509;1.604
26.21722856;-0.6535;-0.1961;1.4706;1.621
26.22874606;-0.6332;-0.0943;1.4244;1.562
26.26598798;-0.477;-0.0244;1.3194;1.403
26.26832725;-0.1882;-0.0156;1.3031;1.317
26.26930648;0.1361;-0.1203;1.3245;1.337
26.27030417;0.1891;-0.1877;1.4886;1.512
26.27699033;0.0963;-0.1396;1.6747;1.683
26.28865044;0.002;-0.0006;1.7724;1.772
26.29692717;-0.0855;0.0811;1.8301;1.834
26.30811267;-0.0602;0.1009;1.6784;1.682
26.31738164;0.061;0.1797;1.3483;1.362
26.32905083;0.2813;0.3349;0.9591;1.054
26.36618771;0.4845;0.4485;0.5847;0.882
26.3696366;0.5349;0.4613;0.3512;0.789
26.37058364;0.483;0.4571;0.2873;0.724
26.37292237;0.3611;0.4179;0.4123;0.689
26.37720367;0.2005;0.2993;0.6292;0.725
26.38725067;0.057;0.1375;0.9043;0.916
26.39722841;-0.0687;-0.0006;1.1363;1.138
26.40728598;-0.2171;-0.1223;1.2985;1.322
26.41742217;-0.1786;-0.1378;1.3025;1.322
26.42725237;-0.1978;-0.146;1.2526;1.276
26.46058041;-0.1856;-0.1182;1.2204;1.24
26.46223621;-0.1728;-0.0705;1.1513;1.166
26.4631851;-0.1479;-0.0281;1.0339;1.045
26.46765956;-0.1195;-0.0042;0.9153;0.923
26.47745552;-0.0985;0.0081;0.7664;0.773
26.48693206;-0.1097;-0.0002;0.6354;0.645
26.49716725;-0.0794;0.0129;0.5393;0.545
26.50728187;-0.0552;0.0213;0.435;0.439
26.52471144;-0.0402;0.025;0.3833;0.386
26.5274414;-0.0123;-0.0184;0.353;0.354
26.55850987;-0.0354;-0.0657;0.3884;0.396
26.55990894;-0.1191;-0.1251;0.4538;0.486
26.56074302;-0.188;-0.1572;0.5849;0.634
26.56728379;-0.2806;-0.147;0.7415;0.806
26.57727487;-0.3622;-0.0596;0.8993;0.971
26.5887554;-0.3872;0.0282;0.9396;1.017
26.5972434;-0.3591;0.0842;0.9438;1.013
26.60710075;-0.3126;0.102;0.8887;0.948
26.62749175;-0.2521;0.1096;0.8361;0.88
26.62876106;-0.1965;0.112;0.7883;0.82
26.66631214;-0.1611;0.1016;0.8342;0.856
26.6683844;-0.1528;0.0697;0.8965;0.912
26.6694879;-0.1533;0.0313;1.0346;1.046
26.6707826;-0.1846;0.0059;1.2366;1.25
26.67724052;-0.24;0.0503;1.4487;1.469
26.6873386;-0.3138;0.1606;1.6026;1.641
26.69704621;-0.3897;0.3075;1.6546;1.727
26.70711687;-0.4702;0.4368;1.6326;1.754
26.72434564;-0.549;0.5062;1.54;1.711
26.72746425;-0.5749;0.5006;1.4009;1.595
26.76364087;-0.5959;0.4433;1.2967;1.494
26.7655584;-0.595;0.3652;1.1811;1.372
26.76765844;-0.4881;0.2085;1.0565;1.182
26.76879575;-0.536;0.3352;1.109;1.277
26.7773776;-0.2222;0.1875;1.2697;1.303
26.78756348;0.1691;0.2532;1.4253;1.457
26.79732744;0.4799;0.3202;1.4992;1.606
26.80713479;0.575;0.2199;1.6173;1.73
26.82536575;0.4435;0.0551;1.6751;1.734
26.82751448;0.2541;-0.1671;1.5854;1.614
26.86311279;0.1228;-0.3155;1.4184;1.458
26.86459667;0.0465;-0.3955;1.1958;1.26
26.86583587;0.0699;-0.3755;0.9657;1.039
26.86854921;0.089;-0.3561;0.7315;0.818
26.87766952;0.0923;-0.3808;0.6312;0.743
26.88826725;0.0627;-0.3939;0.6499;0.763
26.89703071;-0.0126;-0.3842;0.7443;0.838
26.90738387;-0.112;-0.304;0.9263;0.981
26.92529021;-0.2069;-0.1776;1.0515;1.086
26.92747625;-0.2465;-0.0699;1.1513;1.179
26.9632226;-0.2212;0.0325;1.1618;1.183
26.96483837;-0.211;0.048;1.1736;1.193
26.9675471;-0.1418;0.0782;1.0979;1.11
26.96878794;-0.146;0.085;0.9891;1.003
26.97703783;-0.0954;0.1007;0.8862;0.897
26.98698998;-0.0552;0.1129;0.7594;0.77
26.9972169;-0.0217;0.1182;0.6474;0.658
27.00753967;0.0159;0.1291;0.5568;0.572
27.01918029;0.0302;0.1234;0.487;0.503
27.0272836;0.0588;0.136;0.4107;0.437
27.04125783;0.0503;0.1167;0.3742;0.395
27.04760744;0.0253;0.0832;0.3567;0.367
27.07832083;-0.0167;0.0294;0.3571;0.359
27.0800874;-0.0429;-0.0118;0.35;0.353
27.0809784;-0.1138;-0.0687;0.3966;0.418
27.08849829;-0.1355;-0.09;0.4543;0.483
27.09688075;-0.1559;-0.0837;0.5361;0.565
27.10732225;-0.1819;-0.059;0.6373;0.665
27.11818594;-0.2271;-0.0305;0.7528;0.787
27.12763398;-0.2869;-0.0062;0.887;0.932
27.14124029;-0.326;0.0178;1.0028;1.055
27.14745883;-0.3424;0.0414;1.1077;1.16
27.17645098;-0.2963;0.0685;1.1876;1.226
27.17878379;-0.2422;0.0999;1.2554;1.282
27.1795351;-0.1976;0.1267;1.3069;1.328
27.18757271;-0.1882;0.1372;1.3473;1.367
27.19700967;-0.2023;0.0862;1.3623;1.38
27.2070906;-0.2535;-0.0315;1.3425;1.367
27.21700875;-0.3632;-0.1404;1.3493;1.404
27.22736314;-0.6083;-0.2414;1.4159;1.56
27.24188471;-0.6621;-0.2113;1.3963;1.56
27.24708394;-0.6726;-0.1542;1.3439;1.511
27.2790864;-0.6649;-0.0803;1.2848;1.449
27.28097706;-0.5685;-0.0219;1.2292;1.355
27.28553748;-0.2819;-0.0348;1.196;1.229
27.28719252;0.0418;-0.2033;1.1969;1.215
27.29860479;0.2062;-0.3398;1.4397;1.494
27.3069879;0.2199;-0.4194;1.7303;1.794
27.31857675;0.226;-0.353;1.872;1.918
27.32691714;0.1506;-0.216;1.8016;1.821
27.33775956;0.0928;-0.1255;1.6219;1.629
27.34773729;0.0904;-0.0619;1.2973;1.302
27.3571631;0.1441;-0.0126;0.9099;0.921
27.39482144;0.2402;0.0478;0.586;0.635
27.39634017;0.3375;0.12;0.3535;0.503
27.39793829;0.3898;0.1816;0.2662;0.506
27.3989739;0.3556;0.2118;0.3591;0.548
27.4071166;0.3325;0.24;0.5287;0.669
27.41902844;0.071;0.1848;0.8826;0.904
27.42734417;-0.1201;0.089;1.2026;1.212
27.43730967;-0.2369;-0.0231;1.4052;1.425
27.4470609;-0.2994;-0.1019;1.5201;1.553
27.4574239;-0.2731;-0.1126;1.4507;1.48
27.49967567;-0.2424;-0.1115;1.3373;1.364
27.50326521;-0.1947;-0.0854;1.1689;1.188
27.50431879;-0.1627;-0.0744;1.0007;1.017
27.50535714;-0.1201;-0.0634;0.844;0.855
27.50750317;-0.0922;-0.038;0.7131;0.72
27.5190576;-0.1075;-0.0204;0.6054;0.615
27.52706856;-0.0602;-0.0016;0.5303;0.534
